Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W97     2097.78         2101.16         0.141147        0.998393        26.6964         5.01659         
W98     2097.15         2102.89         0.134119        0.997274        60.146          1.46839         
W99     2096.48         2094.71         0.143154        1.00085         40.6381         1.72862         
W100    2095.75         2096.1          0.139966        0.999835        32.0234         3.20567         
W101    2094.98         2104.98         0.144287        0.995247        39.7147         6.10345         
W102    2094.15         2116.57         0.139573        0.989404        36.3971         0.255098        
W103    2094.87         2175.47         0.122           0.962951        46.4082         0.954538        
W104    2095.7          2127.92         0.117423        0.984859        13.2565         1.95593         
W105    2096.48         2097.65         0.120831        0.999443        39.3079         4.1472          
W106    2097.21         2063.87         0.124633        1.01615         33.7863         0.637019        
W107    2097.88         2104.73         0.108984        0.996748        28.0505         1.66684         
W108    2098.51         2097.43         0.112178        1.00051         50.0695         1.48204         
W109    2099.08         2098.99         0.127529        1.00004         46.125          1.70952         
W110    2099.6          2101.1          0.126178        0.999285        44.7966         2.07136         
W111    2100.07         2103.03         0.135083        0.998596        41.7651         1.85018         
W112    2100.49         2102.39         0.13109         0.999098        42.5814         1.67462         
W113    2100.86         2101.91         0.150824        0.999498        42.802          2.30035         
W114    2101.17         2111.59         0.131474        0.995067        41.1684         1.96472         
W115    2101.43         2101.84         0.134485        0.999805        43.5202         0.722503        
W116    2101.64         2102.49         0.1327          0.999595        44.7439         1.39072         
W117    2101.8          2106.47         0.144129        0.997781        38.8767         0.909134        
W118    2101.9          2104.09         0.128901        0.998961        46.4015         1.75179         
W119    2101.95         2100.26         0.144165        1.00081         44.2054         2.92463         
W120    2101.95         2104.56         0.130486        0.998761        43.5014         1.23903         
W121    2101.9          2105.89         0.125198        0.998107        39.2841         1.1645          
W122    2101.8          2107.26         0.13513         0.997406        40.2482         1.19357         
W123    2101.64         2106.07         0.136381        0.997896        38.6099         0.724073        
W124    2101.43         2100.03         0.137955        1.00067         42.0165         1.81339         
W125    2101.17         2104.36         0.123683        0.998484        45.1735         2.09035         
W126    2100.86         2106.77         0.135249        0.997192        35.0028         0.607578        
W127    2100.49         2101.02         0.131735        0.999748        41.54           0.407285        
W128    2100.07         2106.06         0.114979        0.997157        40.0226         0.312267        
W129    2099.6          2098.28         0.138746        1.00063         49.2377         1.39247         
W130    2099.08         2100.97         0.131593        0.999099        50.5066         1.15761         
W131    2098.51         2097.12         0.134361        1.00066         41.8195         3.55683         
W132    2097.88         2097.92         0.139332        0.999984        37.5981         0.116686        
W133    2097.21         2099.65         0.135803        0.998836        39.4163         2.94416         
W134    2096.48         2095.68         0.135998        1.00038         31.7429         1.52951         
W135    2095.7          2090.26         0.137262        1.0026          38.1911         0.949924        
W136    2094.87         2056.95         0.146822        1.01843         66.237          2.79732         
W137    2095.54         2131.86         0.13572         0.982963        41.2512         0.907699        
W138    2096.37         2098.23         0.130026        0.999117        48.7885         0.703012        
W139    2097.15         2094.44         0.135012        1.00129         38.5173         1.37539         
W140    2097.88         2093.14         0.128821        1.00227         53.055          2.38541         
W141    2098.56         2093.67         0.12595         1.00234         44.7171         1.11265         
W142    2099.18         2100.02         0.140769        0.9996          42.9192         1.23625         
W143    2099.76         2100.2          0.134731        0.99979         46.4533         1.46989         
W144    2100.28         2100.77         0.131315        0.999767        40.6821         1.68372         
W145    2100.75         2100.47         0.131675        1.00013         39.7156         1.56238         
W146    2101.17         2102.53         0.133214        0.999352        46.0944         0.410632        
W147    2101.53         2117.69         0.144175        0.99237         29.715          0.820066        
W148    2101.85         2103.84         0.136324        0.999055        43.0268         1.52278         
W149    2102.11         2105.32         0.130759        0.998478        43.8874         1.35591         
W150    2102.32         2102.8          0.140608        0.999774        39.8449         2.02958         
W151    2102.48         2107.69         0.147814        0.997525        37.9371         1.82969         
W152    2102.58         2100.54         0.137193        1.00097         43.8001         3.63602         
W153    2102.63         2102.2          0.146483        1.00021         40.5698         2.5188          
W154    2102.63         2109.47         0.141321        0.996759        35.0205         3.33084         
W155    2102.58         2108.78         0.131972        0.997059        42.3512         1.2872          
W156    2102.48         2103.93         0.146528        0.999311        41.6            1.11801         
W157    2102.32         2103.34         0.146639        0.999517        48.2068         2.4926          
W158    2102.11         2102.9          0.146158        0.999623        47.6108         1.40516         
W159    2101.85         2100.89         0.134709        1.00046         42.3911         3.19284         
W160    2101.53         2101.87         0.13737         0.999838        43.2092         1.42339         
W161    2101.17         2101.18         0.142062        0.999994        41.0787         1.37402         
W162    2100.75         2103.86         0.137273        0.998523        46.6498         1.22134         
W163    2100.28         2102.06         0.129801        0.999154        46.1997         1.76358         
W164    2099.76         2105.04         0.13717         0.997491        36.193          2.59116         
W165    2099.18         2102.69         0.123863        0.998331        41.1015         0.12709         
W166    2098.56         2100.62         0.13587         0.999018        42.9944         1.87447         
W167    2097.88         2105.9          0.148314        0.996194        44.6673         0.794896        
W168    2097.15         2098.09         0.13382         0.999552        41.0562         4.4272          
W169    2096.37         2103.21         0.122868        0.99675         39.6925         3.92227         
W170    2095.54         2094.3          0.131728        1.00059         44.9726         0.963984        
W171    2096.16         2530.56         0.0946039       0.82834         1.67758         1.60478e-05     
W172    2096.99         2117.26         0.131248        0.99043         72.1252         0.967171        
W173    2097.78         2101.04         0.132763        0.998446        30.4631         0.864081        
W174    2098.5          2111.91         0.122414        0.993651        32.5165         3.42926         
W175    2099.18         2100.07         0.125384        0.999579        49.2783         2.82234         
W176    2099.81         2100.38         0.145382        0.999728        34.5929         0.514415        
W177    2100.38         2104.33         0.138458        0.998124        43.8276         1.87414         
W178    2100.91         2101.46         0.137849        0.999738        47.4158         0.0361311       
W179    2101.38         2101.66         0.140564        0.999867        37.0153         1.02651         
W180    2101.8          2100.35         0.137199        1.00069         46.3873         0.704212        
W181    2102.16         2104.65         0.138876        0.998819        46.3438         1.86502         
W182    2102.48         2105.67         0.140094        0.998481        40.7686         3.68322         
W183    2102.74         2102.79         0.147374        0.999974        39.3082         0.345798        
W184    2102.95         2102.68         0.144061        1.00013         42.3877         1.04589         
W185    2103.11         2102.11         0.144711        1.00047         46.7629         0.926773        
W186    2103.21         2106.62         0.125642        0.998381        40.811          0.84702         
W187    2103.26         2101.28         0.153452        1.00094         46.225          0.951821        
W188    2103.26         2103.81         0.148858        0.999739        41.2275         3.00639         
W189    2103.21         2101.74         0.149805        1.0007          46.236          0.454654        
W190    2103.11         2105.37         0.131035        0.998926        45.1416         0.532458        
W191    2102.95         2103.46         0.137422        0.999758        41.5419         2.53134         
W192    2102.74         2102.66         0.14193         1.00004         44.4062         3.42712         
W193    2102.48         2104.15         0.133706        0.999203        43.8673         0.44098         
W194    2102.16         2102.49         0.134238        0.999842        45.1243         3.0125          
W195    2101.8          2100.22         0.140681        1.00075         49.2095         0.445532        
W196    2101.38         2099.83         0.145174        1.00074         37.9608         0.29488         
W197    2100.91         2103.07         0.13466         0.998973        40.0624         3.28898         
W198    2100.38         2098.76         0.140558        1.00077         38.9722         0.837764        
W199    2099.81         2101.72         0.133975        0.999088        42.4279         1.30225         
W200    2099.18         2099.48         0.139297        0.999858        36.109          0.892406        
W201    2098.5          2102.9          0.146587        0.99791         30.6327         0.991152        
W202    2097.78         2103.36         0.138317        0.997345        29.1465         0.753462        
W203    2096.99         2095.34         0.136958        1.00079         56.4345         0.567855        
W204    2096.16         2092.26         0.141606        1.00187         59.4761         1.84451         
W205    2096.73         3389.98         0.125274        0.61851         1.56448         0.000201648     
W206    2097.57         2096.83         0.14118         1.00035         46.7106         2.15267         
W207    2098.35         2126.01         0.136861        0.986989        23.7275         2.25372         
W208    2099.08         2100.65         0.136625        0.99925         48.1522         4.14822         
W209    2099.75         2100.48         0.12462         0.999655        41.4146         1.40111         
W210    2100.38         2100.79         0.153372        0.999806        36.4202         1.16887         
W211    2100.96         2102.32         0.138397        0.999351        46.6895         1.15824         
W212    2101.48         2099.88         0.142502        1.00076         43.6114         1.3225          
W213    2101.95         2104.95         0.127039        0.998573        43.6133         1.38438         
W214    2102.37         2104.13         0.13619         0.999164        43.2425         0.905607        
W215    2102.74         2099.82         0.15362         1.00139         44.4424         0.488787        
W216    2103.05         2104.76         0.133076        0.999187        46.8338         1.2556          
W217    2103.31         2104.39         0.129091        0.999491        45.6134         1.15844         
W218    2103.52         2104.74         0.126977        0.999422        47.8786         1.47392         
W219    2103.68         2102.4          0.135374        1.00061         50.9317         2.18851         
W220    2103.79         2106.39         0.126041        0.998763        48.011          0.219602        
W221    2103.84         2105.27         0.137349        0.999319        42.4044         1.13231         
W222    2103.84         2106.06         0.142835        0.998946        43.7803         1.04838         
W223    2103.79         2108.15         0.144918        0.997929        41.5745         1.54333         
W224    2103.68         2104.5          0.13874         0.99961         43.8039         1.5942          
W225    2103.52         2107.94         0.129466        0.997905        49.8457         2.61318         
W226    2103.31         2102.8          0.143807        1.00024         43.4633         2.74036         
W227    2103.05         2102.84         0.15014         1.0001          44.4503         2.51426         
W228    2102.74         2102.76         0.138923        0.999987        46.6835         1.18619         
W229    2102.37         2107.77         0.137124        0.997436        43.559          0.289703        
W230    2101.95         2100.84         0.1523          1.00053         40.9637         0.189914        
W231    2101.48         2102.68         0.138949        0.99943         42.3976         1.56084         
W232    2100.96         2102.29         0.143625        0.999364        37.986          0.504287        
W233    2100.38         2104.62         0.147022        0.997987        41.5154         2.33046         
W234    2099.75         2102.22         0.128104        0.998828        43.9962         1.37737         
W235    2099.08         2103.79         0.126611        0.997757        31.0751         2.07872         
W236    2098.35         2100.41         0.117979        0.999017        49.1704         1.05            
W237    2097.57         2097.94         0.126989        0.99982         44.1282         2.14527         
W238    2096.73         2021.75         0.15295         1.03709         84.0996         1.14403         
W239    2097.25         1447.44         0.0845003       1.44894         91.8294         1.82349         
W240    2098.09         2089.33         0.119184        1.00419         47.6821         3.66532         
W241    2098.87         2107.75         0.138247        0.995785        29.3731         4.35773         
W242    2099.6          2098.64         0.137676        1.00046         40.1236         0.274877        
W243    2100.28         2112.13         0.138988        0.994387        35.766          0.587273        
W244    2100.9          2102.8          0.128967        0.999096        39.5112         1.86091         
W245    2101.48         2110.39         0.127399        0.995779        38.292          5.17755         
W246    2102            2101.3          0.137591        1.00034         42.5056         2.45189         
W247    2102.47         2103.7          0.127798        0.999417        48.5309         4.88913         
W248    2102.89         2106.21         0.145476        0.998425        43.4446         1.05302         
W249    2103.26         2104.69         0.143549        0.99932         45.9188         0.172145        
W250    2103.58         2104.53         0.13818         0.999549        44.3507         0.638699        
W251    2103.84         2103.78         0.14138         1.00003         48.3327         5.24387         
W252    2104.05         2104.24         0.13282         0.999907        48.2175         1.20914         
W253    2104.21         2104.45         0.143097        0.999883        47.5012         0.177531        
W254    2104.31         2105.15         0.14586         0.999602        44.4059         3.27702         
W255    2104.36         2103.31         0.144823        1.0005          46.2322         1.44069         
W256    2104.36         2105.87         0.137286        0.999285        45.5878         2.00782         
W257    2104.31         2105.19         0.145682        0.999585        46.3989         1.38142         
W258    2104.21         2105.48         0.152159        0.999394        43.9075         1.89798         
W259    2104.05         2104.38         0.156657        0.999842        50.3998         0.415295        
W260    2103.84         2106.26         0.140082        0.998849        44.8721         0.99245         
W261    2103.58         2105.18         0.142423        0.999237        44.4            0.851265        
W262    2103.26         2103.3          0.136825        0.999981        46.3391         1.53483         
W263    2102.89         2103.51         0.137366        0.999709        52.008          3.34164         
W264    2102.47         2106.14         0.134792        0.998261        44.335          0.763778        
W265    2102            2099.11         0.144932        1.00138         38.724          1.14209         
W266    2101.48         2105.9          0.134045        0.997902        39.9801         4.27147         
W267    2100.9          2096.73         0.175354        1.00199         40.2539         0.245133        
W268    2100.28         2096.5          0.166397        1.0018          38.6375         1.8541          
W269    2099.6          2099.6          0.136048        0.999999        38.8908         0.460692        
W270    2098.87         2097.86         0.130896        1.00048         34.9294         1.03259         
W271    2098.09         2096.04         0.143544        1.00098         46.8703         0.794461        
W272    2097.25         2094.88         0.142786        1.00113         56.0194         3.26818         
W273    2097.72         2035.16         0.143746        1.03074         64.5021         2.48966         
W274    2098.55         2081.16         0.141631        1.00836         44.6867         1.06534         
W275    2099.33         2099.89         0.133661        0.999735        46.6194         1.2812          
W276    2100.07         2099.15         0.147931        1.00044         40.9869         1.04058         
W277    2100.75         2100.19         0.1388          1.00027         42.9976         0.916052        
W278    2101.37         2103.33         0.132338        0.999069        46.8686         1.44348         
W279    2101.95         2105.29         0.138703        0.998413        44.2728         0.278268        
W280    2102.47         2105.11         0.142153        0.998748        39.8141         1.96417         
W281    2102.95         2104.33         0.149307        0.999342        42.9224         1.71207         
W282    2103.37         2103.61         0.151449        0.999883        49.3202         2.16057         
W283    2103.73         2101.97         0.159736        1.00084         44.0916         0.938022        
W284    2104.05         2104.85         0.150029        0.999619        41.1262         1.14942         
W285    2104.31         2102.87         0.159713        1.00068         42.8915         0.71694         
W286    2104.52         2105.44         0.130713        0.999563        44.672          2.17403         
W287    2104.68         2105.85         0.134626        0.999442        43.0719         2.33603         
W288    2104.78         2103.62         0.143445        1.00055         48.2691         1.29023         
W289    2104.84         2106.82         0.137014        0.999059        45.1464         0.28525         
W290    2104.84         2102.34         0.158188        1.00119         46.6487         1.07272         
W291    2104.78         2106.06         0.129287        0.999395        59.6044         3.30405         
W292    2104.68         2104.6          0.157415        1.00004         43.774          7.84398         
W293    2104.52         2107.43         0.134452        0.998622        49.4734         2.24255         
W294    2104.31         2101.86         0.146933        1.00117         56.0433         4.75974         
W295    2104.05         2103.65         0.144265        1.00019         50.3801         0.418155        
W296    2103.73         2103.57         0.142648        1.00008         45.7259         0.990996        
W297    2103.37         2106.4          0.122925        0.99856         45.2507         1.47631         
W298    2102.95         2101.21         0.134251        1.00083         44.022          1.92758         
W299    2102.47         2106.37         0.124647        0.998152        43.3488         0.925698        
W300    2101.95         2100.5          0.15285         1.00069         46.6824         0.843792        
W301    2101.37         2105.47         0.131444        0.998055        38.2388         0.0349015       
W302    2100.75         2107.1          0.144507        0.996984        36.8748         1.48421         
W303    2100.07         2102.1          0.137676        0.999034        44.5825         4.43018         
W304    2099.33         2100.83         0.134907        0.999288        41.1415         1.86414         
W305    2098.55         2101.15         0.148218        0.998763        33.5829         0.669353        
W306    2097.72         2109.22         0.142981        0.994546        29.9502         0.856326        
W307    2098.14         2103.28         0.136545        0.997552        43.5266         1.19684         
W308    2098.97         2103.13         0.124271        0.99802         61.1937         1.53059         
W309    2099.75         2101.96         0.130775        0.998949        38.3754         0.651613        
W310    2100.48         2102.37         0.126318        0.999104        39.0521         1.82356         
W311    2101.16         2103.12         0.131872        0.999069        47.2363         0.751143        
W312    2101.79         2103.44         0.1278          0.999216        47.4826         1.72653         
W313    2102.37         2103.39         0.132066        0.999515        49.8332         2.51634         
W314    2102.89         2105.39         0.137311        0.998815        48.4221         1.7876          
W315    2103.36         2108.42         0.142791        0.997601        38.3699         1.665           
W316    2103.78         2106.82         0.130267        0.998559        46.2158         1.69973         
W317    2104.15         2106.71         0.127456        0.998786        44.1368         1.13056         
W318    2104.47         2104.88         0.138789        0.999806        41.341          2.50869         
W319    2104.73         2104.55         0.150777        1.00009         42.6478         1.43894         
W320    2104.94         2107.14         0.131264        0.998956        44.3463         0.867924        
W321    2105.1          2104.3          0.13837         1.00038         47.1881         3.40872         
W322    2105.2          2107.14         0.12156         0.999083        53.5043         1.86142         
W323    2105.26         2104.52         0.145061        1.00035         47.152          0.645247        
W324    2105.26         2107.35         0.143565        0.999008        41.0967         0.979601        
W325    2105.2          2106.47         0.135249        0.999401        48.1892         1.29661         
W326    2105.1          2105.37         0.148842        0.999873        43.6328         1.50353         
W327    2104.94         2103.23         0.153318        1.00082         45.274          2.5547          
W328    2104.73         2107.36         0.13615         0.998754        46.4131         0.16709         
W329    2104.47         2105.2          0.138857        0.999652        48.6024         1.25201         
W330    2104.15         2104.16         0.14728         0.999997        44.7089         3.64186         
W331    2103.78         2101.94         0.146991        1.00088         46.2561         1.50764         
W332    2103.36         2104.81         0.135279        0.999312        56.87           1.76244         
W333    2102.89         2098.54         0.161257        1.00208         41.0484         1.85785         
W334    2102.37         2105.03         0.14697         0.998736        44.2205         1.58927         
W335    2101.79         2102.99         0.131217        0.999431        50.5732         1.54311         
W336    2101.16         2102.72         0.12894         0.99926         32.0738         0.459924        
W337    2100.48         2101.4          0.130518        0.999565        42.848          0.773286        
W338    2099.75         2095.96         0.151716        1.00181         41.2152         0.664318        
W339    2098.97         2103            0.130207        0.998082        43.4311         0.31794         
W340    2098.14         2102.5          0.138888        0.997923        63.7139         2.67077         
W341    2098.5          2095.14         0.130485        1.0016          55.4958         3.05191         
W342    2099.33         2113.24         0.133027        0.993419        31.7996         1.50378         
W343    2100.12         2101.46         0.132871        0.999362        42.2299         1.37139         
W344    2100.85         2098.76         0.140029        1.00099         44.8909         0.702059        
W345    2101.53         2101.8          0.142749        0.999869        46.8649         1.04082         
W346    2102.16         2104.53         0.128823        0.998872        52.388          0.314376        
W347    2102.73         2105.87         0.123535        0.998511        45.7199         1.50195         
W348    2103.26         2103.39         0.125971        0.999936        47.3019         1.70699         
W349    2103.73         2105.08         0.130404        0.99936         45.0304         0.203836        
W350    2104.15         2103.3          0.140983        1.00041         46.0887         0.944949        
W351    2104.52         2103.89         0.14554         1.0003          47.1323         7.97568         
W352    2104.84         2107.97         0.139324        0.998514        44.551          0.603238        
W353    2105.1          2108.68         0.123585        0.9983          43.444          4.87216         
W354    2105.31         2103.52         0.147563        1.00085         45.9351         0.815123        
W355    2105.47         2106.39         0.143123        0.999561        45.866          0.139747        
W356    2105.57         2105.22         0.146096        1.00017         48.6383         0.913395        
W357    2105.63         2105.86         0.147922        0.999888        44.9348         3.64212         
W358    2105.63         2105.29         0.149917        1.00016         44.5997         1.5184          
W359    2105.57         2105.36         0.150932        1.0001          47.3847         0.786879        
W360    2105.47         2108.09         0.141882        0.998757        44.5012         0.547943        
W361    2105.31         2104.1          0.146302        1.00057         52.1375         4.46281         
W362    2105.1          2105.1          0.139213        0.999998        48.3109         0.325517        
W363    2104.84         2104.02         0.138875        1.00039         46.7999         3.12997         
W364    2104.52         2106.8          0.13191         0.998918        44.1491         0.937331        
W365    2104.15         2103.64         0.143297        1.00024         56.852          0.420292        
W366    2103.73         2097.96         0.129266        1.00275         60.7062         2.57637         
W367    2103.26         2107.28         0.126502        0.998089        62.3421         1.30795         
W368    2102.73         2107.39         0.142267        0.997792        45.6258         0.342773        
W369    2102.16         2106.79         0.130925        0.9978          41.6398         0.621266        
W370    2101.53         2104.18         0.122938        0.99874         49.7258         3.86138         
W371    2100.85         2105.85         0.134053        0.997627        49.1236         0.418095        
W372    2100.12         2104.82         0.130953        0.997766        39.83           0.405293        
W373    2099.33         2096.43         0.130017        1.00139         38.2279         0.676665        
W374    2098.5          2103.98         0.137939        0.997393        106.737         2.61628         
W375    2098.81         2125.55         0.129764        0.987422        37.8017         1.287           
W376    2099.65         2105.41         0.128477        0.997264        36.4306         0.349502        
W377    2100.43         2097.66         0.137732        1.00132         41.2366         1.36802         
W378    2101.16         2103.88         0.129811        0.99871         45.6358         0.957642        
W379    2101.84         2101.83         0.13871         1.00001         41.2066         0.011939        
W380    2102.47         2102.75         0.13509         0.999869        46.6372         2.00203         
W381    2103.05         2103.67         0.131165        0.999705        43.4581         1.05512         
W382    2103.57         2102.96         0.134647        1.00029         45.4633         2.36472         
W383    2104.05         2105.7          0.140468        0.999216        48.286          0.442455        
W384    2104.47         2107.72         0.135119        0.998459        47.033          0.80955         
W385    2104.83         2104.12         0.149262        1.00034         50.5477         0.229162        
W386    2105.15         2106.88         0.148054        0.999181        47.4112         0.818641        
W387    2105.41         2104.24         0.147177        1.00056         47.1965         2.96083         
W388    2105.62         2106.72         0.134331        0.999479        42.9701         1.66348         
W389    2105.78         2105.36         0.142952        1.0002          47.712          0.475845        
W390    2105.89         2107.95         0.144612        0.999021        46.9941         4.26265         
W391    2105.94         2105.02         0.151462        1.00044         48.6124         0.917942        
W392    2105.94         2108.22         0.1343          0.998917        47.6012         1.34301         
W393    2105.89         2106.47         0.14335         0.999723        50.4477         2.77461         
W394    2105.78         2104.48         0.149397        1.00062         45.6212         0.737431        
W395    2105.62         2107.24         0.135678        0.999233        47.3418         2.26617         
W396    2105.41         2106.25         0.141576        0.999602        45.3952         3.8999          
W397    2105.15         2105.4          0.13375         0.999884        44.1179         1.98067         
W398    2104.83         2106.81         0.121263        0.999065        46.6518         4.53067         
W399    2104.47         2104.12         0.151223        1.00017         48.093          0.946895        
W400    2104.05         2102.41         0.147102        1.00078         52.6579         1.29579         
W401    2103.57         2102.68         0.133584        1.00043         53.5555         0.713036        
W402    2103.05         2105.41         0.124268        0.998878        49.8058         1.61326         
W403    2102.47         2106.32         0.130324        0.998173        37.4331         0.732415        
W404    2101.84         2106.06         0.132344        0.997998        37.6709         0.348878        
W405    2101.16         2102.23         0.144238        0.99949         37.5823         1.64172         
W406    2100.43         2107.46         0.13481         0.996666        40.0521         0.375114        
W407    2099.65         2097.64         0.133742        1.00096         52.3324         0.904068        
W408    2098.81         2096.83         0.136807        1.00095         28.0443         0.164429        
W409    2099.07         2140.81         0.132882        0.980504        30.961          1.58188         
W410    2099.91         2101.02         0.124204        0.99947         47.56           4.54603         
