Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W103    2094.87         2169.01         0.122           0.965819        52.8401         0.673952        
W104    2095.7          2116.34         0.118579        0.990248        53.8794         0.72282         
W105    2096.48         2108.96         0.12155         0.994083        46.8877         0.607594        
W106    2097.21         2137.34         0.127018        0.981224        40.5117         0.802555        
W107    2097.88         2125.34         0.11041         0.987082        40.3297         1.21441         
W108    2098.51         2108.39         0.112706        0.995315        40.9023         1.09739         
W109    2099.08         2099.09         0.127529        0.999995        42.4897         1.2916          
W110    2099.6          2101.06         0.126265        0.999307        41.0737         0.663103        
W111    2100.07         2099.45         0.135043        1.0003          44.2662         0.863697        
W112    2100.49         2105.18         0.131383        0.99777         42.6318         0.395082        
W113    2100.86         2098.05         0.150623        1.00134         40.5615         1.98609         
W114    2101.17         2105.81         0.131764        0.997797        48.4236         0.740842        
W115    2101.43         2101.2          0.13447         1.00011         43.9113         0.170674        
W116    2101.64         2105.25         0.132927        0.998285        42.3465         1.38593         
W117    2101.8          2099.41         0.143965        1.00114         44.6689         0.738639        
W118    2101.9          2108.67         0.129316        0.99679         45.176          0.361126        
W119    2101.95         2100.39         0.144058        1.00074         43.8305         1.33425         
W120    2101.95         2104.81         0.130663        0.998645        43.5345         0.983039        
W121    2101.9          2104.76         0.125369        0.998642        43.0044         1.15373         
W122    2101.8          2102.24         0.135158        0.999789        44.2028         1.01091         
W123    2101.64         2101.3          0.136359        1.00016         44.7016         1.29957         
W124    2101.43         2100.5          0.137893        1.00045         45.5123         1.74612         
W125    2101.17         2108.47         0.124113        0.996539        43.7179         1.09367         
W126    2100.86         2098.24         0.13508         1.00125         41.1611         0.9372          
W127    2100.49         2099.86         0.131695        1.0003          42.301          0.456477        
W128    2100.07         2108.11         0.115419        0.996188        43.2963         1.50366         
W129    2099.6          2092.72         0.138291        1.00329         47.0472         1.19756         
W130    2099.08         2100.04         0.131653        0.999543        47.219          0.6093          
W131    2098.51         2098.84         0.134383        0.999841        44.8362         1.63348         
W132    2097.88         2098.44         0.139369        0.999734        36.5632         0.4466          
W133    2097.21         2101.86         0.136105        0.997784        42.5314         0.877753        
W134    2096.48         2099.33         0.136182        0.998644        29.9842         0.8123          
W135    2095.7          2098.16         0.137423        0.998827        40.2377         0.897864        
W136    2094.87         2137.72         0.149826        0.979955        10.2118         1.70409         
W137    2095.54         2100.19         0.13572         0.997788        59.7656         1.38931         
W138    2096.37         2101.35         0.130335        0.997629        56.9426         1.83201         
W139    2097.15         2098.69         0.135112        0.999267        39.9667         1.53122         
W140    2097.88         2104.69         0.129239        0.996766        50.5788         2.03146         
W141    2098.56         2100.89         0.126089        0.998892        47.2811         1.16769         
W142    2099.18         2094.83         0.140477        1.00208         50.7737         1.27811         
W143    2099.76         2101.1          0.134818        0.99936         39.2624         1.58817         
W144    2100.28         2100.05         0.131301        1.00011         41.4632         0.915175        
W145    2100.75         2101.61         0.131729        0.999591        40.6005         0.840862        
W146    2101.17         2101.79         0.133253        0.999705        44.214          1.15028         
W147    2101.53         2098.58         0.143972        1.00141         43.0666         2.86265         
W148    2101.85         2102.24         0.13635         0.999812        42.4            1.32802         
W149    2102.11         2104.08         0.130882        0.999063        48.1226         1.73148         
W150    2102.32         2102.62         0.140629        0.999857        41.2323         0.754344        
W151    2102.48         2101.46         0.147742        1.00048         43.8954         1.56925         
W152    2102.58         2102.2          0.137168        1.00018         45.6947         1.88563         
W153    2102.63         2101.73         0.146419        1.00043         39.9116         0.997651        
W154    2102.63         2103.02         0.141347        0.999819        41.2729         1.98141         
W155    2102.58         2105.85         0.132176        0.99845         44.3299         1.08835         
W156    2102.48         2096.31         0.146099        1.00294         45.5839         1.19038         
W157    2102.32         2100.76         0.14653         1.00074         46.9965         1.42499         
W158    2102.11         2100.14         0.146021        1.00094         48.7011         1.02519         
W159    2101.85         2101.04         0.134657        1.00038         42.6061         1.42131         
W160    2101.53         2101.35         0.137358        1.00009         45.6086         0.951386        
W161    2101.17         2099.31         0.141936        1.00089         43.1961         0.456198        
W162    2100.75         2098.81         0.137146        1.00092         50.8337         0.781563        
W163    2100.28         2103.12         0.129976        0.998649        44.6048         0.618514        
W164    2099.76         2103.19         0.137394        0.99837         43.241          2.2476          
W165    2099.18         2104.76         0.124193        0.997349        41.5249         0.157403        
W166    2098.56         2104.15         0.136233        0.997342        43.141          0.400902        
W167    2097.88         2095.6          0.148153        1.00109         55.1211         0.552245        
W168    2097.15         2098.99         0.133937        0.999123        44.1636         1.96913         
W169    2096.37         2098.27         0.122979        0.999098        47.5383         1.60298         
W170    2095.54         2071.74         0.130232        1.01149         75.5956         1.30126         
W171    2096.16         1670.78         0.0754054       1.2546          3.82391         0.951792        
W172    2096.99         2079.34         0.130144        1.00849         62.2917         0.859994        
W173    2097.78         2095.58         0.132624        1.00105         32.4699         1.9176          
W174    2098.5          2102.77         0.122662        0.997973        44.9629         2.05536         
W175    2099.18         2102.54         0.125585        0.998403        46.1472         1.5038          
W176    2099.81         2100.64         0.145439        0.999605        39.5821         1.06963         
W177    2100.38         2102.15         0.138574        0.999161        47.5726         1.54743         
W178    2100.91         2101.24         0.137871        0.999839        45.1039         0.604784        
W179    2101.38         2099.6          0.140446        1.00084         39.2356         0.584172        
W180    2101.8          2101.27         0.137165        1.00025         43.6574         0.853371        
W181    2102.16         2104.22         0.139012        0.999023        47.8107         0.529916        
W182    2102.48         2101.82         0.14005         1.00031         44.7478         2.85625         
W183    2102.74         2098.48         0.147075        1.00203         41.401          0.54975         
W184    2102.95         2101.43         0.143956        1.00072         41.7992         0.570929        
W185    2103.11         2100.46         0.144529        1.00126         45.8508         1.01598         
W186    2103.21         2108.94         0.125984        0.997285        42.5432         1.5265          
W187    2103.26         2099.69         0.153191        1.0017          45.5423         0.49019         
W188    2103.26         2103.37         0.148866        0.999951        40.8401         1.07668         
W189    2103.21         2098.61         0.149477        1.00219         45.3588         0.314856        
W190    2103.11         2107.67         0.131319        0.997834        43.6911         1.22513         
W191    2102.95         2102.83         0.137414        1.00006         42.2906         0.880126        
W192    2102.74         2101.77         0.141865        1.00046         43.3486         2.20825         
W193    2102.48         2105.54         0.133901        0.998545        43.3522         0.904725        
W194    2102.16         2103.86         0.134347        0.999194        43.7224         1.38152         
W195    2101.8          2102.71         0.140742        0.999563        47.7943         0.63027         
W196    2101.38         2100.3          0.1451          1.00051         41.4967         1.01044         
W197    2100.91         2102.62         0.13477         0.999183        43.2418         1.01959         
W198    2100.38         2099.5          0.140499        1.00042         41.972          0.700575        
W199    2099.81         2102.23         0.134129        0.99885         47.5196         1.18509         
W200    2099.18         2097.98         0.139217        1.00057         34.7647         1.01356         
W201    2098.5          2100.09         0.146698        0.999243        29.7595         2.59159         
W202    2097.78         2096.12         0.138207        1.00079         35.9501         0.680215        
W203    2096.99         2093.76         0.136747        1.00154         48.8834         1.0731          
W204    2096.16         2093.62         0.141434        1.00122         63.0281         1.12538         
W205    2096.73         1325.17         0.0791749       1.58224         181.875         1.42199         
W206    2097.57         2067.27         0.139141        1.01466         77.1419         1.19538         
W207    2098.35         2092.07         0.136452        1.003           44.2171         2.94278         
W208    2099.08         2093.56         0.136266        1.00263         48.8951         1.72738         
W209    2099.75         2106.55         0.125023        0.996773        42.5848         1.66507         
W210    2100.38         2093.47         0.152868        1.0033          38.5844         1.3098          
W211    2100.96         2104.06         0.138601        0.998524        44.2558         0.683266        
W212    2101.48         2097.81         0.142253        1.00175         47.9635         1.08989         
W213    2101.95         2105.45         0.127251        0.998337        48.1909         0.951028        
W214    2102.37         2103.88         0.136288        0.999282        45.0315         0.320656        
W215    2102.74         2097.66         0.153248        1.00242         46.828          1.75931         
W216    2103.05         2105.39         0.133223        0.998892        46.3095         0.319457        
W217    2103.31         2106            0.129256        0.998724        44.2908         0.59479         
W218    2103.52         2106.69         0.127168        0.998497        48.4019         0.695939        
W219    2103.68         2103.12         0.135338        1.00027         51.7608         1.34466         
W220    2103.79         2106.11         0.12618         0.998898        48.9575         0.946917        
W221    2103.84         2106.89         0.137548        0.998551        41.2809         1.63            
W222    2103.84         2104.25         0.142863        0.999804        45.2722         1.50679         
W223    2103.79         2103.52         0.1449          1.00013         45.8243         2.67494         
W224    2103.68         2104.05         0.138765        0.999823        44.9536         0.598811        
W225    2103.52         2108.19         0.129754        0.997786        49.8763         1.59701         
W226    2103.31         2102.22         0.143733        1.00052         44.0685         0.540928        
W227    2103.05         2098.22         0.149795        1.0023          46.5413         1.86615         
W228    2102.74         2102.53         0.13891         1.0001          47.3922         0.911843        
W229    2102.37         2103.81         0.137218        0.999316        49.3985         0.530977        
W230    2101.95         2096.79         0.151926        1.00246         40.5755         2.10706         
W231    2101.48         2104.92         0.139177        0.998365        41.3525         0.633588        
W232    2100.96         2104.13         0.143842        0.998492        38.6489         0.686425        
W233    2100.38         2101.05         0.147069        0.99968         46.3047         0.767408        
W234    2099.75         2103.52         0.128334        0.998211        45.0513         0.602348        
W235    2099.08         2103.95         0.126905        0.997683        29.8921         1.61778         
W236    2098.35         2102.4          0.118206        0.998074        46.6861         0.911545        
W237    2097.57         2099.38         0.127099        0.999136        49.2681         1.33462         
W238    2096.73         2152.65         0.157029        0.974024        133.031         1.66067         
W239    2097.25         3289.93         0.132554        0.637477        1.0544          4.52209e-06     
W240    2098.09         2089.29         0.118684        1.00421         50.8689         1.35857         
W241    2098.87         2090.88         0.137721        1.00382         40.6245         1.48304         
W242    2099.6          2102.93         0.137895        0.998414        36.3673         1.23415         
W243    2100.28         2097.43         0.1388          1.00136         45.3545         0.993804        
W244    2100.9          2102.58         0.12907         0.999202        41.0137         0.752107        
W245    2101.48         2105.34         0.127634        0.998164        46.5919         1.65468         
W246    2102            2100.96         0.137523        1.00049         42.2304         1.01668         
W247    2102.47         2107.01         0.128073        0.997846        47.6694         1.56222         
W248    2102.89         2100.83         0.145334        1.00098         47.6292         1.25            
W249    2103.26         2106.01         0.143737        0.998693        49.0995         0.556355        
W250    2103.58         2105.63         0.138315        0.999023        45.586          1.07456         
W251    2103.84         2102.94         0.14132         1.00043         48.3498         2.05815         
W252    2104.05         2104.42         0.132843        0.999825        49.7579         0.794043        
W253    2104.21         2101.9          0.14294         1.0011          48.3761         1.22444         
W254    2104.31         2102.09         0.145706        1.00106         46.3738         1.59402         
W255    2104.36         2102.31         0.144682        1.00098         47.359          1.12727         
W256    2104.36         2108.93         0.137584        0.997835        45.991          0.940837        
W257    2104.31         2102.83         0.145579        1.00071         48.5434         0.802989        
W258    2104.21         2103.37         0.152099        1.0004          45.6042         0.637058        
W259    2104.05         2097.13         0.156142        1.0033          54.4499         0.623652        
W260    2103.84         2107.41         0.14032         0.998304        49.9081         2.14071         
W261    2103.58         2104.36         0.142476        0.999627        45.7663         0.404601        
W262    2103.26         2104.39         0.136899        0.999462        46.7411         0.903615        
W263    2102.89         2099.85         0.137167        1.00145         54.2589         0.703378        
W264    2102.47         2104.62         0.13493         0.99898         46.2311         0.443947        
W265    2102            2096.78         0.144571        1.00249         39.3624         0.749449        
W266    2101.48         2108.4          0.134487        0.996716        39.9289         2.06664         
W267    2100.9          2091.59         0.174577        1.00445         43.7908         0.761125        
W268    2100.28         2094.9          0.165971        1.00257         37.1175         1.52266         
W269    2099.6          2100.49         0.136106        0.999573        40.5478         0.245242        
W270    2098.87         2098.79         0.130891        1.00004         42.1845         1.37079         
W271    2098.09         2095.85         0.143391        1.00107         47.386          0.802394        
W272    2097.25         2097.42         0.142798        0.999918        71.8321         0.757177        
W273    2097.72         2085.86         0.142933        1.00569         76.6459         0.318758        
W274    2098.55         2094.2          0.141338        1.00208         46.4074         1.78651         
W275    2099.33         2100.6          0.133741        0.999396        45.7809         0.797672        
W276    2100.07         2095.51         0.14761         1.00217         43.0401         1.07874         
W277    2100.75         2100.62         0.138792        1.00006         44.1048         0.777924        
W278    2101.37         2102.92         0.132436        0.999264        47.0923         1.03828         
W279    2101.95         2099.82         0.138562        1.00102         49.706          0.726371        
W280    2102.47         2101.72         0.142102        1.00036         42.2644         1.63795         
W281    2102.95         2099.49         0.149062        1.00165         46.7685         1.46227         
W282    2103.37         2101.83         0.151338        1.00073         45.3663         3.64394         
W283    2103.73         2098.13         0.15931         1.00267         44.9987         0.232637        
W284    2104.05         2104.56         0.150066        0.999757        42.4251         1.28234         
W285    2104.31         2098.32         0.159258        1.00286         44.229          1.65735         
W286    2104.52         2107.58         0.130902        0.998551        45.4449         1.931           
W287    2104.68         2106.16         0.13472         0.999296        43.6294         1.07413         
W288    2104.78         2101.56         0.143225        1.00154         49.9601         1.50659         
W289    2104.84         2108.84         0.137274        0.998102        46.4414         1.11064         
W290    2104.84         2096.52         0.157563        1.00396         47.9832         0.757537        
W291    2104.78         2112.51         0.129761        0.996345        57.3265         1.59613         
W292    2104.68         2098.94         0.156986        1.00274         46.8512         3.8319          
W293    2104.52         2112.3          0.134949        0.996316        51.0762         1.64838         
W294    2104.31         2103.38         0.146868        1.00044         59.7945         3.00707         
W295    2104.05         2103.58         0.144232        1.00022         50.9264         0.243858        
W296    2103.73         2102.54         0.142567        1.00057         44.8827         0.812692        
W297    2103.37         2110.03         0.123314        0.996842        45.602          0.829973        
W298    2102.95         2099.76         0.134048        1.00152         44.1501         0.78931         
W299    2102.47         2112.39         0.125234        0.995306        42.1789         0.652146        
W300    2101.95         2094.28         0.152292        1.00366         42.291          1.32285         
W301    2101.37         2109.86         0.131975        0.995977        37.981          0.465937        
W302    2100.75         2097.12         0.144258        1.00173         42.6665         1.6421          
W303    2100.07         2099.56         0.137643        1.00024         42.6283         1.51543         
W304    2099.33         2103.19         0.135155        0.998166        43.6413         1.13084         
W305    2098.55         2104.03         0.148605        0.997396        33.0136         1.14811         
W306    2097.72         2102.04         0.143276        0.997944        41.9841         0.386299        
W307    2098.14         2107.42         0.137149        0.995593        44.5639         1.39039         
W308    2098.97         2098.35         0.124235        1.00029         48.0542         2.00714         
W309    2099.75         2097.21         0.130617        1.00121         39.3341         0.675383        
W310    2100.48         2104.15         0.126539        0.998257        38.9589         0.625453        
W311    2101.16         2101.17         0.131873        0.999996        45.063          1.09124         
W312    2101.79         2102.47         0.127842        0.999676        51.7596         1.29831         
W313    2102.37         2101.59         0.132017        1.00037         48.8408         1.59558         
W314    2102.89         2102.96         0.137316        0.999966        49.4176         2.85828         
W315    2103.36         2101.05         0.142634        1.0011          43.5127         2.19124         
W316    2103.78         2107.12         0.130474        0.998416        48.4964         1.44104         
W317    2104.15         2109.5          0.12778         0.997465        45.1711         0.936726        
W318    2104.47         2105.31         0.138845        0.999598        42.4174         1.25218         
W319    2104.73         2100.7          0.150488        1.00192         43.8319         1.01801         
W320    2104.94         2109.56         0.131551        0.997811        45.1795         1.34853         
W321    2105.1          2101.75         0.13815         1.00159         49.4794         1.1755          
W322    2105.2          2113.19         0.12202         0.996224        54.0466         1.69557         
W323    2105.26         2102.64         0.144881        1.00125         47.9318         0.270661        
W324    2105.26         2107.11         0.143691        0.999121        42.4382         1.31179         
W325    2105.2          2108.31         0.135448        0.998529        47.8821         0.712484        
W326    2105.1          2104.6          0.148807        1.00024         44.4315         1.10159         
W327    2104.94         2101.36         0.153057        1.0017          44.8437         0.879205        
W328    2104.73         2107.46         0.136327        0.998704        49.9592         2.874           
W329    2104.47         2105.77         0.138943        0.999381        49.3754         0.44202         
W330    2104.15         2102.21         0.147144        1.00092         47.0675         2.58192         
W331    2103.78         2100.13         0.146736        1.00174         46.5905         0.804797        
W332    2103.36         2106.67         0.135491        0.998431        55.6416         0.907808        
W333    2102.89         2093.84         0.160563        1.00432         48.7035         0.718969        
W334    2102.37         2102.64         0.146988        0.999872        46.5469         0.622278        
W335    2101.79         2102.36         0.131253        0.999727        52.9807         0.665884        
W336    2101.16         2101.64         0.128969        0.999775        38.706          0.691128        
W337    2100.48         2102.99         0.130674        0.998806        40.8102         1.52777         
W338    2099.75         2091.7          0.151134        1.00385         47.4827         0.706049        
W339    2098.97         2104.46         0.130548        0.997391        44.1102         1.5677          
W340    2098.14         2096.95         0.138809        1.00057         70.5491         1.70617         
W341    2098.5          2096.57         0.130366        1.00092         58.7658         1.08171         
W342    2099.33         2099.29         0.133024        1.00002         42.2363         1.11398         
W343    2100.12         2100.81         0.132915        0.99967         41.3058         1.09825         
W344    2100.85         2098.1          0.139846        1.00131         44.8338         0.290383        
W345    2101.53         2098.57         0.142548        1.00141         46.5679         1.42647         
W346    2102.16         2104.09         0.128941        0.999082        56.605          0.91721         
W347    2102.73         2104.11         0.123616        0.999347        47.6415         1.31824         
W348    2103.26         2104.84         0.126066        0.999247        50.6784         1.09567         
W349    2103.73         2106.21         0.130558        0.998824        45.7074         0.12617         
W350    2104.15         2101.58         0.140811        1.00122         45.9656         0.621692        
W351    2104.52         2101.64         0.145341        1.00137         47.1852         2.15959         
W352    2104.84         2103.6          0.139242        1.00059         47.2332         2.34334         
W353    2105.1          2113.44         0.124075        0.996055        43.5686         1.34965         
W354    2105.31         2100.15         0.147202        1.00246         47.2667         1.38338         
W355    2105.47         2105.85         0.143149        0.999817        46.0102         1.29486         
W356    2105.57         2103.39         0.145944        1.00104         49.9463         1.44112         
W357    2105.63         2105.46         0.14791         1.00008         45.2647         1.50479         
W358    2105.63         2103.32         0.149753        1.00109         45.1525         1.03974         
W359    2105.57         2101.79         0.150661        1.0018          48.7091         1.84712         
W360    2105.47         2108.59         0.142092        0.998521        45.0807         2.66791         
W361    2105.31         2103.65         0.146186        1.00079         54.3882         4.07807         
W362    2105.1          2105.17         0.139218        0.999966        49.2768         1.16771         
W363    2104.84         2102.69         0.138733        1.00102         46.6908         1.15634         
W364    2104.52         2105.64         0.13198         0.999468        45.9893         1.56578         
W365    2104.15         2103.93         0.143282        1.00011         57.5105         0.36006         
W366    2103.73         2107.1          0.129473        0.998402        68.8937         2.75496         
W367    2103.26         2109.51         0.126879        0.997035        64.6522         0.943689        
W368    2102.73         2097.23         0.141895        1.00262         51.7137         1.4659          
W369    2102.16         2101.44         0.130881        1.00034         48.2405         1.19482         
W370    2101.53         2105.18         0.123151        0.998266        53.0741         1.0709          
W371    2100.85         2099.43         0.133963        1.00067         52.6972         0.506451        
W372    2100.12         2108.2          0.131457        0.996165        42.4651         1.47648         
W373    2099.33         2099.93         0.130054        0.999717        40.8736         0.589694        
W374    2098.5          2099.59         0.138011        0.999479        87.9297         1.5721          
W375    2098.81         2093.33         0.129426        1.00262         65.7736         1.32933         
W376    2099.65         2101.46         0.128588        0.999139        43.412          0.981325        
W377    2100.43         2098.06         0.137577        1.00113         43.9882         0.776431        
W378    2101.16         2106.56         0.130145        0.997436        44.1739         0.902134        
W379    2101.84         2099.84         0.138578        1.00095         41.3616         0.791018        
W380    2102.47         2102.32         0.13508         1.00007         46.549          0.949974        
W381    2103.05         2102.25         0.131115        1.00038         44.8179         0.348844        
W382    2103.57         2101.11         0.134489        1.00117         48.656          1.64908         
W383    2104.05         2107.69         0.140711        0.998272        48.2645         0.807805        
W384    2104.47         2106.74         0.135265        0.998921        52.8913         2.85533         
W385    2104.83         2102.71         0.149111        1.00101         50.4105         0.304836        
W386    2105.15         2102.72         0.147883        1.00116         51.8825         3.95925         
W387    2105.41         2101.08         0.146874        1.00206         48.6989         1.34535         
W388    2105.62         2108.04         0.134486        0.998854        43.388          2.03121         
W389    2105.78         2104.26         0.142849        1.00072         47.6015         0.602561        
W390    2105.89         2106.84         0.144678        0.999548        49.1776         7.75937         
W391    2105.94         2103.53         0.151289        1.00115         48.5485         0.540788        
W392    2105.94         2110.97         0.134621        0.99762         48.8708         5.8484          
W393    2105.89         2107.14         0.143435        0.999407        51.6477         4.39262         
W394    2105.78         2100.92         0.149052        1.00232         47.5806         3.42669         
W395    2105.62         2109.3          0.135915        0.998257        47.7814         0.616674        
W396    2105.41         2106.85         0.141672        0.99932         46.0629         1.14395         
W397    2105.15         2105.59         0.133778        0.999793        44.5592         1.12005         
W398    2104.83         2110.19         0.121571        0.997461        46.1992         2.21509         
W399    2104.47         2100.19         0.150915        1.00204         48.6605         0.455085        
W400    2104.05         2102.28         0.146979        1.00084         54.5158         1.82997         
W401    2103.57         2102.77         0.133533        1.00038         55.4545         0.97939         
W402    2103.05         2108.83         0.124609        0.997258        46.221          0.780273        
W403    2102.47         2099.1          0.130115        1.00161         43.0586         1.34221         
W404    2101.84         2103.8          0.132467        0.999069        40.8025         1.18785         
W405    2101.16         2097.35         0.143976        1.00182         44.3128         0.559142        
W406    2100.43         2100.45         0.134811        0.999988        47.6405         0.744898        
W407    2099.65         2098.91         0.133695        1.00035         52.4304         0.349627        
W408    2098.81         2108.02         0.137407        0.995632        23.0845         0.785078        
W409    2099.07         2097.78         0.1328          1.00062         78.3538         0.672144        
W410    2099.91         2101.77         0.124314        0.999114        50.5706         1.8137          
