Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W55     2100.13         2102.4          0.129963        0.99892         35.3991         0.991521        
W56     2099.92         2097.72         0.12133         1.00105         43.3431         0.779506        
W57     2099.66         2106.24         0.127394        0.996876        39.6451         0.0406298       
W58     2099.34         2115.03         0.147106        0.992581        37.093          0.382533        
W59     2098.98         2097.36         0.129464        1.00077         36.4622         0.689316        
W60     2098.56         2104.12         0.124362        0.997358        43.8034         5.29051         
W61     2098.09         2097.23         0.137635        1.00041         47.9267         0.539703        
W62     2097.57         2097.63         0.142366        0.99997         38.9576         0.63407         
W63     2097            2091.16         0.142932        1.00279         48.2014         0.972389        
W64     2096.38         2095.38         0.12429         1.00048         41.6513         1.77281         
W65     2095.7          2106.64         0.129098        0.994808        32.8225         1.94634         
W66     2094.98         2115.45         0.129433        0.990324        27.1926         0.235137        
W67     2094.2          2090.48         0.149555        1.00178         40.163          1.5268          
W68     2093.37         2601.66         0.132509        0.804629        150.409         2.95019         
W69     2094.15         2107.53         0.136221        0.993648        14.0795         0.56513         
W70     2094.98         1751.57         0.100646        1.19606         21.5398         0.431281        
W71     2095.75         3002.66         0.110673        0.697966        10.6382         1.0141          
W72     2096.48         1745.4          0.102498        1.20114         14.3422         0.906912        
W73     2097.15         2099.22         0.129563        0.999014        50.3388         3.98185         
W74     2097.78         2085.51         0.132525        1.00588         43.7668         1.12977         
W75     2098.35         2090.44         0.125711        1.00378         41.5796         0.533114        
W76     2098.87         2095.6          0.1267          1.00156         52.5555         0.449885        
W77     2099.34         2100.35         0.147954        0.999519        51.0558         1.1629          
W78     2099.76         2094.77         0.144957        1.00238         46.2096         0.413564        
W79     2100.13         2115.7          0.162097        0.992637        24.4905         0.948713        
W80     2100.44         2098.62         0.158869        1.00086         42.3757         0.935811        
W81     2100.7          2096.3          0.152988        1.0021          51.7138         0.0651477       
W82     2100.91         2098.84         0.149482        1.00098         40.7873         0.88154         
W83     2101.07         2095.79         0.142926        1.00252         43.1833         5.74025         
W84     2101.17         2091.45         0.145988        1.00465         44.0003         1.11831         
W85     2101.22         2098.98         0.135922        1.00107         38.6646         1.78764         
W86     2101.22         2096.16         0.157274        1.00242         40.5218         1.65791         
W87     2101.17         2099.2          0.135748        1.00094         45.4885         0.632433        
W88     2101.07         2098.04         0.141441        1.00144         42.8198         2.67299         
W89     2100.91         2101.02         0.121072        0.999947        45.1969         1.42898         
W90     2100.7          2101.83         0.137823        0.999463        49.2572         2.18966         
W91     2100.44         2100.23         0.143988        1.0001          40.2297         0.563995        
W92     2100.13         2098.98         0.131734        1.00055         34.6368         0.426634        
W93     2099.76         2096.72         0.143117        1.00145         32.9934         3.04468         
W94     2099.34         2099.48         0.148148        0.999936        36.0767         0.65222         
W95     2098.87         2102.77         0.130134        0.998145        43.7405         0.596655        
W96     2098.35         2097.87         0.135013        1.00023         47.0184         0.610632        
W97     2097.78         2095.82         0.140921        1.00094         29.7038         2.06951         
W98     2097.15         2095.13         0.133753        1.00097         60.6531         4.01826         
W99     2096.48         2094.07         0.143275        1.00115         39.7312         1.69447         
W100    2095.75         2094.42         0.139943        1.00064         34.5414         1.61697         
W101    2094.98         2112.12         0.143601        0.991881        24.0187         1.95031         
W102    2094.15         2115.85         0.139573        0.989743        63.3683         0.527529        
W103    2094.87         2161.93         0.122           0.96898         69.57           0.275231        
W104    2095.7          2084.04         0.115645        1.0056          30.4904         2.08754         
W105    2096.48         2096.07         0.120764        1.00019         37.8361         2.29367         
W106    2097.21         2112.86         0.126646        0.992591        42.4164         0.471356        
W107    2097.88         2097.31         0.108629        1.00027         36.0067         0.300474        
W108    2098.51         2099.76         0.112236        0.999401        47.9029         1.02757         
W109    2099.08         2098.2          0.127534        1.00042         46.5684         1.1863          
W110    2099.6          2099.32         0.126088        1.00013         44.0274         0.364961        
W111    2100.07         2098.4          0.134893        1.0008          46.7658         1.29021         
W112    2100.49         2097.66         0.130972        1.00135         38.7079         1.95056         
W113    2100.86         2097.24         0.150749        1.00173         40.3326         2.51297         
W114    2101.17         2095.28         0.130825        1.00281         49.6889         1.03351         
W115    2101.43         2098.46         0.134459        1.00142         44.2382         0.318771        
W116    2101.64         2100.99         0.132646        1.00031         45.5852         0.494445        
W117    2101.8          2100.42         0.143809        1.00066         39.6746         0.903055        
W118    2101.9          2102.14         0.128767        0.999889        45.2806         1.47744         
W119    2101.95         2100.76         0.144282        1.00057         44.8669         2.31364         
W120    2101.95         2102.58         0.130324        0.999702        42.4832         0.529702        
W121    2101.9          2100.3          0.124961        1.00076         43.9951         0.27321         
W122    2101.8          2098.27         0.134779        1.00168         46.6433         2.7123          
W123    2101.64         2098.35         0.136094        1.00157         42.8312         1.77832         
W124    2101.43         2100.44         0.138047        1.00047         42.2053         0.993273        
W125    2101.17         2100.22         0.123495        1.00045         46.3136         3.9349          
W126    2100.86         2103.56         0.134869        0.998716        32.4703         1.78858         
W127    2100.49         2099.46         0.131702        1.00049         41.3589         0.829181        
W128    2100.07         2100.67         0.114652        0.999713        43.7113         0.265823        
W129    2099.6          2098.57         0.138833        1.00049         49.5192         1.03805         
W130    2099.08         2098.86         0.131474        1.0001          48.7614         0.628701        
W131    2098.51         2097.96         0.13445         1.00026         42.0537         3.1536          
W132    2097.88         2096.23         0.13933         1.00079         36.7534         0.443101        
W133    2097.21         2099.16         0.135645        0.99907         40.8133         1.42946         
W134    2096.48         2095.47         0.13605         1.00048         31.2945         2.17162         
W135    2095.7          2096.29         0.137618        0.99972         37.8334         1.99481         
W136    2094.87         2086.09         0.149529        1.00421         67.9214         2.63125         
W137    2095.54         2110.6          0.13572         0.992864        31.7733         0.808308        
W138    2096.37         2094.65         0.129911        1.00082         60.9846         1.43364         
W139    2097.15         2096.63         0.135187        1.00025         39.1098         1.00995         
W140    2097.88         2099.67         0.129112        0.999149        50.5293         2.96132         
W141    2098.56         2097.78         0.126244        1.00037         45.5754         1.55557         
W142    2099.18         2098.91         0.140713        1.00013         43.4056         1.3446          
W143    2099.76         2099.63         0.134703        1.00006         43.8247         0.88951         
W144    2100.28         2099.88         0.131284        1.00019         41.1113         1.25891         
W145    2100.75         2100.73         0.131692        1.00001         39.2531         2.20059         
W146    2101.17         2099.59         0.133128        1.00075         45.306          0.16785         
W147    2101.53         2089.35         0.143075        1.00583         46.0334         2.05496         
W148    2101.85         2098.82         0.136195        1.00144         44.4456         0.878746        
W149    2102.11         2102.78         0.13056         0.999682        44.2847         1.51387         
W150    2102.32         2106.68         0.140577        0.99793         35.7014         2.69448         
W151    2102.48         2098.7          0.147448        1.0018          44.9583         1.05021         
W152    2102.58         2102.79         0.137326        0.9999          45.3296         3.89856         
W153    2102.63         2102.45         0.146513        1.00009         40.3635         2.27877         
W154    2102.63         2105.39         0.140863        0.998689        32.6819         3.33136         
W155    2102.58         2099.8          0.131583        1.00132         43.6554         2.90611         
W156    2102.48         2100.95         0.146427        1.00073         42.6448         0.253722        
W157    2102.32         2101.69         0.146569        1.0003          49.0758         1.81938         
W158    2102.11         2101            0.146103        1.00053         48.649          0.835796        
W159    2101.85         2101.38         0.13477         1.00022         42.2748         3.47009         
W160    2101.53         2101.08         0.137348        1.00021         42.9672         1.17675         
W161    2101.17         2100.83         0.142061        1.00016         41.6634         1.57706         
W162    2100.75         2100.55         0.13707         1.0001          42.9647         0.592264        
W163    2100.28         2100.04         0.129691        1.00011         45.6737         2.33798         
W164    2099.76         2098.45         0.136825        1.00062         37.3714         1.36965         
W165    2099.18         2096.45         0.123657        1.0013          45.1658         0.293107        
W166    2098.56         2098.91         0.135737        0.99983         45.0861         2.35695         
W167    2097.88         2098.6          0.14775         0.999655        45.7858         1.87338         
W168    2097.15         2095.48         0.13376         1.0008          39.9499         2.62085         
W169    2096.37         2099.56         0.122469        0.998482        51.4124         2.13184         
W170    2095.54         2092.86         0.131807        1.00128         41.6227         2.09418         
W171    2096.16         15279.7         0.0783642       0.5             199.999         1.94572         
W172    2096.99         2092.96         0.129992        1.00193         38.7532         0.695272        
W173    2097.78         2094.38         0.132556        1.00162         27.3044         2.07106         
W174    2098.5          2104.96         0.121636        0.996933        29.134          2.5292          
W175    2099.18         2099.32         0.125331        0.999934        50.7272         1.96041         
W176    2099.81         2094.78         0.145342        1.0024          41.5042         1.29195         
W177    2100.38         2095.11         0.138198        1.00252         45.6409         2.72073         
W178    2100.91         2102.21         0.137813        0.999379        45.7956         0.173885        
W179    2101.38         2100.99         0.140546        1.00018         37.4708         1.02792         
W180    2101.8          2101.15         0.137294        1.0003          45.3042         0.394671        
W181    2102.16         2101.82         0.138712        1.00016         47.4085         1.54529         
W182    2102.48         2102.81         0.139881        0.999843        41.4293         2.46039         
W183    2102.74         2101.52         0.14737         1.00058         39.8374         0.255754        
W184    2102.95         2102.44         0.144079        1.00024         42.5087         1.10943         
W185    2103.11         2102.65         0.14478         1.00021         46.8279         0.891286        
W186    2103.21         2104.02         0.125439        0.999613        41.2807         0.547345        
W187    2103.26         2102.23         0.153597        1.00049         46.2663         1.84376         
W188    2103.26         2102.95         0.148819        1.00015         40.8402         2.23141         
W189    2103.21         2101.71         0.14991         1.00071         45.433          0.527428        
W190    2103.11         2103.39         0.130894        0.999866        45.126          0.409606        
W191    2102.95         2102.46         0.137388        1.00023         41.2242         4.18118         
W192    2102.74         2102.6          0.141935        1.00007         44.3714         3.4671          
W193    2102.48         2102.54         0.1336          0.999969        43.6043         0.76138         
W194    2102.16         2101.92         0.134217        1.00011         45.833          2.69371         
W195    2101.8          2101.44         0.140786        1.00017         48.0293         0.817669        
W196    2101.38         2101.96         0.145281        0.999721        41.18           1.70574         
W197    2100.91         2098.79         0.134522        1.00101         43.5184         4.36031         
W198    2100.38         2099.72         0.140667        1.00032         39.4235         1.19558         
W199    2099.81         2101.79         0.133853        0.999059        52.7225         0.391217        
W200    2099.18         2099.51         0.139278        0.999846        33.8183         0.852666        
W201    2098.5          2094.85         0.146281        1.00174         33.2605         0.392853        
W202    2097.78         2092.88         0.137949        1.00234         35.2682         1.73037         
W203    2096.99         2096.88         0.137066        1.00005         53.0789         1.17174         
W204    2096.16         2105.94         0.141871        0.99536         58.2587         3.3821          
W205    2096.73         1689.1          0.0774831       1.24133         3.1754          3.93478e-07     
W206    2097.57         2069.2          0.14123         1.01371         78.3428         2.29242         
W207    2098.35         2104.06         0.135081        0.997287        25.022          0.934014        
W208    2099.08         2095.66         0.136523        1.00163         49.5163         7.08237         
W209    2099.75         2098.61         0.124577        1.00055         43.3539         1.15852         
W210    2100.38         2101.24         0.153342        0.999593        34.7958         1.05495         
W211    2100.96         2100.55         0.138307        1.00019         43.6445         0.344593        
W212    2101.48         2100.79         0.142611        1.00033         43.3623         1.25284         
W213    2101.95         2101.01         0.126858        1.00045         48.9416         0.486211        
W214    2102.37         2102.51         0.136076        0.999934        43.8727         1.57223         
W215    2102.74         2102.29         0.153833        1.00021         46.7489         1.84584         
W216    2103.05         2103.87         0.132968        0.999611        46.3925         1.4137          
W217    2103.31         2103.46         0.129025        0.99993         45.0942         0.461979        
W218    2103.52         2104.32         0.126903        0.999624        47.6459         2.06683         
W219    2103.68         2103.01         0.135457        1.00032         51.1313         1.93283         
W220    2103.79         2103.93         0.125885        0.99993         48.7055         0.74455         
W221    2103.84         2103.98         0.137256        0.999935        42.0553         0.417761        
W222    2103.84         2102.64         0.142684        1.00057         44.9811         1.06178         
W223    2103.79         2104.55         0.144618        0.999636        42.7552         1.36955         
W224    2103.68         2103.91         0.138686        0.999892        42.973          0.873149        
W225    2103.52         2104.46         0.129195        0.999555        50.0664         0.95568         
W226    2103.31         2103.11         0.143842        1.0001          42.9202         1.97913         
W227    2103.05         2102.81         0.150155        1.00012         43.9536         2.39067         
W228    2102.74         2102.11         0.138921        1.0003          46.9674         1.26525         
W229    2102.37         2103.45         0.136772        0.999489        43.4949         0.297807        
W230    2101.95         2100.99         0.15238         1.00046         41.3612         0.157757        
W231    2101.48         2102.51         0.13887         0.999512        42.7303         1.06367         
W232    2100.96         2101.92         0.143533        0.999544        36.6368         0.928929        
W233    2100.38         2098.03         0.146726        1.00112         48.9369         4.33413         
W234    2099.75         2102.2          0.127954        0.998839        48.4862         1.6967          
W235    2099.08         2100.19         0.126327        0.99947         29.7863         2.56769         
W236    2098.35         2097.92         0.117863        1.0002          49.3543         1.17585         
W237    2097.57         2103.59         0.126966        0.997138        46.662          1.76227         
W238    2096.73         2080.79         0.158623        1.00766         90.6295         2.04461         
W239    2097.25         3249.39         0.122435        0.64543         3.63286         3.73897e-06     
W240    2098.09         2099.67         0.119684        0.999246        45.9533         3.32163         
W241    2098.87         2094.09         0.137664        1.00228         40.4016         1.85123         
W242    2099.6          2100.11         0.137739        0.999754        39.9933         0.781094        
W243    2100.28         2093            0.138208        1.00347         46.1886         2.18515         
W244    2100.9          2101.5          0.12885         0.999718        42.7755         1.01452         
W245    2101.48         2097.04         0.126862        1.00211         48.1041         2.42152         
W246    2102            2101.38         0.137637        1.0003          42.8452         2.43555         
W247    2102.47         2102.31         0.127723        1.00008         48.0128         5.24577         
W248    2102.89         2102.74         0.145247        1.00007         45.1802         1.56626         
W249    2103.26         2103.93         0.143452        0.999682        45.9667         0.178458        
W250    2103.58         2103.18         0.138118        1.00019         44.8677         0.718801        
W251    2103.84         2103.59         0.141384        1.00012         48.4072         4.83786         
W252    2104.05         2104.03         0.132807        1.00001         47.8837         1.64029         
W253    2104.21         2104.13         0.14308         1.00004         47.3905         0.125267        
W254    2104.31         2104.28         0.145802        1.00001         44.661          3.78089         
W255    2104.36         2103.59         0.144896        1.00037         46.3601         1.6736          
W256    2104.36         2104.59         0.137188        0.999891        45.741          1.36607         
W257    2104.31         2103.81         0.145622        1.00024         46.1758         1.0446          
W258    2104.21         2104.24         0.152067        0.999982        44.0019         1.15572         
W259    2104.05         2103.29         0.156632        1.00036         50.8125         1.52915         
W260    2103.84         2104.3          0.139921        0.99978         45.5366         1.47392         
W261    2103.58         2103.98         0.142314        0.999809        44.4837         0.999109        
W262    2103.26         2103.08         0.136822        1.00009         46.4534         1.82809         
W263    2102.89         2099.54         0.137326        1.0016          51.1989         2.70596         
W264    2102.47         2103.79         0.134558        0.999373        44.5071         2.19774         
W265    2102            2100.55         0.145131        1.00069         38.1211         1.49341         
W266    2101.48         2103.57         0.133764        0.999007        39.5021         6.31437         
W267    2100.9          2097.22         0.175703        1.00175         41.3925         0.0968993       
W268    2100.28         2101.96         0.166697        0.999201        32.8523         0.689533        
W269    2099.6          2099.21         0.136048        1.00018         38.7921         0.392927        
W270    2098.87         2098.67         0.130958        1.0001          34.9058         0.807315        
W271    2098.09         2096.01         0.143684        1.00099         46.2111         1.97282         
W272    2097.25         2101.65         0.142948        0.997909        59.7776         2.59717         
W273    2097.72         2161.97         0.148164        0.97028         40.5667         3.62508         
W274    2098.55         2114.13         0.142815        0.992633        52.6846         6.46485         
W275    2099.33         2118.66         0.133625        0.990878        34.9314         1.47537         
W276    2100.07         2103.13         0.147996        0.998544        39.4984         0.923733        
W277    2100.75         2100.03         0.138837        1.00034         41.8872         1.79852         
W278    2101.37         2101.89         0.132215        0.999754        48.6514         0.488083        
W279    2101.95         2100.29         0.138483        1.00079         51.0547         0.405665        
W280    2102.47         2099.74         0.141975        1.0013          41.7515         2.18815         
W281    2102.95         2102.23         0.149209        1.00034         44.4027         3.5921          
W282    2103.37         2103.08         0.151431        1.00014         49.3366         1.48199         
W283    2103.73         2102.9          0.15987         1.00039         43.6718         1.25557         
W284    2104.05         2104.33         0.149972        0.999867        41.1179         1.25564         
W285    2104.31         2103.65         0.159823        1.00031         43.084          0.676453        
W286    2104.52         2104.78         0.130656        0.999877        44.6369         2.71494         
W287    2104.68         2105.06         0.13455         0.99982         43.0423         1.56794         
W288    2104.78         2104.46         0.143524        1.00016         47.9245         0.712584        
W289    2104.84         2105.76         0.136885        0.999563        45.409          0.178191        
W290    2104.84         2103.79         0.158375        1.0005          46.3229         0.554625        
W291    2104.78         2104.76         0.129209        1.00001         59.2942         2.7715          
W292    2104.68         2104.3          0.157421        1.00018         43.8341         8.84857         
W293    2104.52         2105.32         0.134267        0.999622        49.7747         2.02422         
W294    2104.31         2102.98         0.147104        1.00064         56.0088         2.71471         
W295    2104.05         2103.77         0.144292        1.00013         50.3722         0.665543        
W296    2103.73         2103.37         0.142659        1.00017         46.0853         0.952805        
W297    2103.37         2104.28         0.122748        0.999565        45.7042         0.73399         
W298    2102.95         2101.94         0.134362        1.00048         43.7281         2.2756          
W299    2102.47         2103.18         0.124416        0.999663        44.068          0.789386        
W300    2101.95         2101.1          0.152955        1.0004          45.973          0.901167        
W301    2101.37         2098.62         0.131188        1.00131         42.2252         1.42059         
W302    2100.75         2104.19         0.144071        0.998363        33.9032         0.853193        
W303    2100.07         2099.24         0.137543        1.00039         44.1058         3.69143         
W304    2099.33         2100.48         0.134811        0.999457        41.6072         1.33047         
W305    2098.55         2101.79         0.148035        0.998458        30.7786         1.80832         
W306    2097.72         2087.13         0.142202        1.00507         50.3317         1.50758         
W307    2098.14         2108.46         0.136211        0.995103        33.2782         3.93932         
W308    2098.97         2101.25         0.124025        0.998916        54.7042         2.76206         
W309    2099.75         2102.05         0.130638        0.998908        34.7752         0.454632        
W310    2100.48         2101.36         0.126205        0.999583        40.0976         1.09697         
W311    2101.16         2102.5          0.131749        0.999364        45.3073         0.902961        
W312    2101.79         2102            0.1277          0.999903        46.7462         2.07041         
W313    2102.37         2102.56         0.132002        0.999909        48.952          2.09213         
W314    2102.89         2101.7          0.137148        1.00057         48.5821         0.709957        
W315    2103.36         2099.77         0.142449        1.00171         44.1995         3.75216         
W316    2103.78         2104.97         0.130079        0.999439        45.7798         1.50034         
W317    2104.15         2104.25         0.127301        0.999952        45.4336         1.12353         
W318    2104.47         2104.43         0.138762        1.00002         41.3104         3.55989         
W319    2104.73         2104.35         0.15079         1.00018         42.5838         1.54331         
W320    2104.94         2105.62         0.131126        0.99968         44.6365         1.71776         
W321    2105.1          2104.37         0.138422        1.00035         47.202          3.57065         
W322    2105.2          2105.86         0.121448        0.99969         53.5861         2.13146         
W323    2105.26         2104.72         0.145112        1.00026         47.2637         0.468345        
W324    2105.26         2106.32         0.143422        0.999495        41.0695         0.322349        
W325    2105.2          2105.29         0.135168        0.999961        48.41           1.90304         
W326    2105.1          2105.03         0.148823        1.00003         43.7794         1.61324         
W327    2104.94         2104.7          0.153443        1.00012         44.9028         1.20337         
W328    2104.73         2105.82         0.135981        0.999482        46.6683         0.537297        
W329    2104.47         2104.32         0.138809        1.00007         49.0397         1.12768         
W330    2104.15         2103.94         0.147279        1.0001          44.9533         4.02339         
W331    2103.78         2103.11         0.14712         1.00032         46.7693         3.11254         
W332    2103.36         2104.07         0.135185        0.999663        57.9737         1.31383         
W333    2102.89         2102.91         0.161592        0.999992        47.0596         3.78183         
W334    2102.37         2103.02         0.146784        0.99969         44.07           0.859426        
W335    2101.79         2103.95         0.131142        0.998976        48.5216         0.643976        
W336    2101.16         2100.24         0.128844        1.00044         34.2978         0.287067        
W337    2100.48         2101.05         0.130461        0.999731        42.9617         0.745056        
W338    2099.75         2097.32         0.15199         1.00116         44.6128         0.588308        
W339    2098.97         2116.22         0.129958        0.991849        29.8542         3.7816          
W340    2098.14         2093.05         0.138599        1.00243         79.175          0.935244        
W341    2098.5          2098.48         0.130694        1.00001         54.7104         1.81758         
W342    2099.33         2087.96         0.132151        1.00545         43.2105         3.10773         
W343    2100.12         2098.9          0.132786        1.00058         39.9261         0.0948043       
W344    2100.85         2100.82         0.140168        1.00002         44.8882         1.15423         
W345    2101.53         2101.33         0.14273         1.0001          46.9835         1.05018         
W346    2102.16         2102.17         0.128677        0.999992        53.039          0.900263        
W347    2102.73         2102.26         0.123351        1.00023         46.0093         1.21871         
W348    2103.26         2102.89         0.125963        1.00017         47.389          2.40207         
W349    2103.73         2103.33         0.130321        1.00019         45.7304         0.414102        
W350    2104.15         2103.36         0.14104         1.00038         45.5862         1.92661         
W351    2104.52         2103.89         0.145583        1.0003          47.3126         7.08877         
W352    2104.84         2106.6          0.139117        0.999163        43.7226         1.4874          
W353    2105.1          2106.31         0.123375        0.999425        43.36           4.28834         
W354    2105.31         2104.52         0.147689        1.00038         45.7125         1.96864         
W355    2105.47         2105.8          0.143061        0.99984         45.7971         0.293072        
W356    2105.57         2105.27         0.146121        1.00015         48.5628         0.962046        
W357    2105.63         2105.68         0.147905        0.999975        44.8939         3.00901         
W358    2105.63         2105.3          0.149941        1.00016         44.55           1.58744         
W359    2105.57         2105.23         0.150948        1.00016         47.3733         0.592987        
W360    2105.47         2106.29         0.141706        0.999611        44.5312         0.577317        
W361    2105.31         2104.81         0.146386        1.00024         51.9337         3.13612         
W362    2105.1          2104.92         0.139213        1.00008         48.5072         0.20096         
W363    2104.84         2104.31         0.138929        1.00025         46.6068         3.27273         
W364    2104.52         2105.69         0.131767        0.999445        44.1488         0.227246        
W365    2104.15         2103.76         0.143332        1.00019         56.7165         0.483679        
W366    2103.73         2104.12         0.129622        0.999813        69.3203         3.05214         
W367    2103.26         2104.39         0.126261        0.999463        61.7978         0.696468        
W368    2102.73         2101.9          0.141953        1.0004          44.0844         3.64046         
W369    2102.16         2101.88         0.130637        1.00013         41.6284         1.04031         
W370    2101.53         2103.17         0.122783        0.999219        49.5051         4.55157         
W371    2100.85         2102.66         0.133735        0.999141        44.4137         0.707926        
W372    2100.12         2103.49         0.13066         0.998395        41.2336         0.405311        
W373    2099.33         2098.21         0.130198        1.00053         38.3237         0.765865        
W374    2098.5          2160.78         0.13758         0.971175        90.0777         3.8766          
W375    2098.81         2110.03         0.128132        0.994684        32.2131         2.44256         
W376    2099.65         2099.23         0.128126        1.0002          34.3802         3.70736         
W377    2100.43         2098.42         0.137914        1.00096         41.4243         0.998335        
W378    2101.16         2100.98         0.129644        1.00009         42.181          0.423139        
W379    2101.84         2100.95         0.138711        1.00043         41.562          0.108527        
W380    2102.47         2102.04         0.135072        1.00021         46.3503         2.54997         
W381    2103.05         2102.58         0.131126        1.00022         43.9573         0.755524        
W382    2103.57         2102.93         0.134686        1.0003          45.5538         3.22371         
W383    2104.05         2103.57         0.140358        1.00022         49.7579         0.0807744       
W384    2104.47         2104.85         0.134911        0.999816        48.8189         2.30353         
W385    2104.83         2104.31         0.149313        1.00025         50.4263         0.246711        
W386    2105.15         2106.05         0.147933        0.999571        46.2916         0.876826        
W387    2105.41         2104.63         0.147259        1.00037         47.1566         3.33411         
W388    2105.62         2106            0.134262        0.999823        42.9217         2.96545         
W389    2105.78         2105.3          0.142981        1.00023         47.658          0.383916        
W390    2105.89         2106.69         0.144471        0.999617        47.0812         6.82361         
W391    2105.94         2105.33         0.151529        1.00029         48.5837         1.12568         
W392    2105.94         2106.66         0.134155        0.999659        47.7638         1.0848          
W393    2105.89         2105.92         0.143311        0.999987        50.6215         3.88373         
W394    2105.78         2105            0.149489        1.00037         45.5979         1.13806         
W395    2105.62         2106.29         0.135574        0.999686        47.1368         2.49232         
W396    2105.41         2105.55         0.141519        0.999934        45.5929         2.81773         
W397    2105.15         2104.95         0.133734        1.0001          44.2668         1.5307          
W398    2104.83         2105.38         0.121149        0.999739        46.4394         2.16487         
W399    2104.47         2104.33         0.151248        1.00007         47.8905         0.798036        
W400    2104.05         2103.6          0.147217        1.00021         51.9796         0.650889        
W401    2103.57         2102.93         0.133641        1.00031         53.186          0.529969        
W402    2103.05         2104.26         0.124128        0.999425        47.6929         3.2608          
W403    2102.47         2101.18         0.130086        1.00061         39.4921         2.11056         
W404    2101.84         2101.41         0.132079        1.00021         36.4007         2.7804          
W405    2101.16         2099.73         0.144164        1.00068         39.7171         1.26453         
W406    2100.43         2094.04         0.13436         1.00305         47.4584         0.169728        
W407    2099.65         2099.03         0.13387         1.0003          48.9604         1.08            
W408    2098.81         2089.94         0.136936        1.00424         36.9183         0.0208958       
W409    2099.07         2057.05         0.130291        1.02043         69.0035         0.831465        
W410    2099.91         2095.41         0.124138        1.00214         43.4399         0.998582        
