Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W411    2100.69         2096.58         0.132321        1.00196         44.9476         2.14672         
W412    2101.42         2098.19         0.133404        1.00154         41.1712         0.76831         
W413    2102.1          2108.22         0.132745        0.997097        43.0202         0.804707        
W414    2102.73         2102.61         0.133601        1.00006         46.5857         0.922739        
W415    2103.31         2107.53         0.132424        0.997997        42.624          0.516026        
W416    2103.84         2153.21         0.12692         0.977069        45.9039         1.06723         
W417    2104.31         1964.69         0.172487        1.07106         56.7026         2.72666         
W418    2104.73         2137.93         0.132662        0.98447         54.2711         1.28456         
W419    2105.1          2122.61         0.137278        0.99175         48.3311         0.37647         
W420    2105.41         2137.36         0.135742        0.985055        47.7909         1.68414         
W421    2105.68         2114.1          0.139979        0.996015        45.4499         5.03429         
W422    2105.89         2127.05         0.137266        0.990052        45.2361         4.4718          
W423    2106.05         2132.51         0.14087         0.987591        44.6656         4.57359         
W424    2106.15         2107.18         0.152119        0.999514        50.0205         2.24435         
W425    2106.2          2107.72         0.159784        0.999282        44.9164         10.8475         
W426    2106.2          2111.14         0.158677        0.997663        47.7811         10.6104         
W427    2106.15         2106.32         0.154885        0.999922        58.4213         3.18057         
W428    2106.05         2151.89         0.143028        0.978696        57.974          22.7422         
W429    2105.89         2116.94         0.14731         0.994778        47.5008         2.08694         
W430    2105.68         2041.28         0.159152        1.03155         49.6054         6.52796         
W431    2105.41         2109.34         0.140898        0.998138        47.4299         0.284838        
W432    2105.1          2131.84         0.132798        0.987455        49.1184         0.919384        
W433    2104.73         2100.69         0.144623        1.00192         48.8371         0.504248        
W434    2104.31         2099.71         0.146996        1.00219         49.4892         1.39963         
W435    2103.84         2125.4          0.137337        0.989853        47.8947         1.46002         
W436    2103.31         2068.52         0.142852        1.01682         53.555          0.452576        
W437    2102.73         2106.28         0.135821        0.998316        41.9724         1.47107         
W438    2102.1          2067.13         0.141268        1.01692         50.8487         1.37353         
W439    2101.42         2111.5          0.1337          0.995227        44.5054         0.638466        
W440    2100.69         2113.54         0.132146        0.993919        45.7021         1.25973         
W441    2099.91         2119.01         0.135216        0.990984        43.2858         2.09568         
W442    2099.07         2053.34         0.147841        1.02227         39.915          1.21097         
W443    2099.28         2116.26         0.134918        0.991975        30.9968         0.244536        
W444    2100.12         2135.08         0.126694        0.983621        36.0358         1.53183         
W445    2100.9          2078.31         0.134221        1.01087         48.7417         0.646759        
W446    2101.63         2136.88         0.126607        0.983505        48.506          0.627178        
W447    2102.31         2108.65         0.133502        0.996993        46.0283         0.411652        
W448    2102.94         2110.74         0.134395        0.996304        45.8863         0.802567        
W449    2103.52         2125.52         0.133336        0.98965         43.5984         1.11784         
W450    2104.05         2112.79         0.138703        0.99586         47.569          1.77174         
W451    2104.52         2098.2          0.144421        1.00301         48.4494         0.270389        
W452    2104.94         2130.45         0.135922        0.988024        52.2551         1.77871         
W453    2105.31         2068.71         0.147661        1.01769         53.6157         1.19299         
W454    2105.62         2081.75         0.145288        1.01147         52.0924         1.40198         
W455    2105.89         2071.42         0.148874        1.01664         49.6961         6.32045         
W456    2106.1          2109.36         0.144348        0.998454        49.4308         5.29084         
W457    2106.26         2116.69         0.147549        0.995072        49.2658         5.80343         
W458    2106.36         2164.8          0.150339        0.973006        46.3931         44.9993         
W459    2106.41         2050.29         0.184774        1.02737         52.8449         55.2283         
W460    2106.41         2122.21         0.169032        0.992555        50.1961         31.0576         
W461    2106.36         2117.78         0.160249        0.99461         61.2789         28.2309         
W462    2106.26         2059.3          0.164611        1.0228          60.3749         23.1193         
W463    2106.1          2082.26         0.157129        1.01145         46.7426         3.64648         
W464    2105.89         2134.23         0.143364        0.986721        44.6654         3.47702         
W465    2105.62         2118.81         0.142386        0.993777        45.7116         4.30498         
W466    2105.31         2151.12         0.13487         0.978701        47.0754         6.39428         
W467    2104.94         2099.07         0.148447        1.0028          49.141          0.956868        
W468    2104.52         2044.37         0.160899        1.02942         53.283          2.27072         
W469    2104.05         2111.33         0.142671        0.996548        50.6859         1.43569         
W470    2103.52         2114.97         0.136789        0.994587        47.6045         0.39025         
W471    2102.94         2105.66         0.1353          0.998709        44.7453         3.59786         
W472    2102.31         2113.96         0.132187        0.994491        44.4867         1.10816         
W473    2101.63         2126            0.129408        0.988539        46.8636         0.914285        
W474    2100.9          2109.62         0.133469        0.995864        44.4032         0.534636        
W475    2100.12         2060.82         0.144216        1.01907         56.6409         0.959347        
W476    2099.28         2095.71         0.139774        1.0017          62.7104         1.0162          
W477    2099.44         2023.26         0.180994        1.03765         119.745         1.30994         
W478    2100.27         2120.56         0.134469        0.990435        40.731          0.470471        
W479    2101.06         2139.33         0.127727        0.982109        45.5305         0.777381        
W480    2101.79         2113.12         0.132899        0.994639        47.9168         1.27912         
W481    2102.47         2073.83         0.143496        1.01381         49.6013         2.49542         
W482    2103.1          2122.11         0.139318        0.991042        42.4163         2.33177         
W483    2103.68         2080.19         0.148883        1.01129         49.0468         0.623488        
W484    2104.2          2091.74         0.148225        1.00596         45.7407         0.412054        
W485    2104.68         2119.68         0.14327         0.992921        45.6715         1.31382         
W486    2105.1          2152.86         0.132677        0.977814        50.2816         1.59743         
W487    2105.47         2096.89         0.1405          1.00409         52.917          1.13728         
W488    2105.78         2206.55         0.122017        0.954333        44.8857         5.72589         
W489    2106.05         2155.08         0.136408        0.977246        48.0714         6.42803         
W490    2106.26         2144.4          0.143872        0.98221         51.3893         11.0661         
W491    2106.41         2180.32         0.153481        0.966104        48.1673         62.5708         
W492    2106.52         2028.66         0.192812        1.03838         71.9893         85.5179         
W493    2106.57         2110            0.183546        0.998378        51.8236         209.768         
W494    2106.57         2096.69         0.18457         1.00471         55.4877         108.666         
W495    2106.52         2135.78         0.16613         0.986301        55.6839         46.5913         
W496    2106.41         2176.07         0.142597        0.96799         56.8074         44.2149         
W497    2106.26         2102.16         0.1527          1.00195         52.1907         13.1408         
W498    2106.05         2162.28         0.140796        0.973994        42.654          16.6237         
W499    2105.78         2073.45         0.158231        1.01559         48.7146         0.66526         
W500    2105.47         2097.39         0.149274        1.00385         50.3927         1.73476         
W501    2105.1          2101.14         0.147647        1.00188         47.8741         1.62375         
W502    2104.68         2103.34         0.148583        1.00064         44.7176         1.57844         
W503    2104.2          2115.72         0.141355        0.994555        47.8727         1.578           
W504    2103.68         2111.04         0.137048        0.996512        46.8666         0.830171        
W505    2103.1          2097.81         0.136898        1.00252         45.0556         1.64972         
W506    2102.47         2119.95         0.131787        0.991754        44.2653         1.70626         
W507    2101.79         2070.64         0.137732        1.01504         50.9895         1.36526         
W508    2101.06         2099.44         0.133309        1.00077         48.0469         0.792363        
W509    2100.27         2135.35         0.128838        0.983574        49.0004         0.792094        
W510    2099.44         2122.2          0.134972        0.989275        34.7407         1.99435         
W511    2099.54         2160.24         0.140301        0.9719          79.1429         0.363945        
W512    2100.38         2055.95         0.151068        1.02161         53.8035         0.933524        
W513    2101.16         2113.2          0.135724        0.9943          43.5427         0.86967         
W514    2101.89         2096.37         0.13812         1.00264         45.1307         0.508212        
W515    2102.57         2093.18         0.14254         1.00449         42.0438         0.771486        
W516    2103.2          2077.88         0.150571        1.01219         52.1263         0.273132        
W517    2103.78         2110.6          0.148527        0.996769        47.4404         1.11925         
W518    2104.31         2109.71         0.151312        0.997439        47.7719         0.734085        
W519    2104.78         2077.51         0.156723        1.01312         46.7137         1.8947          
W520    2105.2          2066.29         0.152343        1.01883         52.3687         0.50461         
W521    2105.57         2134.35         0.137903        0.986514        47.2952         1.70641         
W522    2105.89         2030.98         0.164699        1.03688         51.7264         6.39772         
W523    2106.15         2081.87         0.159695        1.01166         50.858          19.0148         
W524    2106.36         2127.42         0.161809        0.990102        46.6201         17.2703         
W525    2106.52         2025.67         0.194026        1.03991         56.316          130.507         
W526            2106.63         2200.47         0.957355        88.53           10.733          
W527            2106.68         2071.97         1.01675         95.0976         0.0779363       
W528            2106.68         2006.86         1.04974         129.216         3.73338         
W529    2106.63         2141.56         0.181498        0.983686        77.2042         5.00589         
W530    2106.52         2184.2          0.147596        0.964435        47.6992         90.3447         
W531    2106.36         2109.28         0.157888        0.998615        53.905          10.2707         
W532    2106.15         2113.34         0.157815        0.9966          46.5257         6.34565         
W533    2105.89         2074.62         0.163341        1.01507         49.5223         7.11032         
W534    2105.57         2157.38         0.141189        0.975985        48.1668         4.64075         
W535    2105.2          2130.54         0.14009         0.988105        51.0542         0.72665         
W536    2104.78         2084.84         0.14995         1.00956         51.265          5.15822         
W537    2104.31         2091.93         0.146207        1.00592         47.009          0.939998        
W538    2103.78         2111.92         0.138281        0.996145        45.6278         1.51329         
W539    2103.2          2101.22         0.137365        1.00094         47.4377         0.968886        
W540    2102.57         2089.8          0.137628        1.00611         50.1756         0.972819        
W541    2101.89         2163.07         0.124701        0.971719        45.984          1.24352         
W542    2101.16         2121.41         0.128104        0.990456        45.5564         0.806018        
W543    2100.38         2110.43         0.136164        0.995236        51.7149         1.356           
W544    2099.54         2085.23         0.141658        1.00686         39.4022         0.549875        
W545    2099.59         2106.17         0.142926        0.996879        91.3322         2.14597         
W546    2100.43         2092.77         0.143572        1.00366         46.4897         0.606238        
W547    2101.21         2104.01         0.138288        0.998668        41.1775         0.574212        
W548    2101.95         2102.24         0.136888        0.999862        39.8784         0.802094        
W549    2102.63         2144.03         0.132202        0.980689        48.0568         0.654559        
W550    2103.26         2107.44         0.145596        0.998017        47.5231         1.64094         
W551    2103.83         2074.34         0.156942        1.01422         46.9098         1.17982         
W552    2104.36         2074.48         0.159961        1.0144          45.1624         0.840566        
W553    2104.83         2086.42         0.158404        1.00882         46.9949         1.31964         
W554    2105.25         2133.11         0.143523        0.986944        48.719          1.2984          
W555    2105.62         2196.31         0.12778         0.95871         46.807          4.55483         
W556    2105.94         2129.48         0.152174        0.988947        46.0552         4.96243         
W557    2106.2          2141.94         0.153949        0.983316        43.8571         18.4214         
W558    2106.41         2119.12         0.164688        0.994002        46.2236         28.0781         
W559    2106.57         2124.47         0.175666        0.991575        49.4596         104.812         
W560    2106.68         2087.59         0.190381        1.00914         89.7157         1.06463         
W563    2106.68         2119.37         0.171266        0.994011        72.3506         0.807674        
W564    2106.57         2107.6          0.169079        0.999513        50.8868         151.674         
W565    2106.41         2085.3          0.170438        1.01013         48.5554         17.5542         
W566    2106.2          2063.33         0.173745        1.02078         49.3981         4.45016         
W567    2105.94         2109.94         0.159716        0.998103        45.7582         7.02807         
W568    2105.62         2050.45         0.162773        1.02691         57.3301         3.47121         
W569    2105.25         2156            0.135973        0.976462        50.6675         0.959824        
W570    2104.83         2088.89         0.149168        1.00763         52.4837         1.95828         
W571    2104.36         2139.71         0.140248        0.983479        44.2079         1.57889         
W572    2103.83         2112.17         0.140728        0.996052        48.9546         3.03448         
W573    2103.26         2135.9          0.134157        0.984716        41.2431         1.36729         
W574    2102.63         2093.05         0.140214        1.00457         49.9801         2.56427         
W575    2101.95         2066.43         0.141945        1.01719         49.6523         0.454669        
W576    2101.21         2141.49         0.128168        0.981193        42.7106         0.337841        
W577    2100.43         2038.77         0.151674        1.03024         40.7647         1.48682         
W578    2099.59         2144.88         0.136787        0.978887        52.8867         0.834801        
W579    2099.59         2115.17         0.137408        0.992633        48.8264         0.720675        
W580    2100.43         2087.02         0.141692        1.00642         49.2865         0.592653        
W581    2101.21         2104.13         0.137113        0.998613        45.7766         0.646141        
W582    2101.95         2104.03         0.135176        0.999011        49.9587         2.24857         
W583    2102.63         2127.8          0.134007        0.98817         47.9116         1.88559         
W584    2103.26         2090.17         0.146609        1.00626         48.0783         0.738767        
W585    2103.83         2119.4          0.144305        0.992653        47.7532         0.745233        
W586    2104.36         2126.58         0.146446        0.989549        44.884          0.143344        
W587    2104.83         2058.66         0.160373        1.02243         56.867          2.58814         
W588    2105.25         2109.64         0.151217        0.997921        48.629          3.20046         
W589    2105.62         2037.57         0.177638        1.0334          48.6056         0.814325        
W590    2105.94         2028.49         0.186189        1.03818         48.3248         3.40851         
W591    2106.2          2084.67         0.170411        1.01033         49.3187         3.02247         
W592    2106.41         2156.15         0.158074        0.976932        45.1587         46.85           
W593    2106.57         2065.06         0.191432        1.0201          58.8995         70.8938         
W594            2106.68         2128.98         0.989525        70              4.59767         
W597            2106.68         2042.47         1.03144         98.1927         0.27243         
W598    2106.57         2100.88         0.176433        1.00271         51.6602         104.597         
W599    2106.41         2134.98         0.162877        0.986622        47.9039         26.4301         
W600    2106.2          2126.32         0.158984        0.99054         46.8085         4.31732         
W601    2105.94         2127.36         0.153704        0.98993         46.526          5.6171          
W602    2105.62         2155.66         0.143405        0.976786        48.9915         3.25727         
W603    2105.25         2136.11         0.141995        0.985555        51.0303         1.02095         
W604    2104.83         2110.12         0.15067         0.997493        46.2731         2.35017         
W605    2104.36         2066.8          0.16112         1.01817         52.2941         1.00949         
W606    2103.83         2096.32         0.15223         1.00359         46.6978         2.49597         
W607    2103.26         2104.32         0.144011        0.999496        45.5751         0.731299        
W608    2102.63         2097.63         0.141661        1.00238         51.3304         1.82616         
W609    2101.95         2114.33         0.13605         0.994141        51.3514         1.55915         
W610    2101.21         2119.17         0.134042        0.991527        46.4608         1.80347         
W611    2100.43         2108.95         0.140937        0.995958        41.6668         2.9284          
W612    2099.59         2094.49         0.142705        1.00244         44.6393         1.02684         
W613    2099.54         2112.82         0.137412        0.993715        54.8569         0.671023        
W614    2100.38         2113.5          0.137123        0.993792        59.6206         0.579312        
W615    2101.16         2145.54         0.1294          0.979317        49.8534         1.58895         
W616    2101.89         2097.5          0.136087        1.00209         47.2268         0.551346        
W617    2102.57         2119.26         0.134364        0.992126        43.5374         1.86308         
W618    2103.2          2054.9          0.150893        1.02351         45.0338         0.657672        
W619    2103.78         2117.64         0.140599        0.993455        46.9119         1.98837         
W620    2104.31         2079.49         0.146656        1.01193         49.8091         0.3907          
W621    2104.78         2155.47         0.135767        0.976485        49.0118         2.05605         
W622    2105.2          2174.14         0.136986        0.968291        49.335          2.8444          
W623    2105.57         2116.89         0.160927        0.994652        47.3524         2.14603         
W624    2105.89         2082.67         0.172672        1.01115         46.4523         4.9853          
W625    2106.15         2091.63         0.168361        1.00694         46.797          5.81432         
W626    2106.36         2130.36         0.161606        0.988737        49.5032         136.936         
W627    2106.52         2022.59         0.198115        1.0415          54.5742         28.382          
W628    2106.63         2120.17         0.165306        0.993612        85.9977         1.26866         
W629    2106.68         2104.14         0.183544        1.00121         63.8103         1.34872         
W630    2106.68         2121.32         0.187116        0.993096        85.6088         0.540017        
W631            2106.63         2064.39         1.02046         73.2225         1.36756         
W632    2106.52         2109.31         0.177876        0.998679        55.2972         37.2461         
W633    2106.36         2085.14         0.17426         1.01018         58.6819         49.5173         
W634    2106.15         2117.12         0.160618        0.994819        46.7003         12.8741         
W635    2105.89         2083.78         0.165026        1.01061         45.9828         5.06761         
W636    2105.57         2097.12         0.160588        1.00403         46.3121         3.00988         
W637    2105.2          2107.03         0.156376        0.999133        46.8259         1.21807         
W638    2104.78         2086.53         0.160745        1.00875         46.6859         1.69056         
W639    2104.31         2091.35         0.160655        1.0062          43.0801         0.983168        
W640    2103.78         2087.34         0.157857        1.00788         45.8362         1.2657          
W641    2103.2          2135.75         0.142749        0.984764        47.2853         1.10548         
W642    2102.57         2097.85         0.143497        1.00225         51.7233         1.14871         
W643    2101.89         2108.74         0.138242        0.996753        47.7282         0.813151        
W644    2101.16         2109.07         0.137862        0.996251        47.892          0.538622        
W645    2100.38         2072.69         0.145729        1.01336         57.5486         1.73443         
W646    2099.54         2164.41         0.14132         0.97003         40.3684         1.69189         
W647    2099.44         2045.94         0.155971        1.02615         73.1628         0.269035        
W648    2100.27         2099.77         0.144846        1.00024         53.6409         0.871126        
W649    2101.06         2095.97         0.1409          1.00243         51.6097         0.719992        
W650    2101.79         2095.52         0.139339        1.00299         51.5409         0.46318         
W651    2102.47         2111.8          0.13675         0.995582        42.4706         0.880953        
W652    2103.1          2119.23         0.136657        0.992387        43.9114         0.505224        
W653    2103.68         2123.9          0.135314        0.990479        46.5266         0.972148        
W654    2104.2          2162.69         0.130138        0.972956        44.1141         1.28748         
W655    2104.68         2083.77         0.148438        1.01003         51.9935         1.63469         
W656    2105.1          2114.17         0.15279         0.99571         50.0613         3.47739         
W657    2105.47         2100.82         0.163377        1.00221         52.4548         1.94457         
W658    2105.78         2116.43         0.159082        0.994971        48.0974         2.86126         
W659    2106.05         2150            0.148468        0.979554        45.5776         11.24           
W660    2106.26         2088.39         0.164004        1.00856         47.282          7.04029         
W661    2106.41         2112.26         0.164153        0.997234        52.2161         13.5154         
W662    2106.52         2154.77         0.157107        0.977608        53.0315         41.2636         
W663    2106.57         2115.52         0.177243        0.995769        57.4225         103.493         
W664    2106.57         2098.8          0.184498        1.0037          56.735          52.5837         
W665    2106.52         2062.72         0.190707        1.02123         61.9907         12.3455         
W666    2106.41         2117.46         0.172489        0.994782        53.722          10.575          
W667    2106.26         2125.8          0.161707        0.990806        49.3291         7.52915         
W668    2106.05         2130.34         0.15538         0.988597        45.1444         6.18695         
W669    2105.78         2086.84         0.164401        1.00908         45.6206         1.87126         
W670    2105.47         2081.41         0.164964        1.01156         48.2542         4.5117          
W671    2105.1          2093.43         0.16053         1.00557         48.2301         2.2222          
W672    2104.68         2094.35         0.159363        1.00493         44.137          0.926302        
W673    2104.2          2120.21         0.152961        0.992451        42.605          1.71337         
W674    2103.68         2076.64         0.158561        1.01302         48.0002         1.7257          
W675    2103.1          2077.52         0.155043        1.01231         44.2573         0.581082        
W676    2102.47         2116.71         0.144826        0.993273        49.1655         1.86303         
W677    2101.79         2108.7          0.140849        0.996722        43.8521         2.36302         
W678    2101.06         2107.37         0.139076        0.997003        47.3519         1.997           
W679    2100.27         2138.39         0.136562        0.982173        46.3371         1.13161         
W680    2099.44         2083.01         0.14684         1.00789         68.3568         0.444956        
W681    2099.28         2044.19         0.154191        1.02695         131.505         1.35432         
W682    2100.12         2097.97         0.146214        1.00102         53.0172         2.93242         
W683    2100.9          2104.84         0.141539        0.99813         44.7165         1.09194         
W684    2101.63         2116.09         0.138878        0.993167        43.5166         1.18122         
W685    2102.31         2100.3          0.143556        1.00096         47.9984         1.50186         
W686    2102.94         2119.21         0.139537        0.992323        44.2035         2.29663         
W687    2103.52         2101.84         0.142075        1.0008          47.1469         1.39659         
W688    2104.05         2101.81         0.143559        1.00107         49.8183         1.58522         
W689    2104.52         2141.29         0.143868        0.982829        48.6231         0.652369        
W690    2104.94         2101.35         0.159666        1.00171         54.6959         1.43651         
W691    2105.31         1846.22         0.233349        1.14033         79.0538         5.19656         
W692    2105.62         2095.04         0.156514        1.00505         56.0374         8.01028         
W693    2105.89         2192.83         0.133944        0.96035         48.3065         6.67062         
W694    2106.1          2111.13         0.151728        0.997617        49.8377         4.16184         
W695    2106.26         2129.18         0.151902        0.989232        52.0457         6.58928         
W696    2106.36         2149.13         0.14991         0.9801          54.6994         13.9812         
W697    2106.41         1856.69         0.224021        1.1345          91.3262         29.9278         
W698    2106.41         2161.44         0.160737        0.974543        53.5573         35.0008         
W699    2106.36         2135.22         0.161022        0.986487        54.6071         6.36565         
W700    2106.26         2151.6          0.15268         0.978927        51.3701         11.7882         
W701    2106.1          2079.32         0.164152        1.01288         51.9489         6.69947         
W702    2105.89         2116.52         0.156257        0.994976        46.2384         3.31839         
W703    2105.62         2108.89         0.155413        0.998453        48.8554         1.55321         
W704    2105.31         2132.49         0.149348        0.987254        46.2041         2.68122         
W705    2104.94         2128.49         0.150579        0.988935        47.3598         1.55313         
W706    2104.52         2104.54         0.153554        0.999988        45.9148         0.456459        
W707    2104.05         2118.74         0.147982        0.993066        49.1131         0.709068        
W708    2103.52         2134.86         0.143516        0.985318        41.8915         0.738142        
W709    2102.94         2116.08         0.146332        0.993791        43.076          0.448885        
W710    2102.31         2054.07         0.156537        1.02349         55.3128         0.497023        
W711    2101.63         2104.62         0.144518        0.998578        41.1308         1.72772         
W712    2100.9          2087.07         0.143221        1.00662         53.0864         0.822283        
W713    2100.12         2134.19         0.135597        0.984032        53.1062         0.892256        
W714    2099.28         2088.27         0.15049         1.00527         64.0285         2.03837         
W715    2099.07         2098.68         0.142098        1.00019         50.3307         1.14159         
W716    2099.91         2099.61         0.142752        1.00014         41.0181         1.3213          
W717    2100.69         2095.06         0.142891        1.00269         47.3339         0.647104        
W718    2101.42         2096.79         0.143161        1.00221         44.2912         1.70913         
W719    2102.1          2053.96         0.155451        1.02344         48.2873         0.360134        
W720    2102.73         2076.04         0.151802        1.01286         48.0093         1.24828         
W721    2103.31         2112.78         0.144194        0.995517        45.4364         0.353841        
W722    2103.84         2108.34         0.149476        0.997865        44.5398         0.441686        
W723    2104.31         2069.37         0.161398        1.01689         51.7973         0.279937        
W724    2104.73         2095.03         0.16107         1.00463         47.3362         3.02223         
W725    2105.1          2128.05         0.15085         0.989214        50.3696         2.22676         
W726    2105.41         2144.37         0.14344         0.981833        47.1529         3.53745         
W727    2105.68         2043.75         0.160465        1.0303          58.1202         12.9087         
W728    2105.89         2136.68         0.144215        0.985589        46.6768         5.71181         
W729    2106.05         2086.23         0.15761         1.0095          49.0705         2.11518         
W730    2106.15         2082.62         0.163           1.0113          50.8735         2.76193         
W731    2106.2          2112.09         0.163161        0.997214        49.9099         23.0206         
W732    2106.2          2020.43         0.180247        1.04245         54.7639         12.0798         
W733    2106.15         2142.82         0.149796        0.982888        49.2298         7.07055         
W734    2106.05         2104.03         0.154533        1.00096         55.6563         11.4342         
W735    2105.89         2151.6          0.148551        0.978752        46.8185         3.44338         
W736    2105.68         2061.02         0.163256        1.02167         52.5736         5.27519         
W737    2105.41         2131.16         0.146496        0.98792         50.0895         4.28201         
W738    2105.1          2108.71         0.150206        0.998285        48.7276         2.00908         
W739    2104.73         2046.09         0.164209        1.02866         51.1748         0.353623        
W740    2104.31         2105.1          0.152462        0.999622        45.7447         2.17098         
W741    2103.84         2105.17         0.1492          0.999364        47.0372         2.58904         
W742    2103.31         2090.09         0.149536        1.00632         50.9033         2.30194         
W743    2102.73         2121.84         0.142928        0.990995        45.648          0.309672        
W744    2102.1          2109.08         0.143594        0.996692        43.9073         1.01568         
W745    2101.42         2096.74         0.142962        1.00223         44.2984         1.16127         
W746    2100.69         2101            0.14039         0.999851        48.6361         1.38602         
W747    2099.91         2153.77         0.134851        0.974989        45.5624         1.77622         
W748    2099.07         2094.74         0.157159        1.00207         96.4344         0.23895         
W749    2098.81         2099.29         0.133242        0.999772        30.0006         0.865804        
W750    2099.65         2065.99         0.142315        1.01629         52.3156         1.2161          
W751    2100.43         2052.09         0.142961        1.02356         51.3048         0.454444        
W752    2101.16         2118.29         0.134507        0.991914        44.2308         1.1818          
W753    2101.84         2075.78         0.146514        1.01256         43.5233         0.648317        
W754    2102.47         2082.11         0.147206        1.00978         45.0373         1.90459         
W755    2103.05         2111.76         0.142961        0.995876        46.2821         0.382593        
W756    2103.57         2064.33         0.156075        1.01901         51.9828         0.671471        
W757    2104.05         2106.09         0.154886        0.999028        45.0962         0.197228        
W758    2104.47         2058.43         0.163194        1.02236         52.997          0.319483        
W759    2104.83         2063.77         0.157217        1.0199          54.2557         1.62019         
W760    2105.15         2127.15         0.139893        0.989658        48.4731         2.54735         
W761    2105.41         2109.5          0.143266        0.998064        45.7612         2.38683         
W762    2105.62         2130.17         0.139997        0.988479        47.9438         3.18086         
W763    2105.78         2085.78         0.152772        1.00959         47.2836         1.67105         
W764    2105.89         2117.5          0.149796        0.994516        44.0155         8.03121         
W765    2105.94         2095            0.152291        1.00522         46.9836         4.97579         
W766    2105.94         2171.79         0.133643        0.969681        42.4961         3.07427         
W767    2105.89         2102.62         0.149332        1.00155         55.5083         8.59643         
W768    2105.78         2064.83         0.161061        1.01984         51.0253         1.94916         
W769    2105.62         2061.99         0.163231        1.02116         50.6357         2.90515         
W770    2105.41         2111.14         0.151484        0.997288        44.676          2.65056         
W771    2105.15         2145.94         0.138739        0.98099         45.1433         2.60963         
W772    2104.83         2098.39         0.148198        1.00307         50.42           0.570067        
W773    2104.47         2126.55         0.144375        0.989618        45.6549         2.25119         
W774    2104.05         2106.56         0.147158        0.998809        47.1624         0.795884        
W775    2103.57         2073.65         0.153117        1.01443         48.078          0.787852        
W776    2103.05         2110.29         0.145483        0.996567        47.8764         2.09825         
W777    2102.47         2064.88         0.151474        1.0182          51.6494         0.495592        
W778    2101.84         2112.25         0.140223        0.995073        47.8612         3.16907         
W779    2101.16         2137.15         0.134439        0.983161        44.968          0.825923        
W780    2100.43         2099.7          0.138646        1.00035         53.2355         2.21539         
W781    2099.65         2040.87         0.149463        1.0288          49.5479         0.847864        
W782    2098.81         2130.28         0.137412        0.985229        86.6671         1.39284         
W783    2098.5          2134.46         0.125291        0.983152        58.4123         0.917662        
W784    2099.33         2182.42         0.113017        0.961931        40.9075         0.836006        
W785    2100.12         2151.82         0.113027        0.975973        45.3155         1.69966         
W786    2100.85         2160.07         0.113253        0.972585        46.3438         0.495809        
W787    2101.53         2110.9          0.12311         0.995559        49.8083         2.18783         
W788    2102.16         2138.22         0.124645        0.983133        47.1693         1.24397         
W789    2102.73         2140.22         0.128604        0.982484        54.2058         0.288499        
W790    2103.26         2141.88         0.136942        0.981967        51.8885         0.645476        
W791    2103.73         2026.11         0.162759        1.03831         57.9284         2.4274          
W792    2104.15         2196.24         0.124641        0.958068        46.4802         0.925723        
W793    2104.52         2129.48         0.133066        0.988278        52.5079         0.394438        
W794    2104.84         2167.7          0.126238        0.971           47.5463         1.32498         
W795    2105.1          2106.72         0.140724        0.999232        47.0825         0.787411        
W796    2105.31         2136.96         0.136582        0.985188        46.2197         2.02647         
W797    2105.47         2139.28         0.13646         0.984194        46.6511         1.74292         
W798    2105.57         2116.37         0.140868        0.994899        48.0944         3.78899         
W799    2105.63         2138.11         0.135339        0.984808        45.1548         3.78363         
W800    2105.63         2117.45         0.136492        0.994418        48.7868         2.53985         
W801    2105.57         2123.76         0.136975        0.991434        52.086          5.92045         
W802    2105.47         2155.7          0.135745        0.976696        47.5571         1.63801         
W803    2105.31         2075.45         0.155619        1.01439         52.2475         1.05626         
W804    2105.1          2130.97         0.141858        0.98786         46.9563         5.38099         
W805    2104.84         2107.71         0.141511        0.998637        48.8688         0.937165        
W806    2104.52         2079.93         0.148519        1.01182         50.0568         1.93116         
W807    2104.15         2087.08         0.146901        1.00818         49.5251         0.470506        
W808    2103.73         2141.22         0.136532        0.982492        43.3069         2.09265         
W809    2103.26         2082.33         0.14565         1.01005         56.0595         0.164415        
W810    2102.73         2158.36         0.131114        0.974227        46.6557         0.919949        
W811    2102.16         2058.62         0.148165        1.02115         53.0657         0.49033         
W812    2101.53         2141.33         0.134254        0.981411        39.1952         1.05234         
W813    2100.85         2000.64         0.155049        1.05009         51.7112         0.832669        
W814    2100.12         2130.8          0.129395        0.985602        42.499          3.67257         
W815    2099.33         2155.96         0.126032        0.973736        41.4171         0.505533        
W816    2098.5          2118.5          0.141407        0.990558        61.1269         1.23962         
W817    2098.14         2123.23         0.136375        0.988179        100.488         1.74685         
W818    2098.97         2108.85         0.126186        0.995316        46.5095         1.06838         
W819    2099.75         2117.66         0.121244        0.991545        62.2409         0.604416        
W820    2100.48         2088.7          0.123356        1.00564         56.6022         1.07917         
W821    2101.16         2096.13         0.124318        1.0024          45.4022         0.578514        
W822    2101.79         2110.23         0.126738        0.996003        60.6919         1.44909         
W823    2102.37         2084.26         0.13464         1.00869         69.9697         2.34816         
W824    2102.89         2138.48         0.132861        0.983358        57.4832         0.213771        
W825    2103.36         2066.42         0.153339        1.01788         51.1782         0.575124        
W826    2103.78         2111.17         0.139998        0.9965          51.3616         1.60847         
W827    2104.15         2099.22         0.140532        1.00235         51.3141         1.23359         
