Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W410    2099.91         2106.99         0.124733        0.996638        51.748          1.19009         
W411    2100.69         2099.44         0.13258         1.0006          44.8923         1.21727         
W412    2101.42         2098.41         0.133609        1.00143         39.6432         0.674975        
W413    2102.1          2104.7          0.13236         0.998767        42.095          0.746979        
W414    2102.73         2101.84         0.133609        1.00042         45.8416         0.822341        
W415    2103.31         2100.97         0.132159        1.00111         41.4253         0.873185        
W416    2103.84         2125.37         0.124009        0.989867        45.8248         1.7155          
W417    2104.31         2056.33         0.184745        1.02333         50.2942         3.09352         
W418    2104.73         2118.44         0.130602        0.993527        54.2102         1.76053         
W419    2105.1          2110.5          0.136146        0.997441        49.4231         1.27225         
W420    2105.41         2117.53         0.133713        0.994277        48.2751         0.9027          
W421    2105.68         2108.57         0.139422        0.99863         45.4251         2.61597         
W422    2105.89         2109.32         0.135901        0.998374        45.0695         3.44125         
W423    2106.05         2111.14         0.139122        0.997586        44.4941         3.88736         
W424    2106.15         2101.77         0.152045        1.00209         48.6803         3.95939         
W425    2106.2          2107.78         0.159669        0.999251        45.2556         8.64645         
W426    2106.2          2104.77         0.158306        1.00068         47.2837         10.5915         
W427    2106.15         2101.97         0.154873        1.00199         57.4906         4.66354         
W428    2106.05         2125.09         0.139981        0.991039        60.691          62.7803         
W429    2105.89         2110.48         0.146541        0.997825        46.0659         1.92816         
W430    2105.68         2082.36         0.164173        1.0112          45.6198         2.28226         
W431    2105.41         2105.3          0.140636        1.00005         46.5615         1.29821         
W432    2105.1          2107.76         0.131132        0.998737        49.1569         1.21355         
W433    2104.73         2104.2          0.144902        1.00025         48.1077         1.0179          
W434    2104.31         2106.53         0.147318        0.998945        49.181          0.379292        
W435    2103.84         2111.81         0.135944        0.996225        49.3015         2.14478         
W436    2103.31         2087.06         0.145255        1.00778         51.5415         0.699714        
W437    2102.73         2106.01         0.135593        0.998442        41.2365         1.45613         
W438    2102.1          2088.53         0.143658        1.0065          50.2299         1.7154          
W439    2101.42         2106.16         0.133062        0.997751        42.6923         0.416316        
W440    2100.69         2103.67         0.131342        0.998584        45.3403         1.24654         
W441    2099.91         2108.76         0.133997        0.995802        42.2134         0.468391        
W442    2099.07         2075.2          0.151134        1.0115          40.3494         1.26821         
W443    2099.28         2107.73         0.133835        0.995993        31.3497         1.29267         
W444    2100.12         2109.58         0.124619        0.995512        36.9024         0.534465        
W445    2100.9          2088.03         0.13568         1.00616         47.083          1.66756         
W446    2101.63         2112.12         0.124518        0.995036        47.9725         0.839906        
W447    2102.31         2102.34         0.1331          0.999987        46.1563         1.29148         
W448    2102.94         2102.52         0.133899        1.0002          46.0434         0.319641        
W449    2103.52         2110.09         0.131956        0.996887        43.715          0.86959         
W450    2104.05         2105.49         0.138129        0.999314        47.506          1.3439          
W451    2104.52         2107.69         0.144856        0.998496        46.1363         0.491199        
W452    2104.94         2111.96         0.134295        0.996676        54.0612         0.817006        
W453    2105.31         2090.84         0.150274        1.00692         52.0396         2.10224         
W454    2105.62         2095.1          0.146954        1.00503         49.877          2.8203          
W455    2105.89         2091            0.151351        1.00712         46.9987         3.91089         
W456    2106.1          2102.5          0.144125        1.00171         48.1707         7.00883         
W457    2106.26         2101.46         0.146822        1.00228         47.5804         7.14196         
W458    2106.36         2131.94         0.146281        0.988001        47.4992         25.0504         
W459    2106.41         2088.78         0.189832        1.00844         51.1553         36.8512         
W460    2106.41         2114.64         0.167774        0.996109        49.8572         31.3643         
W461    2106.36         2108.63         0.159385        0.998924        61.6776         33.4508         
W462    2106.26         2085.01         0.168365        1.01019         56.162          15.8277         
W463    2106.1          2097.41         0.158927        1.00414         45.5065         5.2666          
W464    2105.89         2116.02         0.141461        0.99521         43.8914         1.74501         
W465    2105.62         2107.19         0.1415          0.999257        45.6346         4.0528          
W466    2105.31         2118.63         0.131997        0.993714        47.5501         3.42744         
W467    2104.94         2104.23         0.148862        1.00034         49.76           2.80323         
W468    2104.52         2086.45         0.165632        1.00866         50.9344         1.47409         
W469    2104.05         2108.5          0.142179        0.997886        51.3291         0.614869        
W470    2103.52         2107.25         0.136048        0.998229        47.9071         0.237781        
W471    2102.94         2102.97         0.135125        0.999985        44.9131         3.16254         
W472    2102.31         2105.53         0.131459        0.998474        44.6803         1.26977         
W473    2101.63         2108.98         0.127925        0.996516        46.9631         0.671365        
W474    2100.9          2103.99         0.132917        0.998529        46.1511         2.40443         
W475    2100.12         2084.7          0.146966        1.0074          55.0675         1.51311         
W476    2099.28         2104.05         0.140011        0.997734        59.2434         2.0236          
W477    2099.44         2074.87         0.187808        1.01184         89.9288         1.42108         
W478    2100.27         2108.24         0.133183        0.996222        40.3458         0.916189        
W479    2101.06         2111.35         0.125442        0.995124        44.5273         0.988278        
W480    2101.79         2102.58         0.132186        0.999623        47.4595         1.55174         
W481    2102.47         2091.76         0.145478        1.00512         46.677          2.27031         
W482    2103.1          2112.47         0.13807         0.995563        44.8154         1.42834         
W483    2103.68         2093            0.150564        1.0051          48.7539         1.09679         
W484    2104.2          2099.92         0.149108        1.00204         45.6891         0.574632        
W485    2104.68         2109.81         0.142256        0.997565        44.845          0.69842         
W486    2105.1          2120.99         0.129733        0.992508        50.4329         1.194           
W487    2105.47         2096.91         0.141075        1.00408         50.1727         0.67421         
W488    2105.78         2140.28         0.116444        0.98388         44.8699         2.25964         
W489    2106.05         2117.77         0.133304        0.994464        48.6798         7.22964         
W490    2106.26         2111.1          0.141312        0.997705        51.1059         7.52856         
W491    2106.41         2136.58         0.148279        0.985883        46.5676         63.9817         
W492    2106.52         2073.11         0.200212        1.01612         63.8347         21.2308         
W493    2106.57         2115.35         0.183249        0.995851        52.2813         201.74          
W494    2106.57         2109.31         0.18544         0.998705        52.8436         110.301         
W495    2106.52         2114.17         0.163854        0.996382        55.0506         40.2481         
W496    2106.41         2122.97         0.138032        0.992204        58.4914         67.7252         
W497    2106.26         2098.06         0.152998        1.0039          49.0502         6.9524          
W498    2106.05         2123.88         0.137134        0.991601        43.1056         8.44652         
W499    2105.78         2093.92         0.160698        1.00566         47.418          1.13635         
W500    2105.47         2100.48         0.149849        1.00238         50.4493         3.29943         
W501    2105.1          2103.35         0.147925        1.00083         47.5499         0.751436        
W502    2104.68         2108.3          0.148677        0.998283        44.7832         2.00618         
W503    2104.2          2109.29         0.140585        0.997588        46.7999         1.09184         
W504    2103.68         2104.71         0.13657         0.999507        47.2163         0.933835        
W505    2103.1          2098.98         0.137244        1.00196         45.2408         2.34571         
W506    2102.47         2109.62         0.130701        0.996613        44.8992         1.27087         
W507    2101.79         2088.42         0.139804        1.0064          46.5733         1.10852         
W508    2101.06         2098.48         0.133412        1.00123         47.1633         0.724537        
W509    2100.27         2111.76         0.126721        0.994561        47.947          1.2468          
W510    2099.44         2076.42         0.133525        1.01108         78.6187         1.57612         
W511    2099.54         2134.18         0.136358        0.983769        69.8562         0.621574        
W512    2100.38         2084.36         0.154332        1.00768         52.434          0.936785        
W513    2101.16         2104.93         0.13495         0.99821         43.8472         0.609866        
W514    2101.89         2098.47         0.138484        1.00163         45.9109         1.3905          
W515    2102.57         2099.87         0.14318         1.00129         42.9041         0.812823        
W516    2103.2          2095.46         0.152407        1.0037          50.3744         0.884159        
W517    2103.78         2110.1          0.148047        0.997004        48.773          0.749624        
W518    2104.31         2110.88         0.150925        0.996887        47.584          0.874761        
W519    2104.78         2097.42         0.15878         1.00351         47.1787         2.32651         
W520    2105.2          2087.87         0.155212        1.0083          49.0097         1.19954         
W521    2105.57         2114.79         0.136044        0.995642        46.0336         1.6493          
W522    2105.89         2076.55         0.170774        1.01413         46.7462         2.86459         
W523    2106.15         2094.85         0.161557        1.0054          47.2975         4.66958         
W524    2106.36         2114.56         0.160207        0.996124        47.0863         18.1403         
W525    2106.52         2075.47         0.20177         1.01496         50.9696         22.8349         
W526            2106.63         2195.64         0.959463        85.2634         15.6663         
W527    2106.68         2096.84         0.193008        1.00469         88.6818         0.572261        
W528            2106.68         2066.05         1.01966         88.7755         3.86245         
W529    2106.63         2132.52         0.181498        0.987859        62.2506         4.28024         
W530    2106.52         2126.88         0.142347        0.990429        47.5589         85.7001         
W531    2106.36         2102.87         0.157669        1.00166         51.0285         14.5984         
W532    2106.15         2109.19         0.157279        0.99856         45.4561         7.74874         
W533    2105.89         2095.83         0.165803        1.0048          48.7238         11.1995         
W534    2105.57         2126.2          0.137798        0.990296        47.5944         1.80259         
W535    2105.2          2109.76         0.138423        0.997838        49.9849         1.47267         
W536    2104.78         2097.17         0.151384        1.00363         48.5696         1.07801         
W537    2104.31         2098.27         0.147072        1.00288         46.764          1.75026         
W538    2103.78         2106.01         0.137748        0.998942        44.4636         0.901247        
W539    2103.2          2101.27         0.137494        1.00092         46.5978         0.639322        
W540    2102.57         2095.84         0.13847         1.00321         47.3354         0.601957        
W541    2101.89         2125.24         0.121174        0.989012        46.4556         1.76447         
W542    2101.16         2102.38         0.126881        0.999418        43.1829         0.876304        
W543    2100.38         2109.46         0.135516        0.995693        42.9683         0.280328        
W544    2099.54         2105.16         0.142631        0.997331        26.2192         1.51575         
W545    2099.59         2096.36         0.14248         1.00154         87.2209         0.747485        
W546    2100.43         2100.12         0.144097        1.00015         44.2824         0.977772        
W547    2101.21         2100.62         0.138104        1.00028         41.7863         0.522263        
W548    2101.95         2097.16         0.136869        1.00228         41.5676         0.727995        
W549    2102.63         2115.24         0.129649        0.994039        48.2143         1.83738         
W550    2103.26         2105.78         0.145308        0.998803        46.7437         1.28311         
W551    2103.83         2094.87         0.159174        1.00428         46.5536         0.869053        
W552    2104.36         2096.65         0.162265        1.00368         44.3261         0.900223        
W553    2104.83         2103.29         0.159801        1.00073         47.8517         0.595225        
W554    2105.25         2113.01         0.141649        0.996332        48.4032         1.42145         
W555    2105.62         2133.85         0.122504        0.986771        46.2263         1.05952         
W556    2105.94         2116.35         0.150492        0.995083        44.9886         3.43585         
W557    2106.2          2118.45         0.151381        0.994217        43.8734         18.4455         
W558    2106.41         2106.77         0.163701        0.999829        45.7029         17.9797         
W559    2106.57         2114.38         0.174186        0.996309        49.2934         136.051         
W560    2106.68         2086.45         0.190381        1.0097          80.491          0.818721        
W563    2106.68         2122.88         0.171266        0.992366        67.4429         1.4544          
W564    2106.57         2105.19         0.168997        1.00066         49.4263         189.757         
W565    2106.41         2097.88         0.172164        1.00407         47.6634         37.3482         
W566    2106.2          2092.95         0.177355        1.00633         47.7423         3.24613         
W567    2105.94         2111.35         0.159413        0.997437        45.8949         8.5198          
W568    2105.62         2081.24         0.167153        1.01172         51.7166         1.32923         
W569    2105.25         2120.79         0.132772        0.992676        52.0462         1.03928         
W570    2104.83         2095.97         0.150306        1.00423         50.6644         1.18673         
W571    2104.36         2118.33         0.137931        0.993406        43.9838         2.54014         
W572    2103.83         2103.5          0.140172        1.00016         47.9309         1.51799         
W573    2103.26         2111.87         0.132107        0.995923        43.8192         0.99161         
W574    2102.63         2103.17         0.140855        0.999742        44.49           2.0245          
W575    2101.95         2085.07         0.144385        1.0081          47.0799         0.479309        
W576    2101.21         2114.43         0.125758        0.993751        44.3721         0.858538        
W577    2100.43         2077.21         0.156261        1.01118         42.6633         0.822935        
W578    2099.59         2097.18         0.133899        1.00115         90.4456         1.74455         
W579    2099.59         2098.68         0.136396        1.00043         50.4388         0.69121         
W580    2100.43         2094.4          0.142602        1.00288         44.4349         0.409687        
W581    2101.21         2100.58         0.136923        1.0003          43.5677         1.19785         
W582    2101.95         2102            0.135042        0.999974        47.4225         1.63653         
W583    2102.63         2109.08         0.132422        0.996939        47.869          1.34926         
W584    2103.26         2098.44         0.147527        1.00229         47.7436         0.578335        
W585    2103.83         2110.19         0.143245        0.996989        48.0686         0.646867        
W586    2104.36         2115.07         0.144915        0.994937        46.488          0.896257        
W587    2104.83         2088.13         0.16397         1.008           55.3871         1.58284         
W588    2105.25         2106.82         0.150902        0.999255        47.7095         2.33295         
W589    2105.62         2085.47         0.183571        1.00966         46.4912         1.47771         
W590    2105.94         2084.93         0.193298        1.01008         47.2658         14.272          
W591    2106.2          2097.96         0.172171        1.00393         46.6764         13.8828         
W592    2106.41         2124.36         0.154428        0.991552        45.7968         23.6633         
W593    2106.57         2095.43         0.19528         1.00532         56.181          32.9886         
W594            2106.68         2155.11         0.977527        100             2.80646         
W597    2106.68         1988.42         0.185381        1.05947         200             4.44613         
W598    2106.57         2108.67         0.176911        0.999007        50.9656         80.7848         
W599    2106.41         2116.53         0.160698        0.995219        48.7828         20.7071         
W600    2106.2          2111.94         0.15748         0.997284        46.788          4.77641         
W601    2105.94         2110.91         0.152156        0.997647        46.2699         6.19647         
W602    2105.62         2120.7          0.140076        0.992889        48.6846         2.35375         
W603    2105.25         2109.56         0.139944        0.997957        50.584          2.5271          
W604    2104.83         2107.37         0.150292        0.998798        46.6433         2.42651         
W605    2104.36         2093.66         0.164048        1.00511         48.8826         1.41742         
W606    2103.83         2103.38         0.152776        1.00022         46.3244         1.95354         
W607    2103.26         2101.22         0.143938        1.00097         45.6504         1.43553         
W608    2102.63         2099.77         0.141998        1.00136         50.1839         2.20458         
W609    2101.95         2106.3          0.135253        0.997934        50.1991         0.625583        
W610    2101.21         2103.45         0.132906        0.998936        45.9893         1.41094         
W611    2100.43         2104.79         0.140368        0.997929        42.7238         1.92694         
W612    2099.59         2108.78         0.143053        0.995645        28.1552         0.300326        
W613    2099.54         2095.86         0.136548        1.00175         74.9852         1.12311         
W614    2100.38         2102.8          0.136272        0.998847        55.9783         1.3833          
W615    2101.16         2116.43         0.126723        0.992783        47.6074         0.306159        
W616    2101.89         2095.94         0.136372        1.00284         46.0418         0.622965        
W617    2102.57         2108.72         0.133306        0.997087        41.546          1.53613         
W618    2103.2          2085.15         0.15444         1.00866         44.51           1.41191         
W619    2103.78         2109.65         0.139678        0.99722         45.4304         1.65309         
W620    2104.31         2089.15         0.148407        1.00726         47.1541         0.721946        
W621    2104.78         2120.33         0.132575        0.992668        50.3226         1.43949         
W622    2105.2          2123.2          0.132642        0.991524        51.7666         0.464283        
W623    2105.57         2111.58         0.160067        0.997155        46.4359         2.11182         
W624    2105.89         2102.45         0.174596        1.00163         45.3657         6.24799         
W625    2106.15         2100.52         0.16953         1.00268         45.4249         8.66739         
W626    2106.36         2121.47         0.159786        0.992876        46.2917         27.4305         
W627    2106.52         2081.85         0.206336        1.01185         52.1558         34.1507         
W628    2106.63         2124.34         0.165306        0.99166         68.0845         1.46985         
W629    2106.68         2100.64         0.183544        1.00288         62.556          0.990865        
W630    2106.68         2129.29         0.187116        0.989382        79.8747         0.653046        
W631    2106.63         2097.11         0.196557        1.00454         62.4607         1.91834         
W632    2106.52         2112.06         0.177641        0.997375        55.1442         35.2148         
W633    2106.36         2097.06         0.176033        1.00444         56.3548         15.9256         
W634    2106.15         2109.01         0.159786        0.998645        46.6156         11.9102         
W635    2105.89         2097.67         0.166777        1.00392         44.9107         4.84083         
W636    2105.57         2102.7          0.161235        1.00137         45.829          3.94823         
W637    2105.2          2106.16         0.15624         0.999544        46.7218         2.54001         
W638    2104.78         2099            0.162151        1.00275         47.3471         2.73043         
W639    2104.31         2103.3          0.16165         1.00048         43.8914         0.217382        
W640    2103.78         2098.55         0.159101        1.00249         47.7235         0.394257        
W641    2103.2          2116.31         0.140574        0.993805        47.7411         1.36287         
W642    2102.57         2099.28         0.143821        1.00157         51.7644         0.734052        
W643    2101.89         2102.47         0.137793        0.999723        47.6162         0.958065        
W644    2101.16         2102.38         0.137345        0.999418        47.1983         0.738599        
W645    2100.38         2085.18         0.147675        1.00729         55.1626         1.56379         
W646    2099.54         2144.59         0.137085        0.978992        72.0481         2.2466          
W647    2099.44         2088.24         0.160049        1.00536         66.4565         0.190152        
W648    2100.27         2104.67         0.144881        0.997913        53.2297         1.07802         
W649    2101.06         2098.6          0.141242        1.00117         50.5312         0.79441         
W650    2101.79         2097.16         0.139756        1.00221         51.2753         0.788211        
W651    2102.47         2105.1          0.136146        0.99875         41.4067         0.825707        
W652    2103.1          2107.84         0.135616        0.997753        43.8599         1.38968         
W653    2103.68         2105.91         0.134026        0.998942        45.837          2.11739         
W654    2104.2          2121.42         0.126619        0.991885        46.1352         1.48583         
W655    2104.68         2089.6          0.149927        1.00721         48.9222         1.64468         
W656    2105.1          2107.55         0.152134        0.998838        49.5482         0.926727        
W657    2105.47         2111.45         0.163739        0.997167        48.7089         2.17483         
W658    2105.78         2110.48         0.158282        0.997776        47.0874         3.42034         
W659    2106.05         2116.56         0.145432        0.995033        45.5231         7.59672         
W660    2106.26         2096.71         0.165407        1.00455         46.185          13.3947         
W661    2106.41         2109.55         0.163699        0.998515        50.2947         16.0633         
W662    2106.52         2122.9          0.153589        0.992284        52.9976         21.8753         
W663    2106.57         2113.23         0.176493        0.996848        55.2976         105.381         
W664    2106.57         2107.47         0.185181        0.999574        56.075          41.9683         
W665    2106.52         2092.7          0.194756        1.0066          59.5333         9.13749         
W666    2106.41         2111.12         0.171589        0.997769        54.1669         12.9891         
W667    2106.26         2112.12         0.160221        0.997222        49.5851         3.94389         
W668    2106.05         2112.43         0.153609        0.996977        44.9473         6.28893         
W669    2105.78         2100.19         0.165893        1.00266         45.2469         2.46669         
W670    2105.47         2099.85         0.16687         1.00267         46.4902         1.99767         
W671    2105.1          2101.95         0.161425        1.0015          48.2304         4.26858         
W672    2104.68         2102.24         0.160148        1.00116         44.2791         1.75947         
W673    2104.2          2110.28         0.151806        0.99712         44.8889         0.957587        
W674    2103.68         2095.16         0.160625        1.00406         46.1057         0.873599        
W675    2103.1          2094.44         0.156952        1.00413         44.0979         0.927528        
W676    2102.47         2109.17         0.143852        0.996822        50.4429         1.73016         
W677    2101.79         2103.2          0.140387        0.999329        45.1814         1.49575         
W678    2101.06         2102.58         0.13866         0.999276        42.9213         1.95037         
W679    2100.27         2110.52         0.134127        0.995144        51.4866         1.14537         
W680    2099.44         2087.31         0.147999        1.00581         70.3124         0.478403        
W681    2099.28         2086.23         0.158346        1.00626         111.853         1.58125         
W682    2100.12         2104.35         0.146364        0.997988        55.8033         0.661103        
W683    2100.9          2102.03         0.141274        0.999461        44.8258         1.98672         
W684    2101.63         2106.78         0.137929        0.997558        44.2392         0.350562        
W685    2102.31         2104.79         0.143693        0.998825        44.8959         2.13542         
W686    2102.94         2107.45         0.138466        0.997859        44.3323         0.865497        
W687    2103.52         2099.73         0.142188        1.00181         48.5729         0.856361        
W688    2104.05         2098.29         0.143712        1.00274         47.5513         1.39934         
W689    2104.52         2118.78         0.141398        0.993269        50.3798         1.71476         
W690    2104.94         2114.1          0.159939        0.995668        49.4324         1.23023         
W691    2105.31         2004.25         0.266096        1.05042         56.918          0.562415        
W692    2105.62         2105.37         0.157305        1.00012         47.8019         2.08594         
W693    2105.89         2133.78         0.128633        0.986928        47.0806         3.63897         
W694    2106.1          2101.37         0.151366        1.00225         48.9417         3.03531         
W695    2106.26         2111.37         0.150266        0.99758         51.4495         5.89142         
W696    2106.36         2126.61         0.146927        0.99048         50.1782         8.39135         
W697    2106.41         1991.88         0.254152        1.0575          64.793          5.48286         
W698    2106.41         2132.58         0.156645        0.98773         50.4026         15.6936         
W699    2106.36         2113.38         0.158846        0.996678        54.4355         6.07418         
W700    2106.26         2118.07         0.149463        0.994425        52.3565         9.71303         
W701    2106.1          2091.61         0.166266        1.00693         49.426          5.48976         
W702    2105.89         2110.58         0.155472        0.997774        46.3851         3.14232         
W703    2105.62         2105.14         0.155172        1.00023         48.2317         1.50441         
W704    2105.31         2113.57         0.147444        0.99609         46.8844         2.91983         
W705    2104.94         2114.64         0.148912        0.995412        47.3346         1.21403         
W706    2104.52         2103.55         0.153553        1.00046         45.992          0.784958        
W707    2104.05         2106.65         0.146956        0.998762        48.592          1.3603          
W708    2103.52         2112.8          0.141409        0.995607        43.8979         1.92009         
W709    2102.94         2107.94         0.145423        0.997629        43.9099         0.494709        
W710    2102.31         2084.38         0.160214        1.0086          52.0235         1.24822         
W711    2101.63         2104.12         0.144313        0.998819        41.8619         1.81805         
W712    2100.9          2092.48         0.14417         1.00402         51.3558         0.277003        
W713    2100.12         2107.92         0.133432        0.996298        54.9867         0.952061        
W714    2099.28         2090.91         0.151284        1.004           63.9436         3.04507         
W715    2099.07         2101.03         0.142125        0.99907         59.3226         0.849086        
W716    2099.91         2103.47         0.142773        0.998304        44.8053         1.88836         
W717    2100.69         2103.07         0.143275        0.998868        46.5946         0.504254        
W718    2101.42         2101.55         0.143477        0.99994         44.2582         1.29017         
W719    2102.1          2089.17         0.159094        1.00619         49.1752         0.257434        
W720    2102.73         2096.63         0.153754        1.00291         48.8428         1.46691         
W721    2103.31         2107.36         0.143547        0.998079        45.3545         0.27282         
W722    2103.84         2108.48         0.149157        0.997798        45.0406         0.95381         
W723    2104.31         2093.58         0.164123        1.00513         50.049          0.61246         
W724    2104.73         2108.29         0.161816        0.998312        47.8867         1.8233          
W725    2105.1          2122.35         0.149223        0.99187         47.5618         1.73534         
W726    2105.41         2121.48         0.140834        0.992428        47.262          1.79801         
W727    2105.68         2080.02         0.165327        1.01233         52.8694         0.535013        
W728    2105.89         2116.55         0.142136        0.994963        47.5086         4.21606         
W729    2106.05         2098.15         0.159106        1.00377         47.7855         3.57628         
W730    2106.15         2099.85         0.164842        1.003           49.6555         2.6174          
W731    2106.2          2125.02         0.162706        0.991145        46.0078         22.581          
W732    2106.2          2075.89         0.187899        1.0146          49.8349         4.53599         
W733    2106.15         2119.67         0.147233        0.993621        48.9901         7.12466         
W734    2106.05         2100.7          0.154681        1.00254         52.9133         9.66533         
W735    2105.89         2125.32         0.145394        0.990856        48.2635         3.0613          
W736    2105.68         2088.05         0.166794        1.00844         49.2913         1.0226          
W737    2105.41         2113.85         0.144726        0.996008        48.791          2.6033          
W738    2105.1          2106.12         0.149948        0.999517        47.6583         1.54797         
W739    2104.73         2083.54         0.168915        1.01017         47.4212         1.47008         
W740    2104.31         2107.6          0.152404        0.99844         45.678          2.07716         
W741    2103.84         2107.32         0.149105        0.998345        45.5119         2.57227         
W742    2103.31         2098.34         0.150482        1.00237         48.193          1.62992         
W743    2102.73         2111.18         0.14164         0.995998        45.3169         1.02596         
W744    2102.1          2106.29         0.143119        0.998014        42.8483         0.858342        
W745    2101.42         2097.31         0.143281        1.00196         44.7974         0.902284        
W746    2100.69         2099.23         0.140369        1.0007          49.2104         1.10361         
W747    2099.91         2118.04         0.131478        0.991437        42.7129         1.17458         
W748    2099.07         2106.48         0.157484        0.996485        96.2002         0.872092        
W749    2098.81         2099.4          0.133211        0.99972         28.1827         1.05667         
W750    2099.65         2089.28         0.144634        1.00496         44.4456         0.346273        
W751    2100.43         2082.9          0.146329        1.00841         46.8892         1.94318         
W752    2101.16         2106.53         0.133419        0.997453        46.9218         1.20462         
W753    2101.84         2093.3          0.148354        1.00408         44.7568         1.11442         
W754    2102.47         2096.9          0.148645        1.00266         44.3299         3.25407         
W755    2103.05         2106.3          0.142371        0.998455        44.027          1.68707         
W756    2103.57         2089.54         0.159042        1.00672         50.9675         0.689516        
W757    2104.05         2113.22         0.154736        0.995659        46.8022         0.834173        
W758    2104.47         2090.33         0.166844        1.00676         50.6331         0.667911        
W759    2104.83         2088.97         0.160346        1.0076          52.0006         0.812652        
W760    2105.15         2108.6          0.138447        0.998362        47.8519         1.70645         
W761    2105.41         2105.25         0.142988        1.00008         46.0702         0.993574        
W762    2105.62         2110.95         0.138385        0.997479        48.0988         2.48151         
W763    2105.78         2097.13         0.154238        1.00412         46.4845         1.10382         
W764    2105.89         2111.45         0.148975        0.997368        44.0325         8.34026         
W765    2105.94         2098.03         0.153086        1.00377         46.0412         6.5795          
W766    2105.94         2128.75         0.129591        0.989283        44.1629         2.33435         
W767    2105.89         2100.94         0.149565        1.00236         52.7601         4.89242         
W768    2105.78         2092.11         0.164256        1.00654         48.599          3.97173         
W769    2105.62         2092.97         0.166686        1.00605         48.1101         3.16235         
W770    2105.41         2108.38         0.151073        0.998592        45.0476         4.39357         
W771    2105.15         2116.65         0.136102        0.994569        45.5797         2.23364         
W772    2104.83         2101.16         0.148654        1.00175         48.7606         1.22566         
W773    2104.47         2116.28         0.142876        0.994419        45.1704         0.921205        
W774    2104.05         2104.94         0.146982        0.999577        46.1311         0.804029        
W775    2103.57         2093.71         0.155327        1.00471         46.6131         0.94279         
W776    2103.05         2108.31         0.144984        0.997506        47.7555         1.93615         
W777    2102.47         2089.32         0.154231        1.00629         50.5854         0.997694        
W778    2101.84         2104.43         0.139532        0.998769        47.6608         2.18105         
W779    2101.16         2117.72         0.132175        0.992183        46.88           0.539112        
W780    2100.43         2099.01         0.138694        1.00068         51.7519         1.31745         
W781    2099.65         2069.41         0.153768        1.01461         48.1199         1.05726         
W782    2098.81         2118.76         0.135382        0.990584        63.8674         1.32488         
W783    2098.5          2097.13         0.12318         1.00065         59.8652         1.08732         
W784    2099.33         2120.07         0.108715        0.99022         41.2877         2.07348         
W785    2100.12         2111.82         0.110311        0.99446         40.9796         1.04671         
W786    2100.85         2115.14         0.110148        0.993243        46.1101         0.176822        
W787    2101.53         2101.88         0.122563        0.999832        50.2281         1.52738         
W788    2102.16         2112.18         0.122543        0.995255        48.3282         0.934831        
W789    2102.73         2110.34         0.126351        0.996397        53.5474         0.12118         
W790    2103.26         2120.09         0.134472        0.992061        50.1908         0.542071        
W791    2103.73         2074.53         0.168994        1.01408         52.6153         1.6238          
W792    2104.15         2139.06         0.119414        0.983679        44.9001         1.32427         
W793    2104.52         2106.23         0.131507        0.999187        51.6994         1.9378          
W794    2104.84         2120.18         0.122577        0.992761        48.3886         1.80304         
W795    2105.1          2103.2          0.140616        1.0009          45.1            0.915655        
W796    2105.31         2113.13         0.134559        0.996298        45.9076         1.72952         
W797    2105.47         2113.62         0.134303        0.996142        47.0344         0.47244         
W798    2105.57         2105.51         0.14015         1.00003         47.3704         2.53878         
W799    2105.63         2113.25         0.133283        0.996392        45.4869         1.00868         
W800    2105.63         2103.64         0.13573         1.00095         46.8467         4.56446         
W801    2105.57         2105.43         0.135802        1.00007         51.725          7.3666          
W802    2105.47         2121.68         0.132581        0.992356        49.7423         4.45069         
W803    2105.31         2095.28         0.157858        1.00479         50.1017         0.938494        
W804    2105.1          2115.47         0.140136        0.995098        45.6931         0.419476        
W805    2104.84         2100.84         0.141318        1.0019          47.2903         0.622676        
W806    2104.52         2095.06         0.150276        1.00452         49.7555         2.12274         
W807    2104.15         2097.81         0.148102        1.00302         48.609          0.527223        
W808    2103.73         2116.66         0.134142        0.993894        46.4082         1.06729         
W809    2103.26         2091.9          0.147114        1.00543         55.1309         0.7868          
W810    2102.73         2125.79         0.127735        0.989152        43.4563         0.91284         
W811    2102.16         2085.22         0.151299        1.00812         51.3565         0.709519        
W812    2101.53         2115.8          0.131758        0.993257        43.8296         1.22564         
W813    2100.85         2064.97         0.162815        1.01738         50.4685         0.722257        
W814    2100.12         2110.1          0.127532        0.995269        43.118          2.02218         
W815    2099.33         2105.37         0.122722        0.997134        45.9432         2.03353         
W816    2098.5          2084.02         0.140072        1.00695         69.816          1.39938         
W817    2098.14         2136.3          0.134763        0.982136        19.5743         1.62537         
W818    2098.97         2097.18         0.125595        1.00085         43.1756         0.660581        
W819    2099.75         2100.65         0.120219        0.999574        60.6316         0.790549        
W820    2100.48         2090.18         0.124052        1.00493         50.7437         0.682739        
W821    2101.16         2097.15         0.124616        1.00191         46.0231         0.365529        
W822    2101.79         2101.86         0.126231        0.999968        62.6127         0.752264        
W823    2102.37         2092.91         0.13581         1.00452         70.8119         2.00888         
W824    2102.89         2115.6          0.13065         0.993993        57.9212         0.891714        
W825    2103.36         2093.41         0.15608         1.00475         48.1319         0.556722        
W826    2103.78         2102.72         0.139508        1.0005          49.1078         1.86995         
