Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W847    2100.48         1860.59         0.122           1.12894         47.5527         1.37398         
W848    2099.75         2024.8          0.122           1.03702         52.9907         1.40698         
W849    2098.97         1999.25         0.122           1.04988         50.91           0.803431        
W850    2098.14         1881.9          0.122           1.1149          79.2548         0.900014        
W851    2097.72         1678.53         0.122           1.24974         44.1199         0.785053        
W852    2098.55         1768.22         0.122           1.18682         44.9839         0.92477         
W853    2099.33         1976.05         0.122           1.06239         71.3631         0.351099        
W854    2100.07         2158.79         0.122           0.972799        47.1964         1.02352         
W855    2100.75         2048.86         0.122           1.02533         46.8459         1.73644         
W856    2101.37         1985.38         0.122           1.05843         54.0308         1.0827          
W857    2101.95         2029.95         0.122           1.03547         61.0377         2.69336         
W858    2102.47         1956.47         0.122           1.07463         62.1951         2.04041         
W859    2102.95         1621.91         0.122           1.29659         55.1171         0.863668        
W860    2103.37         1929.23         0.122           1.09026         41.7367         1.6161          
W861    2103.73         1698.83         0.122           1.23834         48.8868         0.912469        
W862    2104.05         1819.35         0.122           1.15648         50.3439         1.32736         
W863    2104.31         1583.15         0.122           1.32919         44.5753         3.87937         
W864    2104.52         1538.13         0.122           1.36823         46.7743         3.81872         
W865    2104.68         1785.68         0.122           1.17864         53.7102         0.995985        
W866    2104.78         1818.65         0.122           1.15733         41.9105         0.64983         
W867    2104.84         1803.73         0.122           1.16694         48.9246         2.61532         
W868    2104.84         1892.46         0.122           1.11222         41.8581         1.17886         
W869    2104.78         1657.55         0.122           1.26981         58.3361         8.72071         
W870    2104.68         1708.18         0.122           1.23212         46.2509         3.11322         
W871    2104.52         1724.39         0.122           1.22045         49.1534         3.14988         
W872    2104.31         1751            0.122           1.20178         42.8495         0.20483         
W873    2104.05         1776.86         0.122           1.18414         48.5661         1.44333         
W874    2103.73         1860.82         0.122           1.13054         43.3335         0.936169        
W875    2103.37         1927.37         0.122           1.09131         44.1035         0.899032        
W876    2102.95         1981.02         0.122           1.06154         42.5629         0.492775        
W877    2102.47         1830.78         0.122           1.1484          53.5479         2.19468         
W878    2101.95         1835.54         0.122           1.14514         41.6992         0.486558        
W879    2101.37         1766.54         0.122           1.18954         49.7518         1.90676         
W880    2100.75         1880.1          0.122           1.11736         48.9623         1.24325         
W881    2100.07         1918.83         0.122           1.09445         49.6498         0.870399        
W882    2099.33         1787.75         0.122           1.17429         53.9522         1.96992         
W883    2098.55         1841.74         0.122           1.13944         50.4713         0.774605        
W884    2097.72         1745.75         0.122           1.20162         80.2483         1.95517         
W885    2097.25         1856.31         0.122           1.1298          58.7664         2.56079         
W886    2098.09         2004.13         0.122           1.04688         50.6252         2.74387         
W887    2098.87         2049.81         0.122           1.02393         52.7039         0.605776        
W888    2099.6          2071.04         0.122           1.01379         51.4859         0.671068        
W889    2100.28         1952.36         0.122           1.07576         54.1515         1.2411          
W890    2100.9          1839.63         0.122           1.14203         60.2443         0.94676         
W891    2101.48         1967.88         0.122           1.06789         59.9052         2.01408         
W892    2102            1957.3          0.122           1.07393         54.8966         2.30668         
W893    2102.47         1666.16         0.122           1.26187         48.9856         2.30472         
W894    2102.89         1687.8          0.122           1.24594         42.2885         0.832303        
W895    2103.26         1665.19         0.122           1.26307         42.9816         1.29828         
W896    2103.58         1596.67         0.122           1.31747         44.542          2.16066         
W897    2103.84         1517.07         0.122           1.38678         40.3461         0.910021        
W898    2104.05         1533.69         0.122           1.37188         47.7285         2.73204         
W899    2104.21         1788.01         0.122           1.17684         50.0372         0.985757        
W900    2104.31         1775.78         0.122           1.18501         53.2475         0.90988         
W901    2104.36         1737.74         0.122           1.21098         53.9652         3.01922         
W902    2104.36         1780.13         0.122           1.18214         47.8278         0.690216        
W903    2104.31         1662.86         0.122           1.26548         48.7121         3.02243         
W904    2104.21         1641.19         0.122           1.28212         44.9703         0.83856         
W905    2104.05         1793.54         0.122           1.17312         48.965          1.11794         
W906    2103.84         1817.38         0.122           1.15762         43.1263         1.42438         
W907    2103.58         1807.32         0.122           1.16392         44.0412         1.13598         
W908    2103.26         1694.44         0.122           1.24127         56.9127         2.79025         
W909    2102.89         1915.76         0.122           1.09768         42.5661         1.01848         
W910    2102.47         1867.1          0.122           1.12607         55.3946         1.03681         
W911    2102            1903.52         0.122           1.10427         53.3321         0.799642        
W912    2101.48         1877.65         0.122           1.11921         49.5861         2.37567         
W913    2100.9          1852.4          0.122           1.13415         50.2571         1.91999         
W914    2100.28         2037.91         0.122           1.03061         43.4729         0.76048         
W915    2099.6          2022.51         0.122           1.03812         43.6795         3.30203         
W916    2098.87         1938.7          0.122           1.08261         52.3919         3.43876         
W917    2098.09         1966.7          0.122           1.0668          62.316          2.24727         
W918    2097.25         1752.99         0.122           1.19639         82.86           1.16741         
W919    2096.73         4789.93         0.122           0.5             1.05436         4.51065e-06     
W920    2097.57         2039.76         0.122           1.02834         49.9252         1.73391         
W921    2098.35         2050.76         0.122           1.0232          40.7719         1.51587         
W922    2099.08         1932.27         0.122           1.08633         57.9792         0.726316        
W923    2099.75         2070.65         0.122           1.01406         47.821          1.08186         
W924    2100.38         1922.99         0.122           1.09225         52.6076         1.11037         
W925    2100.96         1926.91         0.122           1.09033         49.03           0.801666        
W926    2101.48         1944.47         0.122           1.08075         46.221          0.623639        
W927    2101.95         1774.54         0.122           1.1845          51.7183         0.729364        
W928    2102.37         1654.63         0.122           1.27059         45.7716         3.0197          
W929    2102.74         1652.3          0.122           1.27261         44.9751         1.00692         
W930    2103.05         1676.45         0.122           1.25447         46.7978         2.17982         
W931    2103.31         1636.75         0.122           1.28505         45.9039         2.34162         
W932    2103.52         1629.51         0.122           1.29089         50.497          0.567802        
W933    2103.68         1857.84         0.122           1.13233         52.113          2.2532          
W934    2103.79         1873.41         0.122           1.12297         51.508          1.26069         
W935    2103.84         1982.57         0.122           1.06117         55.3834         1.39995         
W936    2103.84         1851.39         0.122           1.13636         44.7949         1.54705         
W937    2103.79         1805.15         0.122           1.16543         62.3249         0.527426        
W938    2103.68         1506.97         0.122           1.39597         60.1196         3.54055         
W939    2103.52         1857.3          0.122           1.13257         41.4334         1.6846          
W940    2103.31         1782.23         0.122           1.18016         52.2627         1.26611         
W941    2103.05         1963.62         0.122           1.07101         54.673          1.48728         
W942    2102.74         1836.44         0.122           1.14501         51.46           1.08868         
W943    2102.37         1872.86         0.122           1.12254         49.0032         1.20413         
W944    2101.95         2091.15         0.122           1.00517         53.2329         0.543794        
W945    2101.48         2070.71         0.122           1.01486         49.4928         0.771918        
W946    2100.96         2049.02         0.122           1.02535         49.3977         0.286199        
W947    2100.38         2010.68         0.122           1.04461         32.4042         0.682047        
W948    2099.75         1990.25         0.122           1.05502         53.6            1.23582         
W949    2099.08         2053.07         0.122           1.02241         39.4999         1.28827         
W950    2098.35         2087.99         0.122           1.00496         43.8568         1.00386         
W951    2097.57         2265.37         0.122           0.925925        51.8219         1.98208         
W952    2096.73         2039.73         0.122           1.02795         53.8082         0.748572        
W953    2096.16         1961.16         0.122           1.06884         75.3029         1.47269         
W954    2096.99         2125.01         0.122           0.986819        53.4136         1.39174         
W955    2097.78         2224.41         0.122           0.94307         51.5728         2.70846         
W956    2098.5          2186.37         0.122           0.959814        42.3952         1.05626         
W957    2099.18         2026.27         0.122           1.03598         48.9748         1.75599         
W958    2099.81         2004.22         0.122           1.04769         40.1551         1.3299          
W959    2100.38         2033.7          0.122           1.03279         49.2785         0.682429        
W960    2100.91         2097.68         0.122           1.00154         57.472          2.47207         
W961    2101.38         2081.99         0.122           1.00931         52.368          1.25632         
W962    2101.8          1994.3          0.122           1.0539          49.2609         0.599424        
W963    2102.16         2071.51         0.122           1.0148          53.9203         1.32182         
W964    2102.48         2018.76         0.122           1.04147         53.7166         0.834276        
W965    2102.74         1999.63         0.122           1.05157         47.2719         1.02334         
W966    2102.95         1915.64         0.122           1.09778         47.7843         0.608316        
W967    2103.11         1944.72         0.122           1.08144         39.2811         0.691695        
W968    2103.21         1981.18         0.122           1.06159         54.749          0.551196        
W969    2103.26         2198.63         0.122           0.956626        48.5934         2.00204         
W970    2103.26         1917.6          0.122           1.09682         48.5849         1.90495         
W971    2103.21         1933.58         0.122           1.08773         51.6371         2.32531         
W972    2103.11         2063.47         0.122           1.01921         45.4995         1.88859         
W973    2102.95         1869.7          0.122           1.12475         50.2196         0.57805         
W974    2102.74         1987.68         0.122           1.05789         57.9377         0.595385        
W975    2102.48         2101.66         0.122           1.00039         49.3696         1.31288         
W976    2102.16         2012.27         0.122           1.04467         48.806          0.950271        
W977    2101.8          1939            0.122           1.08396         47.7543         2.80137         
W978    2101.38         1985.33         0.122           1.05845         59.0308         2.4445          
W979    2100.91         2222.77         0.122           0.945172        58.863          0.712613        
W980    2100.38         1978.19         0.122           1.06177         52.0398         1.272           
W981    2099.81         1953.98         0.122           1.07463         43.0934         0.670373        
W982    2099.18         2002.83         0.122           1.04811         53.9873         0.975539        
W983    2098.5          2019.98         0.122           1.03887         43.3883         0.450992        
W984    2097.78         1893.8          0.122           1.1077          67.7963         0.756512        
W985    2096.99         2049.15         0.122           1.02335         71.4364         1.6964          
W986    2096.16         1880.07         0.122           1.11494         52.6957         0.680159        
W987    2095.54         2133.62         0.122           0.982156        57.2077         2.00022         
W988    2096.37         2184.77         0.122           0.95954         53.5392         0.948219        
W989    2097.15         2134.16         0.122           0.982659        58.4795         1.16488         
W990    2097.88         2138.21         0.122           0.981139        37.5955         0.799771        
W991    2098.56         2120.76         0.122           0.989533        52.428          0.508441        
W992    2099.18         2031.62         0.122           1.03326         44.0196         0.675223        
W993    2099.76         2072.06         0.122           1.01337         49.3224         0.298588        
W994    2100.28         2078.91         0.122           1.01028         45.7366         0.786212        
W995    2100.75         2108.59         0.122           0.996282        45.197          0.400073        
W996    2101.17         1966.55         0.122           1.06845         54.2971         1.0376          
W997    2101.53         2201.79         0.122           0.954465        57.6026         0.956161        
W998    2101.85         2065.71         0.122           1.0175          49.9871         0.639538        
W999    2102.11         2003.87         0.122           1.04903         44.7997         0.599842        
W1000   2102.32         1928.2          0.122           1.0903          44.4788         1.55036         
W1001   2102.48         1930.19         0.122           1.08926         46.8164         0.924339        
W1002   2102.58         1972.3          0.122           1.06606         57.2439         3.10622         
W1003   2102.63         1919.58         0.122           1.09536         59.7473         1.30822         
W1004   2102.63         1969.27         0.122           1.06772         44.915          1.07291         
W1005   2102.58         2027.81         0.122           1.03688         45.0574         1.84371         
W1006   2102.48         2081.74         0.122           1.00996         42.918          0.591541        
W1007   2102.32         1954.23         0.122           1.07578         46.3638         3.73389         
W1008   2102.11         1896.07         0.122           1.10867         53.8216         1.22798         
W1009   2101.85         2022.15         0.122           1.03941         55.8405         1.817           
W1010   2101.53         2101.02         0.122           1.00024         43.2749         0.852048        
W1011   2101.17         1835.21         0.122           1.14492         56.6614         2.80267         
W1012   2100.75         2159.06         0.122           0.972992        45.2848         2.43591         
W1013   2100.28         2260.24         0.122           0.929229        66.4201         1.02429         
W1014   2099.76         2057.37         0.122           1.0206          54.8685         2.02799         
W1015   2099.18         2108            0.122           0.995817        45.1104         1.19554         
W1016   2098.56         2153.27         0.122           0.97459         49.6569         1.07582         
W1017   2097.88         2139.85         0.122           0.980386        47.0266         0.642924        
W1018   2097.15         2127.74         0.122           0.985626        43.8168         2.0403          
W1019           2096.37         2272.33         0.922566        167.469         1.03077         
W1020   2095.54         2382.67         0.122           0.879494        40.5798         0.9456          
W1021   2094.87         2092.66         0.122           1.00105         105.783         0.876922        
W1022   2095.7          2040.3          0.122           1.02715         54.2037         1.86793         
W1023   2096.48         2123.61         0.122           0.987223        48.1428         1.18017         
W1024   2097.21         2096.99         0.122           1.0001          35.9254         2.05524         
W1025   2097.88         2024.69         0.122           1.03615         46.8028         0.829712        
W1026   2098.51         2036.93         0.122           1.03023         55.8647         1.09193         
W1027   2099.08         1984.47         0.122           1.05775         42.5642         1.57706         
W1028   2099.6          2047.55         0.122           1.02542         45.1563         0.772577        
W1029   2100.07         2100.87         0.122           0.999618        48.2599         1.84152         
W1030   2100.49         2070.96         0.122           1.01426         44.151          0.573695        
W1031   2100.86         2100.09         0.122           1.00036         50.3899         1.20475         
W1032   2101.17         2029.15         0.122           1.03549         46.324          0.539769        
W1033   2101.43         1948.75         0.122           1.07835         47.9635         1.19296         
W1034   2101.64         2002.02         0.122           1.04976         45.8815         1.18273         
W1035   2101.8          2108.39         0.122           0.996872        53.7507         1.2761          
W1036   2101.9          2170.51         0.122           0.968392        51.3483         1.21732         
W1037   2101.95         2001.43         0.122           1.05023         55.1095         1.53358         
W1038   2101.95         2018.19         0.122           1.0415          44.2827         1.82026         
W1039   2101.9          1961.31         0.122           1.07168         50.9077         0.461314        
W1040   2101.8          1975.41         0.122           1.06398         52.3322         2.29083         
W1041   2101.64         1804.18         0.122           1.16487         55.5579         1.21681         
W1042   2101.43         1997.39         0.122           1.05209         60.338          1.02406         
W1043   2101.17         2120.8          0.122           0.990744        48.816          0.830566        
W1044   2100.86         2044.05         0.122           1.02779         59.0238         1.58193         
W1045   2100.49         2125.83         0.122           0.988078        39.2915         1.23304         
W1046   2100.07         2070.12         0.122           1.01447         53.3926         0.449064        
W1047   2099.6          1818.9          0.122           1.15433         55.494          1.26751         
W1048   2099.08         1819.95         0.122           1.15337         53.9567         4.017           
W1049   2098.51         1986.52         0.122           1.05637         51.1052         0.468733        
W1050   2097.88         2090.51         0.122           1.00353         55.5739         0.49833         
W1051   2097.21         2112.44         0.122           0.992787        49.2067         0.792046        
W1052   2096.48         2137.65         0.122           0.98074         54.6689         1.04944         
W1053   2095.7          1874.27         0.122           1.11814         68.053          1.10118         
W1054   2094.87         1875.53         0.122           1.11695         13.2387         1.52536         
W1055   2094.15         3049.93         0.122           0.686622        1.05441         4.52394e-06     
W1056   2094.98         1934.4          0.122           1.08301         46.0687         0.661919        
W1057   2095.75         2112.27         0.122           0.992181        45.3074         1.16502         
W1058   2096.48         1970.87         0.122           1.06373         62.9025         1.24019         
W1059   2097.15         2085.4          0.122           1.00564         42.8639         2.48285         
W1060   2097.78         2147.15         0.122           0.977007        53.6119         0.460907        
W1061   2098.35         1925.61         0.122           1.08971         63.6593         1.14229         
W1062   2098.87         1939.81         0.122           1.082           53.8162         1.3959          
W1063   2099.34         2015.89         0.122           1.0414          57.6956         0.598997        
W1064   2099.76         2069.17         0.122           1.01478         39.3827         1.12518         
W1065   2100.13         2031.42         0.122           1.03382         44.7181         0.573228        
W1066   2100.44         2035.79         0.122           1.03176         40.9178         1.41987         
W1067   2100.7          2077.49         0.122           1.01117         41.7245         0.570819        
W1068   2100.91         1976.91         0.122           1.06272         51.2536         0.771186        
W1069   2101.07         2173.53         0.122           0.96666         35.5127         1.23025         
W1070   2101.17         2126.21         0.122           0.988223        54.2842         0.958375        
W1071   2101.22         1960.78         0.122           1.07163         49.7175         1.14617         
W1072   2101.22         1965.83         0.122           1.06887         44.4366         0.326247        
W1073   2101.17         1950.81         0.122           1.07708         47.3271         1.57463         
W1074   2101.07         2087.24         0.122           1.00662         47.3619         0.658609        
W1075   2100.91         1942.71         0.122           1.08143         55.2684         1.13708         
W1076   2100.7          2024.38         0.122           1.0377          49.0076         1.31416         
W1077   2100.44         1847.35         0.122           1.137           57.5858         2.43015         
W1078   2100.13         2079.19         0.122           1.01007         54.7182         0.887083        
W1079   2099.76         1974.7          0.122           1.06333         49.3742         1.37369         
W1080   2099.34         2041.68         0.122           1.02824         36.019          1.94963         
W1081   2098.87         1934.26         0.122           1.0851          43.1378         0.599649        
W1082   2098.35         1987.56         0.122           1.05574         30.378          2.15856         
W1083   2097.78         1989.71         0.122           1.05431         41.2558         2.73826         
W1084   2097.15         2002.76         0.122           1.04713         50.1836         1.50393         
W1085   2096.48         2029.86         0.122           1.03282         45.1015         1.9681          
W1086   2095.75         1973.51         0.122           1.06194         57.3482         1.55558         
W1087   2094.98         2121.68         0.122           0.987412        11.3355         1.68212         
W1088   2094.15         1910.39         0.122           1.09619         57.4784         0.613742        
W1089           2093.37         1935.95         1.08131         152.855         1.1685          
W1090           2094.2          1814.96         1.15385         122.417         1.84234         
W1091   2094.98         4809.93         0.122           0.5             1.05436         4.51049e-06     
W1092   2095.7          1012.45         0.122           2               198.601         1.77093         
W1093   2096.38         1573.71         0.122           1.33212         52.9416         2.15318         
W1094   2097            1775.24         0.122           1.18125         12.4174         0.212393        
W1095   2097.57         1521.18         0.122           1.37891         50.4758         1.09736         
W1096   2098.09         1550.49         0.122           1.35318         44.5953         0.897073        
W1097   2098.56         1849.55         0.122           1.13464         77.605          0.515271        
W1098   2098.98         2116.93         0.122           0.991519        48.2404         1.09467         
W1099   2099.34         1973.97         0.122           1.06351         49.9178         1.38239         
W1100   2099.66         2000.49         0.122           1.04957         47.4004         3.49199         
W1101   2099.92         2007.86         0.122           1.04585         64.7588         3.02747         
W1102   2100.13         2011.91         0.122           1.04385         54.2486         0.486971        
W1103   2100.28         2016.02         0.122           1.0418          50.1291         1.59634         
W1104   2100.39         1978.2          0.122           1.06177         61.0504         0.863221        
W1105   2100.44         1953.74         0.122           1.07509         51.3215         0.868232        
W1106   2100.44         1842.38         0.122           1.14007         50.0912         1.45476         
W1107   2100.39         1965.23         0.122           1.06877         43.0048         0.977078        
W1108   2100.28         1806.29         0.122           1.16276         53.2818         1.14674         
W1109   2100.13         1965.42         0.122           1.06854         54.6178         0.587751        
W1110   2099.92         1930.34         0.122           1.08785         42.1445         0.936884        
W1111   2099.66         2005            0.122           1.04721         53.4353         0.669793        
W1112   2099.34         2100.11         0.122           0.999636        47.8599         0.531122        
W1113   2098.98         2018.11         0.122           1.04007         51.5557         1.3037          
W1114   2098.56         1925.32         0.122           1.08998         54.3922         1.21147         
W1115   2098.09         2040.13         0.122           1.02841         44.9049         0.623776        
W1116   2097.57         2066.03         0.122           1.01526         41.3348         1.19141         
W1117   2097            2015.01         0.122           1.04069         44.1907         1.37594         
W1118   2096.38         2150.91         0.122           0.974646        93.9873         1.54936         
W1119   2095.7          1810.95         0.122           1.15724         47.6527         2.63254         
W1120   2094.98         3229.93         0.122           0.648615        1.0544          4.52255e-06     
W1121   2094.2          2144.34         0.122           0.976619        81.6974         1.51773         
W1122   2093.37         1993.58         0.122           1.05005         21.2094         0.524523        
W1123   2092.55         1419.37         0.122           1.47428         199.993         1.28795         
W1125   2094.15         1673.3          0.122           1.25151         22.0555         0.404993        
W1126   2094.87         1461.67         0.122           1.4332          59.9673         0.694715        
W1127   2095.55         1481.99         0.122           1.41401         11.7316         1.59334         
W1128   2096.17         1533.44         0.122           1.36698         27.004          1.48463         
W1129   2096.74         1496.19         0.122           1.40139         44.1541         0.912251        
W1130   2097.26         1529.3          0.122           1.37139         47.9765         1.13677         
W1131   2097.73         1653.56         0.122           1.26862         49.3473         2.34597         
W1132   2098.15         1744.67         0.122           1.20261         99.8735         0.334815        
W1133   2098.51         1758.55         0.122           1.19332         85.4639         0.777365        
W1134   2098.82         1967.11         0.122           1.06696         62.7609         1.02795         
W1135   2099.08         1941.21         0.122           1.08133         44.5106         3.54374         
W1136   2099.29         1812.25         0.122           1.15839         71.3524         0.588012        
W1137   2099.45         1966.1          0.122           1.06782         71.3913         1.14377         
W1138   2099.55         1723.82         0.122           1.21797         191.777         0.373305        
W1139   2099.61         1759.08         0.122           1.19358         97.9401         2.7723          
W1140   2099.61         1758.68         0.122           1.19386         68.6297         0.814191        
W1141   2099.55         1850.22         0.122           1.13476         94.7197         0.3864          
W1142   2099.45         1812.8          0.122           1.15813         45.2403         0.473053        
W1143   2099.29         1901.3          0.122           1.10413         112.326         0.372163        
W1144   2099.08         2042.45         0.122           1.02773         40.6183         0.768293        
W1145   2098.82         2015.16         0.122           1.04152         29.5526         0.913452        
W1146   2098.51         1988.28         0.122           1.05544         61.7952         1.27746         
W1147   2098.15         1966.68         0.122           1.06685         54.6327         3.03637         
W1148   2097.73         1988.71         0.122           1.05482         48.062          3.08196         
W1149   2097.26         1590.69         0.122           1.31846         143.247         2.37362         
W1150   2096.74         1659.69         0.122           1.26333         127.174         1.34151         
W1151   2096.17         1771.16         0.122           1.18351         59.793          0.983373        
W1152   2095.55         1716.32         0.122           1.22095         13.0704         0.50356         
W1153   2094.87         1701.84         0.122           1.23095         42.126          2.12105         
W1154   2094.15         1855.46         0.122           1.12864         64.1698         0.499026        
W1155   2093.37         1876.71         0.122           1.11545         108.61          1.60544         
W1156   2092.55         1949.66         0.122           1.07329         56.3706         1.99417         
