Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W416    2103.84         2022.29         0.122           1.04032         47.4448         0.571727        
W417    2104.31         1488.37         0.122           1.41383         61.3832         4.65266         
W418    2104.73         1935.57         0.122           1.08739         46.3222         1.85082         
W419    2105.1          1870.81         0.122           1.12523         43.9223         1.53921         
W420    2105.41         1892.28         0.122           1.11264         40.832          6.35957         
W421    2105.68         1835.22         0.122           1.14737         40.933          2.19713         
W422    2105.89         1871.68         0.122           1.12513         39.0323         7.72496         
W423    2106.05         1823.93         0.122           1.15467         41.9886         31.0829         
W424    2106.15         1689.15         0.122           1.24687         44.1168         18.9553         
W425    2106.2          1608.16         0.122           1.3097          43.6186         13.2801         
W426    2106.2          1619.37         0.122           1.30063         44.0323         29.7626         
W427    2106.15         1658.98         0.122           1.26955         47.1218         20.8141         
W428    2106.05         1796.41         0.122           1.17236         53.3026         15.2942         
W429    2105.89         1744.06         0.122           1.20746         47.8696         14.4661         
W430    2105.68         1614.13         0.122           1.30453         49.7767         24.0131         
W431    2105.41         1823.03         0.122           1.1549          50.8139         7.42338         
W432    2105.1          1933.93         0.122           1.08851         42.5062         1.54886         
W433    2104.73         1775.49         0.122           1.18544         44.8939         3.84552         
W434    2104.31         1746.48         0.122           1.20488         49.2954         2.012           
W435    2103.84         1868.88         0.122           1.12572         44.5068         1.1671          
W436    2103.31         1796.29         0.122           1.17092         53.7207         0.772136        
W437    2102.73         1888.76         0.122           1.11329         40.3623         0.201165        
W438    2102.1          1815.39         0.122           1.15793         47.7535         0.182079        
W439    2101.42         1917.52         0.122           1.0959          44.1166         0.852649        
W440    2100.69         1939.4          0.122           1.08316         41.2698         2.22927         
W441    2099.91         1894.66         0.122           1.10833         46.8998         1.11122         
W442    2099.07         1732.17         0.122           1.21181         47.1303         0.883918        
W443    2099.28         1898.28         0.122           1.10589         51.5205         0.993812        
W444    2100.12         2022.3          0.122           1.03848         36.8824         2.5661          
W445    2100.9          1909.61         0.122           1.10017         48.2635         1.40735         
W446    2101.63         2025.16         0.122           1.03776         46.9086         0.838278        
W447    2102.31         1921.19         0.122           1.09428         42.1729         0.316378        
W448    2102.94         1908.99         0.122           1.1016          40.8977         0.845203        
W449    2103.52         1924.69         0.122           1.09291         41.4803         0.830098        
W450    2104.05         1850.67         0.122           1.13691         46.3233         1.33422         
W451    2104.52         1777.79         0.122           1.18378         48.6923         0.741531        
W452    2104.94         1889.33         0.122           1.11412         48.9117         0.606209        
W453    2105.31         1739.44         0.122           1.21034         52.0998         1.76554         
W454    2105.62         1768.12         0.122           1.19088         51.8255         6.42034         
W455    2105.89         1725.75         0.122           1.22028         48.4826         59.5811         
W456    2106.1          1780.03         0.122           1.18318         41.5391         9.23903         
W457    2106.26         1741.54         0.122           1.20942         40.1516         29.906          
W458    2106.36         1709.31         0.122           1.23229         50.1814         113.349         
W459    2106.41         1390.79         0.122           1.51454         44.7544         356.443         
W460    2106.41         1520.32         0.122           1.38551         45.7606         62.2939         
W461    2106.36         1603.61         0.122           1.31352         45.3071         129.977         
W462    2106.26         1561.03         0.122           1.34927         53.9755         135.55          
W463    2106.1          1635.24         0.122           1.28794         43.5724         27.9587         
W464    2105.89         1792.06         0.122           1.17512         42.4873         4.65751         
W465    2105.62         1804.15         0.122           1.1671          43.7377         8.57963         
W466    2105.31         1904.42         0.122           1.10549         46.4347         2.4946          
W467    2104.94         1729.93         0.122           1.21678         49.3116         3.90263         
W468    2104.52         1595.73         0.122           1.31884         52.0407         5.39325         
W469    2104.05         1799.19         0.122           1.16944         48.1172         1.87373         
W470    2103.52         1876.1          0.122           1.12122         42.0555         0.715133        
W471    2102.94         1896.23         0.122           1.10901         40.7243         2.2913          
W472    2102.31         1940.3          0.122           1.0835          43.3785         0.997908        
W473    2101.63         1981.32         0.122           1.06072         42.1896         1.67204         
W474    2100.9          1920.36         0.122           1.09401         44.9379         0.837564        
W475    2100.12         1776.6          0.122           1.1821          54.8987         1.01926         
W476    2099.28         1832.34         0.122           1.14568         50.034          2.02672         
W477    2099.44         1415.14         0.122           1.48355         73.15           2.38669         
W478    2100.27         1905.51         0.122           1.10221         53.1623         1.05136         
W479    2101.06         2006.85         0.122           1.04694         41.6924         1.33008         
W480    2101.79         1929.43         0.122           1.08933         47.5632         1.14616         
W481    2102.47         1787.51         0.122           1.1762          49.8396         1.16966         
W482    2103.1          1841.67         0.122           1.14195         40.7276         0.85932         
W483    2103.68         1723.83         0.122           1.22035         47.7384         1.37669         
W484    2104.2          1731.92         0.122           1.21496         41.8014         1.50338         
W485    2104.68         1792.21         0.122           1.17434         47.9414         1.86052         
W486    2105.1          1935.69         0.122           1.08752         45.8351         1.09137         
W487    2105.47         1828.23         0.122           1.15164         53.883          4.27874         
W488    2105.78         2105.5          0.122           1.00014         53.3828         18.6992         
W489    2106.05         1883.59         0.122           1.1181          45.6815         8.80037         
W490    2106.26         1786.06         0.122           1.17928         45.4311         34.1305         
W491            2106.41         1674.36         1.25804         74.8148         845.021         
W492    2106.52         1332.88         0.122           1.58043         59.5076         477.062         
W493    2106.57         1400.2          0.122           1.50448         38.0669         554.395         
W494    2106.57         1392.44         0.122           1.51287         50.7713         160.816         
W495    2106.52         1546.95         0.122           1.36172         56.9983         143.51          
W496    2106.41         1802.16         0.122           1.16883         42.478          77.3352         
W497    2106.26         1682.79         0.122           1.25164         46.8991         169.874         
W498    2106.05         1824.9          0.122           1.15406         40.9072         42.5482         
W499    2105.78         1623.61         0.122           1.29697         48.033          17.9179         
W500    2105.47         1720.78         0.122           1.22356         48.1662         9.80413         
W501    2105.1          1739.43         0.122           1.21022         42.7014         0.666856        
W502    2104.68         1728.13         0.122           1.21789         40.985          2.09496         
W503    2104.2          1816.09         0.122           1.15865         43.5885         1.71719         
W504    2103.68         1872.69         0.122           1.12335         40.1112         0.705556        
W505    2103.1          1874.22         0.122           1.12212         40.7798         0.883495        
W506    2102.47         1946.33         0.122           1.08022         41.5687         1.54202         
W507    2101.79         1861.71         0.122           1.12895         49.7009         1.72653         
W508    2101.06         1922.81         0.122           1.0927          47.1048         1.00315         
W509    2100.27         1988.81         0.122           1.05605         43.8011         0.717327        
W510    2099.44         1897.66         0.122           1.10633         50.9657         0.433734        
W511    2099.54         1825.68         0.122           1.15            87.8068         0.279459        
W512    2100.38         1696.23         0.122           1.23826         59.3434         1.342           
W513    2101.16         1888.7          0.122           1.11249         42.0304         0.975481        
W514    2101.89         1856.58         0.122           1.13213         41.44           0.577428        
W515    2102.57         1799.59         0.122           1.16836         41.9398         2.29045         
W516    2103.2          1704.11         0.122           1.23419         49.5324         1.15962         
W517    2103.78         1728.04         0.122           1.21744         38.0423         0.819119        
W518    2104.31         1696.66         0.122           1.24026         40.6652         0.184819        
W519    2104.78         1638.45         0.122           1.28461         41.4576         1.67043         
W520    2105.2          1685.9          0.122           1.24871         56.1716         13.4361         
W521    2105.57         1862.75         0.122           1.13036         49.1846         2.46023         
W522    2105.89         1559.92         0.122           1.35            52.2807         38.7594         
W523    2106.15         1609.01         0.122           1.30897         45.4934         187.857         
W524    2106.36         1588.15         0.122           1.3263          47.4859         35.2852         
W525    2106.52         1324.54         0.122           1.59038         49.0392         1377.6          
W526            2106.63         1476.48         1.42679         73.9988         4.40335         
W527            2106.68         1353.94         1.55596         59.8385         3.69307         
W528            2106.68         1264.1          1.66655         73.6991         10.3326         
W529            2106.63         1416.04         1.48769         155.156         2.67748         
W530    2106.52         1741.21         0.122           1.2098          55.0523         196.278         
W531    2106.36         1627.59         0.122           1.29416         51.5291         106.966         
W532    2106.15         1628.17         0.122           1.29357         46.3429         37.0068         
W533    2105.89         1572.89         0.122           1.33886         44.1442         4.83985         
W534    2105.57         1819.4          0.122           1.15729         55.531          16.423          
W535    2105.2          1833.36         0.122           1.14827         44.871          0.625534        
W536    2104.78         1712.46         0.122           1.2291          47.309          7.56513         
W537    2104.31         1755.91         0.122           1.19842         43.9152         0.812862        
W538    2103.78         1856.09         0.122           1.13345         39.8794         0.447987        
W539    2103.2          1867.95         0.122           1.12594         42.0817         0.901031        
W540    2102.57         1863.82         0.122           1.1281          48.8593         2.05847         
W541    2101.89         2056.37         0.122           1.02214         52.3839         1.06119         
W542    2101.16         2001.04         0.122           1.05003         41.7526         1.60194         
W543    2100.38         1881.89         0.122           1.1161          60.5891         1.09956         
W544    2099.54         1808.18         0.122           1.16113         39.925          1.23979         
W545    2099.59         1792.19         0.122           1.17152         79.0204         0.372847        
W546    2100.43         1784.84         0.122           1.17682         40.0811         0.437434        
W547    2101.21         1853.73         0.122           1.13351         37.3689         1.73956         
W548    2101.95         1873.33         0.122           1.12204         38.7444         1.07739         
W549    2102.63         1940.37         0.122           1.08362         48.2711         1.12819         
W550    2103.26         1762.39         0.122           1.19341         47.5136         2.0131          
W551    2103.83         1635.43         0.122           1.28641         43.614          0.529834        
W552    2104.36         1604.97         0.122           1.31115         42.0531         3.34065         
W553    2104.83         1621.11         0.122           1.29839         42.6864         7.2211          
W554    2105.25         1789.54         0.122           1.17642         48.5593         4.42744         
W555    2105.62         2010.37         0.122           1.04738         50.3295         6.80416         
W556    2105.94         1688.36         0.122           1.24733         48.1046         8.36604         
W557    2106.2          1669.1          0.122           1.26188         36.565          46.415          
W558    2106.41         1560.42         0.122           1.34991         38.978          70.6868         
W559    2106.57         1463.01         0.122           1.43989         37.7888         298.687         
W560            2106.68         1350            1.5605          66.0721         3.77487         
W563            2106.68         1500.67         1.40382         86.3891         4.24143         
W564    2106.57         1520.01         0.122           1.3859          42.8039         387.602         
W565    2106.41         1507.78         0.122           1.39703         41.373          174.877         
W566    2106.2          1478.93         0.122           1.42414         42.5485         45.2493         
W567    2105.94         1608.64         0.122           1.30915         39.2032         10.7022         
W568    2105.62         1578.19         0.122           1.33421         54.1879         10.6555         
W569    2105.25         1888.92         0.122           1.11453         42.5757         4.62523         
W570    2104.83         1721.48         0.122           1.22269         48.6294         8.2689          
W571    2104.36         1830.56         0.122           1.14957         39.7956         3.2836          
W572    2103.83         1823.86         0.122           1.15351         47.966          3.95054         
W573    2103.26         1912.66         0.122           1.09965         38.1985         1.33147         
W574    2102.63         1829.5          0.122           1.14929         45.7791         0.776571        
W575    2101.95         1806.6          0.122           1.16348         51.6396         1.72461         
W576    2101.21         2000.09         0.122           1.05056         44.1737         1.09147         
W577    2100.43         1689.49         0.122           1.24323         44.7513         1.04844         
W578    2099.59         1872.62         0.122           1.12121         58.4654         0.476999        
W579    2099.59         1864.16         0.122           1.1263          43.0717         1.41672         
W580    2100.43         1808.51         0.122           1.16141         44.494          1.68617         
W581    2101.21         1869.61         0.122           1.12388         46.0013         0.994486        
W582    2101.95         1897.06         0.122           1.108           43.2516         1.16584         
W583    2102.63         1914.23         0.122           1.09842         49.8965         1.66311         
W584    2103.26         1750.21         0.122           1.20171         44.7642         2.26173         
W585    2103.83         1778.65         0.122           1.18283         42.7663         1.21359         
W586    2104.36         1753.09         0.122           1.20037         42.275          0.652744        
W587    2104.83         1601.2          0.122           1.31453         53.951          8.25531         
W588    2105.25         1698.49         0.122           1.23948         48.0004         2.82727         
W589    2105.62         1446.12         0.122           1.45605         51.9001         40.6315         
W590    2105.94         1379.91         0.122           1.52614         43.8415         76.5514         
W591    2106.2          1507.87         0.122           1.39681         45.5363         90.3177         
W592    2106.41         1625.71         0.122           1.29569         36.2251         78.2294         
W593    2106.57         1342.52         0.122           1.56912         49.7006         1654.19         
W594            2106.68         1400.62         1.50411         63.7316         20.2417         
W597            2106.68         1430            1.4732          34.6938         3.88315         
W598    2106.57         1456.65         0.122           1.44618         39.3218         310.822         
W599    2106.41         1577.77         0.122           1.33505         34.4264         112.828         
W600    2106.2          1616.24         0.122           1.30315         35.716          22.5648         
W601    2105.94         1671.55         0.122           1.25987         40.5858         4.26777         
W602    2105.62         1791.34         0.122           1.17545         47.2864         7.58088         
W603    2105.25         1808.81         0.122           1.16389         49.8624         1.89518         
W604    2104.83         1704.32         0.122           1.235           45.7658         2.70702         
W605    2104.36         1593.42         0.122           1.32066         48.9803         4.74512         
W606    2103.83         1686.06         0.122           1.24778         48.2412         1.10781         
W607    2103.26         1781.79         0.122           1.18042         46.7008         0.372233        
W608    2102.63         1810.81         0.122           1.16115         43.9509         0.22409         
W609    2101.95         1884.88         0.122           1.11516         44.8972         1.62984         
W610    2101.21         1912.45         0.122           1.0987          41.8042         0.970513        
W611    2100.43         1818.2          0.122           1.15522         45.6251         1.39129         
W612    2099.59         1794.96         0.122           1.16972         43.563          1.3084          
W613    2099.54         1864.06         0.122           1.12633         48.0269         0.99809         
W614    2100.38         1868.73         0.122           1.12396         53.2637         0.584081        
W615    2101.16         1981.01         0.122           1.06065         47.7086         1.41142         
W616    2101.89         1884.32         0.122           1.11547         43.691          1.00148         
W617    2102.57         1909.09         0.122           1.10135         39.549          1.15098         
W618    2103.2          1700.49         0.122           1.23683         47.998          0.921813        
W619    2103.78         1825.49         0.122           1.15245         43.2716         1.97172         
W620    2104.31         1750.52         0.122           1.2021          51.1216         1.12498         
W621    2104.78         1891.35         0.122           1.11285         45.0253         2.63919         
W622    2105.2          1874.9          0.122           1.12283         48.3174         1.44554         
W623    2105.57         1596.25         0.122           1.31908         44.1358         9.30165         
W624    2105.89         1487.9          0.122           1.41534         43.1135         21.438          
W625    2106.15         1526.19         0.122           1.38001         42.9173         89.7711         
W626    2106.36         1590.14         0.122           1.32464         39.7331         35.8854         
W627    2106.52         1297.21         0.122           1.62389         47.3234         560.443         
W628            2106.63         1554.75         1.35496         75.342          30.6903         
W629            2106.68         1400.29         1.50446         72.3688         16.362          
W630            2106.68         1373.56         1.53374         73.3298         56.0213         
W631            2106.63         1334.32         1.57881         62.192          13.6274         
W632    2106.52         1444.8          0.122           1.458           45.0244         127.682         
W633    2106.36         1474.67         0.122           1.42836         44.6728         189.966         
W634    2106.15         1599.76         0.122           1.31654         35.9379         29.9926         
W635    2105.89         1556.83         0.122           1.35268         38.9795         15.4368         
W636    2105.57         1599.62         0.122           1.3163          42.5913         16.9413         
W637    2105.2          1642.42         0.122           1.28177         41.9686         19.2456         
W638    2104.78         1597.46         0.122           1.31758         40.3183         1.77058         
W639    2104.31         1598            0.122           1.31684         35.3219         3.95433         
W640    2103.78         1625.91         0.122           1.29391         42.8748         0.926522        
W641    2103.2          1797.49         0.122           1.17008         50.7988         2.36386         
W642    2102.57         1787.59         0.122           1.17621         44.7523         0.967194        
W643    2101.89         1854.95         0.122           1.13313         40.9127         1.37591         
W644    2101.16         1859.41         0.122           1.13002         44.3574         0.729354        
W645    2100.38         1758.38         0.122           1.1945          50.5382         1.82789         
W646    2099.54         1812.51         0.122           1.15836         99.7134         1.12549         
W647    2099.44         1642.18         0.122           1.27845         47.2651         2.15401         
W648    2100.27         1769            0.122           1.18727         52.6142         0.820749        
W649    2101.06         1819.22         0.122           1.15492         47.9335         1.46944         
W650    2101.79         1840.25         0.122           1.14212         44.3337         1.04544         
W651    2102.47         1875.69         0.122           1.12091         38.3812         0.719118        
W652    2103.1          1877.54         0.122           1.12014         39.3722         0.87618         
W653    2103.68         1896.69         0.122           1.10913         46.951          2.49974         
W654    2104.2          1972.62         0.122           1.06671         41.306          2.64833         
W655    2104.68         1729.82         0.122           1.2167          52.2264         2.7898          
W656    2105.1          1680.88         0.122           1.25237         49.385          5.1857          
W657    2105.47         1572.23         0.122           1.33916         46.65           2.13623         
W658    2105.78         1614.92         0.122           1.30395         44.6129         16.6646         
W659    2106.05         1730.6          0.122           1.21695         47.3598         9.78203         
W660    2106.26         1566.81         0.122           1.34429         43.3412         100.66          
W661    2106.41         1565.5          0.122           1.34552         53.1994         57.6625         
W662    2106.52         1635.8          0.122           1.28776         46.5091         57.7185         
W663    2106.57         1450            0.122           1.45281         50.7441         137.957         
W664    2106.57         1392.98         0.122           1.51228         43.4024         168.407         
W665    2106.52         1347.59         0.122           1.56317         52.2753         343.621         
W666    2106.41         1489.85         0.122           1.41384         47.3291         131.09          
W667    2106.26         1589.06         0.122           1.32547         36.8973         22.26           
W668    2106.05         1653.6          0.122           1.27361         35.0995         22.1824         
W669    2105.78         1562.68         0.122           1.34755         38.4041         17.9841         
W670    2105.47         1557.11         0.122           1.35216         41.4814         5.00102         
W671    2105.1          1599.84         0.122           1.31582         39.5792         1.70269         
W672    2104.68         1611.23         0.122           1.30625         37.5339         0.935253        
W673    2104.2          1678.29         0.122           1.25378         38.4441         0.308358        
W674    2103.68         1618.61         0.122           1.29968         43.9943         1.15374         
W675    2103.1          1654.88         0.122           1.27084         42.2397         0.840335        
W676    2102.47         1771.1          0.122           1.1871          46.8552         2.01244         
W677    2101.79         1820.52         0.122           1.1545          39.1839         0.267857        
W678    2101.06         1843.08         0.122           1.13997         40.9718         1.50941         
W679    2100.27         1876.31         0.122           1.11936         50.5497         1.90749         
W680    2099.44         1744.28         0.122           1.20361         72.2752         2.90405         
W681    2099.28         1661.01         0.122           1.26386         56.9279         1.39522         
W682    2100.12         1752.32         0.122           1.19848         47.6852         0.492254        
W683    2100.9          1810.88         0.122           1.16016         40.0775         0.390565        
W684    2101.63         1846.22         0.122           1.13834         38.0874         0.873407        
W685    2102.31         1786.63         0.122           1.17669         51.8575         3.30388         
W686    2102.94         1838.65         0.122           1.14374         39.7342         1.28454         
W687    2103.52         1806.3          0.122           1.16455         45.4904         1.43439         
W688    2104.05         1788.06         0.122           1.17672         47.7507         1.08504         
W689    2104.52         1784.63         0.122           1.17925         46.0903         0.860866        
W690    2104.94         1608.37         0.122           1.30874         56.4693         1.06861         
W691    2105.31         1100.7          0.122           1.91269         71.9917         19.7523         
W692    2105.62         1641.29         0.122           1.28291         64.6509         4.7484          
W693    2105.89         1918.1          0.122           1.0979          48.9492         17.6368         
W694    2106.1          1693.46         0.122           1.24367         47.803          17.1181         
W695    2106.26         1691.64         0.122           1.2451          40.6736         29.0202         
W696    2106.36         1714.2          0.122           1.22877         45.5247         18.1003         
W697    2106.41         1147.14         0.122           1.83624         95.9046         78.7448         
W698    2106.41         1598.78         0.122           1.31751         47.8456         58.4917         
W699    2106.36         1595.9          0.122           1.31986         52.9642         9.53691         
W700    2106.26         1683.02         0.122           1.25148         39.2733         18.6494         
W701    2106.1          1565.28         0.122           1.34551         46.951          92.5135         
W702    2105.89         1644.2          0.122           1.2808          37.2791         7.80024         
W703    2105.62         1652.93         0.122           1.27388         43.511          8.27413         
W704    2105.31         1719.8          0.122           1.22416         38.8574         1.20072         
W705    2104.94         1705.44         0.122           1.23425         38.1618         1.67778         
W706    2104.52         1672.05         0.122           1.25864         38.2139         1.45621         
W707    2104.05         1734.63         0.122           1.21297         41.5173         0.671023        
W708    2103.52         1788.15         0.122           1.17636         37.4743         2.59301         
W709    2102.94         1753.27         0.122           1.19944         39.5272         2.04359         
W710    2102.31         1638.47         0.122           1.28309         49.9914         1.54014         
W711    2101.63         1774.16         0.122           1.18458         39.9898         0.748896        
W712    2100.9          1789.61         0.122           1.17394         48.0364         0.598641        
W713    2100.12         1889.53         0.122           1.11145         54.3776         0.461304        
W714    2099.28         1701.85         0.122           1.23353         69.7974         1.0342          
W715    2099.07         1802.18         0.122           1.16474         51.2606         2.07643         
W716    2099.91         1794.64         0.122           1.1701          39.7146         1.09412         
W717    2100.69         1793.56         0.122           1.17124         41.9809         2.51305         
W718    2101.42         1790.81         0.122           1.17345         42.19           1.39996         
W719    2102.1          1649.76         0.122           1.27419         46.4139         0.81183         
W720    2102.73         1689.92         0.122           1.24428         46.5146         1.17006         
W721    2103.31         1779.58         0.122           1.18191         38.7935         0.361513        
W722    2103.84         1717.12         0.122           1.22521         42.6273         1.1146          
W723    2104.31         1590.64         0.122           1.32294         47.6682         2.68788         
W724    2104.73         1594.19         0.122           1.32025         40.2067         2.80674         
W725    2105.1          1702.5          0.122           1.23648         48.0146         3.38972         
W726    2105.41         1790.71         0.122           1.17574         45.425          22.8877         
W727    2105.68         1600.92         0.122           1.31529         52.556          25.5285         
W728    2105.89         1781.5          0.122           1.18209         41.2829         4.03291         
W729    2106.05         1630.21         0.122           1.29188         44.3047         30.2007         
W730    2106.15         1576.38         0.122           1.33607         44.1825         23.1965         
W731    2106.2          1574.87         0.122           1.33738         50.2765         20.7191         
W732    2106.2          1425.58         0.122           1.47744         54.4067         229.141         
W733    2106.15         1715.33         0.122           1.22784         41.8528         25.9207         
W734    2106.05         1662.67         0.122           1.26666         47.2203         39.0655         
W735    2105.89         1729.5          0.122           1.21763         38.514          11.1957         
W736    2105.68         1573.56         0.122           1.33816         47.9864         35.016          
W737    2105.41         1753.36         0.122           1.20079         47.2989         4.77015         
W738    2105.1          1709.8          0.122           1.23119         44.4707         1.78234         
W739    2104.73         1563.72         0.122           1.34597         51.7336         4.08967         
W740    2104.31         1683.87         0.122           1.24969         39.8562         0.98465         
W741    2103.84         1720.3          0.122           1.22295         37.0718         0.631399        
W742    2103.31         1716            0.122           1.22571         43.9657         2.05085         
W743    2102.73         1794.85         0.122           1.17154         39.0732         0.707378        
W744    2102.1          1785.98         0.122           1.177           40.4561         0.570723        
W745    2101.42         1793.3          0.122           1.17182         43.5502         2.18332         
W746    2100.69         1825.51         0.122           1.15074         41.2796         0.608323        
W747    2099.91         1899.79         0.122           1.10533         55.6689         0.648244        
W748    2099.07         1629.48         0.122           1.28819         65.3846         1.50516         
W749    2098.81         1921.73         0.122           1.09214         31.0377         0.631863        
W750    2099.65         1799.93         0.122           1.16652         54.4064         0.779117        
W751    2100.43         1792.46         0.122           1.17181         56.4304         1.27342         
W752    2101.16         1905.79         0.122           1.10251         56.5336         2.23683         
W753    2101.84         1750.17         0.122           1.20094         55.3646         1.56488         
W754    2102.47         1742.47         0.122           1.2066          48.3118         2.32737         
W755    2103.05         1794.7          0.122           1.17181         48.6145         1.94685         
W756    2103.57         1644.31         0.122           1.2793          49.943          3.04688         
W757    2104.05         1657.3          0.122           1.26956         37.6197         1.06839         
W758    2104.47         1573.25         0.122           1.33766         51.1288         1.73454         
W759    2104.83         1633.35         0.122           1.28866         51.5142         9.2333          
W760    2105.15         1835.89         0.122           1.14667         49.7724         0.554399        
W761    2105.41         1792.9          0.122           1.17431         42.4319         2.14439         
W762    2105.62         1834.94         0.122           1.14752         41.6019         2.57888         
W763    2105.78         1681.62         0.122           1.25223         45.819          21.2727         
W764    2105.89         1715.12         0.122           1.22784         42.4351         7.55477         
W765    2105.94         1687.07         0.122           1.24828         49.1            26.986          
W766    2105.94         1922.47         0.122           1.09543         45.0735         20.7926         
W767    2105.89         1720.45         0.122           1.22404         51.8189         27.7083         
W768    2105.78         1595.08         0.122           1.32017         49.5101         21.5241         
W769    2105.62         1573.76         0.122           1.33796         46.7261         10.7281         
W770    2105.41         1695.63         0.122           1.24167         46.0858         3.65392         
W771    2105.15         1851.16         0.122           1.13721         37.6276         4.54844         
W772    2104.83         1732.74         0.122           1.21474         45.9165         1.7761          
W773    2104.47         1778.32         0.122           1.1834          41.5366         3.20074         
W774    2104.05         1744.34         0.122           1.20621         44.2104         1.10847         
W775    2103.57         1676.07         0.122           1.25506         45.7449         1.58142         
W776    2103.05         1763.58         0.122           1.19249         44.186          0.957828        
W777    2102.47         1693.37         0.122           1.24159         44.6315         0.656148        
W778    2101.84         1828.7          0.122           1.14937         50.4025         1.19227         
W779    2101.16         1906.75         0.122           1.10196         42.8828         0.694402        
W780    2100.43         1848.26         0.122           1.13644         50.7329         1.23964         
W781    2099.65         1713.85         0.122           1.22511         59.454          0.735578        
W782    2098.81         1863.41         0.122           1.12633         56.0257         1.12253         
W783    2098.5          2043.38         0.122           1.02697         71.1723         1.52791         
W784    2099.33         2266.2          0.122           0.926369        56.897          0.596429        
W785    2100.12         2266.85         0.122           0.926449        59.4405         0.885221        
W786    2100.85         2263.12         0.122           0.928299        57.2743         1.20768         
W787    2101.53         2082.58         0.122           1.0091          48.6359         1.24697         
W788    2102.16         2057.55         0.122           1.02168         55.4756         0.602012        
W789    2102.73         1994.76         0.122           1.05413         59.5152         2.94453         
W790    2103.26         1873.77         0.122           1.12247         76.6315         0.990012        
W791    2103.73         1576.9          0.122           1.33409         57.9968         1.40459         
W792    2104.15         2059.57         0.122           1.02164         58.6339         1.07177         
W793    2104.52         1929.5          0.122           1.09071         52.6474         0.542181        
W794    2104.84         2034.17         0.122           1.03474         45.7101         2.5431          
W795    2105.1          1825.01         0.122           1.15347         47.5914         2.00956         
W796    2105.31         1880.54         0.122           1.11952         43.0473         3.00066         
W797    2105.47         1882.37         0.122           1.11852         41.893          2.82577         
W798    2105.57         1823.54         0.122           1.15466         44.9946         4.69474         
W799    2105.63         1898.09         0.122           1.10934         42.5902         5.93871         
W800    2105.63         1882.06         0.122           1.11879         45.363          4.64139         
W801    2105.57         1875.37         0.122           1.12275         45.605          4.7104          
W802    2105.47         1892.28         0.122           1.11266         51.7664         6.43393         
W803    2105.31         1650.49         0.122           1.27556         52.5673         13.8956         
W804    2105.1          1810.42         0.122           1.16277         42.4112         2.54236         
W805    2104.84         1814.63         0.122           1.15993         44.2795         0.394855        
W806    2104.52         1728.74         0.122           1.21737         47.0324         1.22729         
W807    2104.15         1747.49         0.122           1.2041          45.1082         1.25137         
W808    2103.73         1879.81         0.122           1.11912         42.6314         1.44761         
W809    2103.26         1761.75         0.122           1.19385         52.3049         2.33868         
W810    2102.73         1956.57         0.122           1.07471         42.5938         1.00251         
W811    2102.16         1730.93         0.122           1.21447         55.2747         0.830407        
W812    2101.53         1909.71         0.122           1.10044         56.7855         1.71207         
W813    2100.85         1653.05         0.122           1.27089         71.1914         2.67566         
W814    2100.12         1980.1          0.122           1.06061         44.6283         0.921844        
W815    2099.33         2032.17         0.122           1.03305         56.2403         1.08161         
W816    2098.5          1810.5          0.122           1.15907         144.034         0.746018        
W817    2098.14         1876.98         0.122           1.11783         58.5524         1.30442         
W818    2098.97         2029.34         0.122           1.03431         84.7505         2.45395         
W819    2099.75         2112.84         0.122           0.993804        69.9886         1.25794         
W820    2100.48         2077.39         0.122           1.01111         56.2499         0.523604        
W821    2101.16         2061.99         0.122           1.019           42.1806         1.38284         
W822    2101.79         2023.22         0.122           1.03883         58.5378         0.820896        
W823    2102.37         1905            0.122           1.10361         68.265          3.11322         
W824    2102.89         1930.99         0.122           1.08902         65.378          0.237545        
W825    2103.36         1673.49         0.122           1.25687         49.66           0.777486        
W826    2103.78         1833.33         0.122           1.14752         53.3649         0.89624         
W827    2104.15         1826.68         0.122           1.1519          53.1345         0.730258        
W828    2104.47         1900.44         0.122           1.10736         55.1293         3.76687         
W829    2104.73         1534.44         0.122           1.37166         49.0277         8.18767         
W830    2104.94         1621.93         0.122           1.2978          51.9235         6.68696         
W831    2105.1          1858.41         0.122           1.13274         45.3263         1.39841         
W832    2105.2          1755.64         0.122           1.19911         50.4797         3.74923         
W833    2105.26         1882.65         0.122           1.11824         41.3012         2.62383         
W834    2105.26         1731.22         0.122           1.21606         52.9774         7.50558         
W835    2105.2          1955.4          0.122           1.07661         46.5725         2.78432         
W836    2105.1          1852.59         0.122           1.1363          55.0053         1.65528         
W837    2104.94         1786.04         0.122           1.17855         42.6744         0.896471        
W838    2104.73         1728.16         0.122           1.2179          49.122          2.12619         
W839    2104.47         1945.6          0.122           1.08166         43.6064         3.002           
W840    2104.15         1868.14         0.122           1.12633         47.1035         0.755351        
W841    2103.78         1818.08         0.122           1.15715         48.4421         0.848517        
W842    2103.36         1841.18         0.122           1.1424          52.4803         1.39747         
W843    2102.89         1945.51         0.122           1.08089         45.7232         1.91013         
W844    2102.37         1831.5          0.122           1.14789         51.6301         0.921643        
W845    2101.79         1949.9          0.122           1.0779          49.3609         0.721671        
W846    2101.16         2063.36         0.122           1.01832         43.0917         1.30724         
